stock,稅後純益,103年1-9月,增減,期末股本,稅後純益,103年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,103年1-9月,增減,公司,,營業收入,103年1-9月,增減,營業利益,103年1-9月,營業外,103年1-9月
01,9430376,17343610,-45.63,98143802,0.64,1.14,30.33,45.0639799691428,1.21632308791581,0.947279688950779,12195455,27770569,-56.08,01,水泥類,132303121,161827114,-18.24,9780111,21779560,2415344,5991009
1101,4000652,8244719,-51.48,36921759,1.08,2.23,29.65,36.8851716653737,1.28276271082322,1.03835658863878,5883687,15933466,-63.07,1101,台泥,69118302,88684641,-22.06,6607616,15166705,-723929,766761
1102,4421041,7198698,-38.59,33614472,1.41,2.29,42.03,49.0585062499966,0.93776811463187,0.76631063822441,5089087,9614314,-47.07,1102,亞泥,49113910,57234891,-14.19,2854548,5890621,2234539,3723693
1103,-401198,150116,,7768285,-0.62,0.23,19.21,41.8080097577183,4.69633964488444,2.92231294718055,-369795,222931,,1103,嘉泥,1957612,2818004,-30.53,-400817,-207081,31022,430012
1104,916609,1045732,-12.35,6282891,1.46,1.66,25.19,80.2238934386242,1.26241103434987,1.07247625687049,983038,1114236,-11.77,1104,環泥,3770779,4242326,-11.12,96507,131024,886531,983212
1108,407328,305953,33.13,4047380,1.01,0.76,11.71,59.0779477985479,2.65410229586362,0.658198193443278,541388,359317,50.67,1108,幸福,3765704,3732290,0.9,559253,343590,-17865,15727
1109,-35954,230666,,3789007,-0.09,0.55,14.35,58.7554969621163,1.85455741193097,1.19887417726812,-54362,356615,,1109,信大,3204963,3629205,-11.69,-6131,359326,-48231,-2711
1110,121898,167726,-27.32,5720008,0.21,0.29,15.03,92.7633885950315,6.51346013115546,3.89358006095958,122412,169690,-27.86,1110,東泥,1371851,1485757,-7.67,69135,95375,53277,74315
02,19440550,16792233,15.77,121841924,1.16,1.2,17.8,33.4779744719271,1.0965877939811,0.60864399451419,33460812,28306458,18.21,02,食品類,503135219,519824575,-3.21,26033171,21495187,7427641,6811271
1201,-1183332,369615,,5060629,-2.34,0.73,13.19,16.9561656350999,1.00387552006941,0.267153988080553,-1148758,753550,,1201,味全,15400616,20702574,-25.61,-805193,1140246,-343565,-386696
1203,314934,194717,61.74,2400000,1.32,0.82,18.14,51.662522748029,2.46247103993148,1.12448613590293,619691,397410,55.93,1203,味王,5106824,4514173,13.13,535585,399797,84106,-2387
1210,598910,1167119,-48.68,7363944,0.88,1.71,20.1,33.9100335090853,1.33706964094799,0.672928093488127,917451,1556824,-41.07,1210,大成,58723159,67482423,-12.98,1032803,1078822,-115352,478002
1213,29575,18317,61.46,514751,0.57,0.36,13.44,76.9691359810246,2.9141892171161,2.74031211435927,37194,24335,52.84,1213,大飲,602085,567749,6.05,30991,19247,6203,5088
1215,468372,550008,-14.84,2679910,1.75,2.05,18.65,54.311448129597,1.20866165988841,0.596823596442484,635911,713489,-10.87,1215,卜蜂,12374527,13008758,-4.88,615046,676863,20865,36626
1216,12582297,9197606,36.8,56820154,2.21,1.62,17.07,24.0153933284792,0.903725070969927,0.508707584910633,24315475,18421038,32,1216,統一,320635395,322476777,-0.57,18681750,14178901,5633725,4242137
1217,85281,-314548,,4872053,0.18,-0.65,11.22,47.0262361041996,0.833363589370724,0.621754332092993,68194,-335977,,1217,愛之味,3291803,2957061,11.32,-119116,-276128,187310,-59849
1218,79054,74833,5.64,3533360,0.23,0.22,10.04,41.3944575017233,1.38573522862619,0.899045701909221,87533,82551,6.04,1218,泰山,6213368,7062840,-12.03,-47802,-63979,135335,146530
1219,45237,54992,-17.74,3188256,0.14,0.17,11.84,55.3951134935961,2.17628593073782,1.23857375480953,42567,61103,-30.34,1219,福壽,7127987,7803616,-8.66,31949,31366,10618,29737
1220,86322,57439,50.28,1770779,0.49,0.32,11.97,70.3244003489096,4.44129221258535,2.79654456541797,95079,58980,61.21,1220,台榮,2429927,2497984,-2.72,68150,46238,26929,12742
1225,94086,-24106,,2187030,0.43,-0.12,12.22,43.7409327154092,1.97322935499831,0.946277218016952,134774,-10811,,1225,福懋油,8051489,9150565,-12.01,165263,21408,-30489,-32219
1227,2133491,1566517,36.19,7926972,2.71,1.99,16.38,66.3545052430197,2.4884526130917,1.53500732114185,2675589,1900208,40.81,1227,佳格,19233848,15792969,21.79,2558228,1837119,117361,63089
1229,1323690,1559458,-15.12,8887198,1.49,1.76,22.4,81.3811565243847,0.890438470751035,0.515244087843079,1352049,1612989,-16.18,1229,聯華,3928010,3913753,0.36,180415,143291,1171634,1469698
1231,247062,97084,154.48,1481131,1.67,0.65,18.29,41.8383809548526,1.431076312094,0.7761230860165,306035,113442,169.77,1231,聯華食,4893025,4380197,11.71,230515,90183,75520,23259
1232,693034,585258,18.42,1599749,4.33,3.66,21.45,77.2937003905786,4.40837369971102,2.80787294154518,854313,715196,19.45,1232,大統益,13366089,16344542,-18.22,787013,657933,67300,57263
1233,136772,182215,-24.94,905919,1.51,2.01,15.21,71.4299796212288,1.63026121710996,0.905114906980064,165223,220760,-25.16,1233,天仁,1591018,1605464,-0.9,141485,196734,23738,24026
1234,567168,313833,80.72,4018711,1.41,0.78,43.4,80.0073477151853,4.36091624987141,3.31596955665195,678162,394351,71.97,1234,黑松,4830128,4688910,3.01,202005,33129,476157,361222
