year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200504,3406.0,684375.0,64.98,12.38,713768.0,491130.0,2054674.0,979210.0,12.04,,
200601,3406.0,684375.0,66.82,8.54,119794.0,56779.0,360198.0,132683.0,8.42,86.8929,
200602,3406.0,757813.0,61.43,3.54,224420.0,58126,684085.0,274271.0,3.35,,
200603,3406.0,757813.0,56.53,7.58,326125.0,10212,1013436.0,315172.0,6.46,89.3247,
200604,3406,757813.0,56.48,8.16,392143.0,-79316,1258993.0,316937.0,6.7,90.3477,
200701,3406,757813.0,56.39,9.37,18265.0,-68397,157874.0,-35313.0,7.83,91.5429,
200702,3406,770391.0,52.45,4.23,30637.0,-165315,332041.0,-101927.0,3.47,,
200703,3406,770391.0,50.48,8,28189.0,-290748,469180.0,-194832.0,5.57,,
200704,3406,770391.0,48.78,8.88,-8984.0,-491704,551124.0,-354080.0,8.7275,96.0281,
200801,3406,770391.0,45.91,6.7,-34992.0,-230455,77160.0,-198814.0,5.95,96.59899999999999,
200802,3406,770391.0,43.97,4.15,-90485.0,-399672,205741.0,-365790.0,3.59,95.4753,
200803,3406,770391.0,43.66,2.21,-122721.0,-447690,489963.0,-433678.0,1.91,90.3623,
200804,3406,770391.0,41.12,1.26,-177566.0,-614393,650624.0,-646873.0,1.1746,86.9805,
200901,3406,770391.0,40.21,1.08,-33776.0,-71606,135869.0,-93638.0,0.95,85.0961,
200902,3406,770391.0,37.48,2.18,-84189.0,-238793,257993.0,-279398.0,1.12,84.756,
200903,3406,770391.0,35.95,2.36,-133835.0,-312898,352416.0,-385888.0,1.11,85.2108,
200904,3406,770391.0,34.07,2.1879,-192278.0,-394201,441144.0,-527863.0,1.9845,84.4596,
201001,3406,770971.0,32.66,2.06,-39964.0,-85343,253895.0,-107636.0,1.01,80.3916,
201002,3406,772311.0,32.32,1.63,-84697.0,-83001,520847.0,-145528.0,0.81,76.7635,
201003,3406,777311.0,34.47,1.21,-75621.0,110254,1191487.0,22721.0,0.72,68.3176,
201004,3406,780801.0,39.96,1.1599,41260.0,489819,3237375.0,464830.0,1.0641,61.3853,
201101,3406,831444.0,53.71,1.9,-67080.0,227561.0,1316909.0,129575.0,1.74,70.3254,
201102,3406,885991.0,64.49,2.61,-6172.0,400307,3129688.0,296007.0,2.31,72.4432,
201103,3406,886401.0,70.97,2.09,204084.0,694627,5343298.0,725972.0,1.81,71.005,
201104,3406,888841.0,73.56,1.7883,553517.0,623625,7594730.0,937793.0,1.6958,73.112,
201201,3406,891891.0,75.35,1.84,261911.0,46128,3018537.0,250219.0,1.61,73.1461,
201202,3406,891951.0,73.68,1.8,396163.0,57942,5126281.0,313695.0,1.52,77.0259,
201203,3406,892161.0,75.61,1.66,609050.0,88081,7785822.0,513710.0,1.5,73.5783,
201204,3406,894321.0,78.85,1.5063,796675.0,251094,11403209.0,806019.0,1.4007,70.5538,
201301,3406,995991.0,88.89,1.03200706546955,-135076.0,85316,1902151.0,-37180.0,0.713465417456919,57.27542576991421,
201302,3406,996711.0,85.36,0.893985376644537,-408003.0,139170,4133119.0,-260216.0,0.578052035773803,58.7102653824372,
201303,3406,997041.0,84.17,0.884071056933248,-455337.0,101950,7154092.0,-332252.0,0.583869396445663,57.2315925352614,
201304,3406,997711.0,84.79,0.867196557960256,-580550.0,145976,9592432.0,-363903.0,0.576851749151084,60.1123154000269,
201401,3406,997711.0,80.96,0.793132230922853,-393053.0,-29949,1965508.0,-349375.0,0.511707091907865,60.9866073177934,
201402,3406,997711.0,77.2,0.762051629792107,-696512.0,-84363,4097651.0,-650764.0,0.507918239191314,56.73085414563379,
201403,3406,997711.0,78.2,0.771651293902748,-719666.0,-73521,7103858.0,-662616.0,0.526436095414118,51.358343483652895,-793187.0
201404,3406,997711.0,79.2,0.8036983565654381,-802510.0,-29993.0,10361274.0,-693478.0,0.5971131202404251,50.9646245112699,-832503.0
201501,3406,997711.0,74.08,0.7016715609416639,-484022.0,-85094.0,1686153.0,-471036.0,0.42153631789463103,52.2096102873268,-569116.0
201502,3406,997711.0,69.06,0.645364013552049,-1007609.0,-113859.0,3866403.0,-928691.0,0.43143226508419796,50.4461434691854,-1121468.0
201503,3406,997711.0,69.95,0.653009429499187,-1044887.0,-147495,6368809.0,-981609.0,0.447136688243082,47.7927649459011,-1192382.0
201504,3406,997711.0,67.65,0.732890164104324,-1171874.0,-180117,9047416.0,-1127812.0,0.534812516473177,46.854515879403294,-1351991.0
201601,3406,997711.0,63.82,0.667839038061087,-336407.0,-39159,1155340.0,-316153.0,0.376892145811293,50.36729568324839,-375566.0
201602,3406,997711.0,60.28,0.660852679284529,-520897.0,-177109,2790616.0,-586543.0,0.41947455498774,49.69093779959021,-698006.0
201603,3406,997711.0,60.28,0.711610008613338,-292276.0,-261367,4903616.0,-471554.0,0.486573048393248,52.62893636055939,-553643.0
