stock,稅後純益,102年1-9月,增減(%),期末股本,稅後純益,102年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-9月,增減(%),公司,,營業收入,102年1-9月,增減(%),營業利益,102年1-9月,營業外,102年1-9月
3003,296013,211986,39.64,1536524,1.98,1.52,24.31,77.0451479889066,5.81165832854241,4.10486104132931,393946,293653,34.15,3003,健和興,2324436,2073168,12.12,361914,268126,32032,25527
3011,-39050,-71647,,1127192,-0.35,-0.64,13.29,65.2745074548841,2.0463666004467,1.59435783471946,-41514,-83178,,3011,今皓,1772964,1883657,-5.88,-60623,-99237,19109,16059
3015,335135,398274,-15.85,2344658,1.43,1.73,30.79,51.3523069657078,1.6884717471424,1.35902509288043,422430,542409,-22.12,3015,全漢,12028401,11620735,3.51,174657,371162,247773,171247
3021,63122,45941,37.4,1082594,0.59,0.42,11.11,71.0823244697101,2.67441232986953,1.73447797718064,61457,51498,19.34,3021,鴻名,1218940,1078750,13,53644,35844,7813,15654
3023,646024,512055,26.16,2076709,3.11,2.48,22.9,48.0043739031181,1.64094830754377,1.21558112738039,879853,698192,26.02,3023,信邦,8750553,7913669,10.58,761748,562464,118105,135728
3026,815167,561421,45.2,2235481,3.65,1.84,37.48,61.3714392793439,2.18070424989143,1.50603643777241,848703,648791,30.81,3026,禾伸堂,12373115,11631419,6.38,567252,558735,281451,90056
3032,162524,48703,233.7,1032856,1.57,0.47,16.75,63.459269282219,2.12825630664729,1.33905614484719,206591,61233,237.39,3032,偉訓,2520490,1793574,40.53,190824,42634,15767,18599
3037,763864,1356995,-43.71,15386060,0.5,0.88,29.44,44.4909552171703,1.49383468644352,1.23606258915411,942751,1476402,-36.15,3037,欣興,45124369,45550146,-0.93,781989,1690368,160762,-213966
3042,732031,693024,5.63,3097570,2.36,2.24,27.21,63.0244157413521,2.62099541268918,1.90485045213602,822642,787819,4.42,3042,晶技,7043192,7103523,-0.85,734657,710115,87985,77704
3044,1886594,1767316,6.75,5256059,3.59,3.36,51.15,49.3199268032902,1.40986232288947,1.19016471613777,2382929,2138333,11.44,3044,健鼎,31372922,30461814,2.99,1924368,1952154,458561,186179
3058,44410,159139,-72.09,1715194,0.26,0.96,16.59,54.146284361236,1.30673274794485,1.01358849938247,62361,182699,-65.87,3058,立德,3987748,4647334,-14.19,36502,193093,25859,-10394
3090,199688,252987,-21.07,1446518,1.38,1.78,15.71,33.7841097558275,1.55495908580821,1.19738411991206,251012,295172,-14.96,3090,日電貿,6411143,4498895,42.5,199703,153514,51309,141658
3229,32970,27661,19.19,935159,0.35,0.4,10.49,70.4012147362149,2.651205869091,1.93725093532544,38201,35280,8.28,3229,晟鈦,633595,459815,37.79,28619,22380,9582,12900
3296,2373,-57557,,1121164,0.02,-0.52,16.22,69.530217529843,2.81338714952381,2.27535834043688,3493,-51992,,3296,勝德,2039646,1883894,8.27,-39161,-96282,42654,44290
3308,-80346,-78795,,999496,-0.81,-0.79,10.81,36.8724685818255,1.58705087896919,1.18038632798842,-72068,-90604,,3308,聯德,1392658,1466034,-5.01,-72767,-125560,699,34956
3338,119523,87936,35.92,697500,1.71,1.45,14.8,51.3223598302558,1.7926457879398,1.36003392448355,135562,102372,32.42,3338,泰碩,1947437,1996204,-2.44,132634,102430,2928,-58
3376,742248,623345,19.07,1787253,4.16,3.57,57.62,74.8101881269084,3.09500184197075,1.48489183902936,964817,872485,10.58,3376,新日興,5792255,5791429,0.01,833677,773971,131140,98514
3432,18734,-60967,,656260,0.29,-0.93,21.95,71.3082453687089,3.16594105743109,2.79649297238668,26207,-70742,,3432,台端,957434,912218,4.96,23012,-75802,3195,5060
3501,297930,386984,-23.01,1136449,2.62,3.47,42.68,77.0749092559416,3.32149022239014,1.85898680250661,386471,506007,-23.62,3501,維熹,3844922,4002168,-3.93,323296,433707,63175,72300
3533,775807,403536,92.25,934779,8.3,4.32,77.38,71.2220908237829,2.76087708042041,1.63760857735587,1060558,587178,80.62,3533,嘉澤,6224953,5743667,8.38,926409,527906,134149,59272
3550,91879,67721,35.67,850000,1.08,0.8,26.08,57.0373484682018,3.43567075512765,3.00454830614806,137083,104878,30.71,3550,聯穎,3124765,3068824,1.82,129894,95631,7189,9247
3605,395814,96691,309.36,1249999,3.22,0.79,32.42,62.2060304017201,1.98773815807189,1.73451463798335,510732,132682,284.93,3605,宏致,3113662,2936736,6.02,265782,95181,244950,37501
3607,267685,199865,33.93,1191113,2.25,1.72,51.83,53.5550450563692,2.15108428719449,1.66234725705036,422979,276005,53.25,3607,谷崧,6175546,5634238,9.61,363720,290719,59259,-14714
3645,141966,77879,82.29,1173882,1.21,0.66,15.88,59.9467602800553,2.04962629339959,1.45093062312193,165860,92165,79.96,3645,達邁,1050395,697854,50.52,158747,89609,7113,2556
3653,328007,183625,78.63,1068242,3.09,1.73,42.32,85.204059216412,4.42147269116745,3.08947306244832,380684,199548,90.77,3653,健策,2840548,2591844,9.6,340793,226257,39891,-26709
3679,200836,191902,4.66,802653,2.53,2.38,57.44,65.4217004340006,4.20447002902492,3.85200624663401,291621,258563,12.79,3679,新至陞,2921857,3598654,-18.81,247879,234912,43742,23651
4958,3489155,3300594,5.71,7386311,4.72,4.47,37.98,36.8092616229459,1.37990082507855,1.13784805195933,4056114,3565360,13.76,4958,F-臻鼎,50002300,41682880,19.96,4033817,3614716,22297,-49356
4999,338586,257689,31.39,744172,4.55,3.66,32.86,72.7338981019005,3.15075357821622,2.77136086653592,434444,308561,40.8,4999,鑫禾,1769715,1450303,22.02,420405,308970,14039,-409
5469,479165,-255396,,4579362,1.06,-0.56,25.21,18.7960073067878,1.36985569496529,0.964066827543754,655465,-136167,,5469,瀚宇博,36639712,37263039,-1.67,421243,-181104,234222,44937
6108,321394,151359,112.34,1598993,2.01,0.95,22.27,31.6443965122643,1.11095779062913,0.76644208476212,399868,209564,90.81,6108,競國,6777812,6021874,12.55,379699,157200,20169,52364
6115,521930,482124,8.26,1766359,3,2.89,28.78,61.605499389529,2.57432769073325,2.32172321236205,616309,611185,0.84,6115,鎰勝,5810642,5931502,-2.04,449904,504596,166405,106589
6133,25918,-831,,1170064,0.26,-0.01,13.99,86.3586489825146,4.85939708457271,3.93669598970529,30655,-1523,,6133,金橋,860274,764097,12.59,8996,-29362,21659,27839
6141,11778,-83910,,1330645,0.09,-0.62,17.73,44.4149789687527,1.00047512992991,0.56081896965015,19062,-92315,,6141,柏承,2297014,2270016,1.19,787,-125665,18275,33350
6153,191223,234081,-18.31,3247937,0.59,0.72,23.86,50.7927742738154,1.35028543078992,0.979166114152043,269883,343945,-21.53,6153,嘉聯益,10494652,8812697,19.09,48936,283635,220947,60310
6155,70539,87490,-19.37,839923,0.84,1.05,17.14,62.22581165371,2.03007118341341,1.84114220456778,84097,102753,-18.16,6155,鈞寶,495727,531107,-6.66,46597,81480,37500,21273
6165,-118624,-61357,,950091,-1.25,-0.65,5.34,73.0833781122551,2.08217812811452,1.81824771224065,-114843,-57255,,6165,捷泰,313259,501939,-37.59,-138427,-96064,23584,38809
6191,112497,-45242,,5315469,0.21,-0.09,20.09,38.422011331404,1.48734090686823,0.9737878184316,190777,40787,367.74,6191,精成科,22911317,24089727,-4.89,123449,-31066,67328,71853
6197,201274,139699,44.08,1734478,1.16,0.81,21.48,76.826748730843,3.6484467826047,2.71542649727768,237182,172788,37.27,6197,佳必琪,3307444,3186234,3.8,185928,146437,51254,26351
6205,203865,117345,73.73,718391,2.84,1.63,20.08,57.1992203532997,2.33919546023682,2.03337820750195,249170,149181,67.03,6205,詮欣,1881552,1785755,5.36,164304,108505,84866,40676
6213,380567,632950,-39.87,3273652,1.17,1.95,20.87,39.9070786901829,1.39972648026662,1.17399872752616,649028,1167054,-44.39,6213,聯茂,15019445,14799397,1.49,662661,1116476,-13633,50578
6224,301422,275128,9.56,800018,3.77,3.44,22.9,79.844580156797,3.3141880657676,2.54375346388324,369201,349371,5.68,6224,聚鼎,1224907,1116888,9.67,345328,320516,23873,28855
6251,230295,-149510,,2860594,0.81,-0.52,16.15,42.7127811737608,1.17472180949905,0.904500507256082,279760,-152017,,6251,定穎,7971968,7541163,5.71,298484,-172214,-18724,20197
6269,567858,1146208,-50.46,2224236,2.56,5.21,37.18,44.1270387109452,1.56752588113505,1.19668109280626,798580,1503096,-46.87,6269,台郡,7758069,8523773,-8.98,649943,1299534,148637,203562
6282,841459,932558,-9.77,5219393,1.62,1.81,16.61,48.4235870035877,1.56738789189112,1.13511598862825,1057086,1121571,-5.75,6282,康舒,18150303,18582253,-2.32,807430,863924,249656,257647
6412,788964,657985,19.91,3588533,2.21,1.99,17.44,35.0665758966342,1.20725008796789,0.904573005856335,940837,807230,16.55,6412,群電,19815608,17664125,12.18,811185,784975,129652,22255
8039,698908,727602,-3.94,2042608,3.42,3.59,31.66,52.2855668462585,2.24812052945021,1.9400261070398,877140,906886,-3.28,8039,台虹,7639892,7361432,3.78,882891,823893,-5751,82993
8046,1328360,-652545,,6461655,2.06,-1.01,58.43,80.4330410967881,5.09228930619713,4.32379342083677,1664303,-663920,,8046,南電,26619455,23578259,12.9,172313,-1215641,1491990,551721
8103,292759,195864,49.47,759081,3.89,2.62,30.29,62.9248818030141,2.233085180349,1.8300462955112,383870,253013,51.72,8103,瀚荃,2269991,1859165,22.1,350839,239305,33031,13708
8213,1207676,815023,48.18,2750139,4.45,3.22,36.71,32.5081811409025,1.1384116280526,0.983089905736285,1724014,1366541,26.16,8213,志超,17807932,15439311,15.34,1763464,1270162,-39450,96379
8249,271028,120243,125.4,1270550,2.13,0.95,27.81,68.708616996953,2.08872462892416,1.84915535149397,360393,180308,99.88,8249,菱光,4248549,3467481,22.53,296362,145711,64031,34597
29,15815726,13491829,17.22,65964690,2.48,1.84,24.85,31.7563202479047,1.41137443135423,0.914316830644518,19297717,17048495,13.19,29,電子通路類,957929054,844322978,13.46,17809477,14501494,1488240,2547001
2347,3639387,3931806,-7.44,15885209,2.29,2.48,26.73,31.4555624953013,1.31897821924537,0.922935173359253,4529894,4736218,-4.36,2347,聯強,246796159,238168513,3.62,3479181,2775583,1050713,1960635
2348,394624,152879,158.13,856000,4.61,1.93,12.64,42.0310621701869,4.45484015701691,1.87378240998817,393995,152839,157.78,2348,海悅,1422125,411731,245.4,403533,154668,-9538,-1829
2414,200934,107339,87.2,1617358,1.24,0.66,15,43.2322707864982,1.73441956360571,1.16505081158863,247149,132715,86.23,2414,精技,11429072,10383568,10.07,238238,127236,8911,5479
2430,321738,428735,-24.96,1674631,1.92,2.56,26.99,43.6623110439757,1.24213268086457,0.677016695878448,328957,542107,-39.32,2430,燦坤,19652176,19216874,2.27,290934,522624,38023,19483
2459,374362,317948,17.74,1136606,2.64,2.24,40.41,56.3157342921031,1.97901187867974,1.74187486060882,531251,486026,9.31,2459,敦吉,7881546,10030262,-21.42,448737,436228,82514,49798
3010,927466,859510,7.91,2313901,4.01,3.71,39.54,34.8061890641171,1.47455687775024,1.05760709912659,1289577,1213111,6.3,3010,華立,29778227,25490570,16.82,916145,766059,373432,447052
3028,265683,301600,-11.91,2137586,1.24,1.41,22.6,34.0089044220536,1.44302933117798,0.969821263729546,300374,374645,-19.82,3028,增你強,21599731,21698798,-0.46,266072,253985,34302,120660
3033,409106,405815,0.81,2665120,1.58,1.66,16.09,25.9757306357598,1.35213018355733,0.746540997353798,517990,502760,3.03,3033,威健,29852384,23527561,26.88,589895,484262,-71905,18498
3036,1349932,980530,37.67,3544434,3.81,2.77,36.68,29.7264195673354,1.39890312787663,0.867806510393855,1666386,1235303,34.9,3036,文曄,77439497,64308900,20.42,1804317,1299465,-137931,-64162
3040,534091,28550,1770.72,900000,5.93,0.28,21.37,94.0632621492738,11.0931347594976,10.5574589494371,557928,41783,1235.3,3040,遠見,171417,152803,12.18,14500,16951,543428,24832
3048,310877,129621,139.84,1749625,1.8,0.75,14.71,17.9871916106454,1.24303874806417,0.416599811368265,376807,156284,141.1,3048,益登,40922468,24844613,64.71,545248,204314,-168441,-48030
3055,269453,-33945,,1288637,2.11,-0.26,19.24,68.2422980794092,2.53698053323621,2.41782650869278,304374,-35558,,3055,蔚華科,2819339,2072950,36.01,280438,-53591,23936,18033
3209,235736,147277,60.06,1038427,2.27,1.42,16.28,25.2361211015869,1.31827865184551,0.84051625700083,270098,163650,65.05,3209,全科,16702331,14150417,18.03,268558,148258,1540,15392
3312,40547,62437,-35.06,951761,0.45,0.69,15.54,21.3715037409932,1.35890761385577,0.919375898248043,78872,117976,-33.15,3312,弘憶股,13607871,10989676,23.82,95861,116532,-16989,1444
3315,69972,10869,543.78,702813,1,0.15,22.92,35.1884144703362,1.54409992218108,1.03002622366805,90578,25424,256.27,3315,宣昶,6704438,6389473,4.93,55843,7277,34735,18147
3702,4461307,3751044,18.94,16557092,2.69,2.27,25.15,26.4076505940648,1.40880816689347,0.906238327417536,5468377,4578669,19.43,3702,大聯大,335396240,294971152,13.7,6161698,4847459,-693321,-268790
5434,641363,620724,3.32,1579094,4.06,3.99,33.85,52.4618884216882,1.56889786042717,1.17000774065559,776883,758068,2.48,5434,崇越,13499866,11858019,13.85,678618,676145,98265,81923
6145,6851,-6798,,3255333,0.02,-0.02,13.59,74.1416138577695,1.34995924818281,0.57555269448144,25914,5047,413.45,6145,勁永,4434697,8601505,-48.44,-30885,-34416,56799,39463
6189,485009,462568,4.85,1790452,2.71,2.58,18.51,39.8009765025692,1.65648696876276,0.968520310163795,601817,587355,2.46,6189,豐藝,15122593,14711425,2.79,603514,585409,-1697,1946
6281,362457,345785,4.82,991729,3.65,3.49,21.89,46.346932125893,1.80339903918012,0.367198192694102,435354,415887,4.68,6281,全國電,12651702,11597253,9.09,408238,393941,27116,21946
8070,263402,376444,-30.03,794147,3.32,5.06,57.28,31.9234483328323,1.25910820012878,0.987313400149396,126996,691720,-81.64,8070,長華,12858560,12008841,7.08,-33587,583826,160583,107894
8112,251429,111091,126.33,2534735,1.11,0.67,17.53,30.0028702718181,1.93048632768177,1.1746968238297,378146,166466,127.16,8112,至上,37186615,18738074,98.45,324381,189279,53765,-22813
30,2152266,2078981,3.53,13652961,1.96,1.74,24.75,67.2361885780715,2.6083934804642,1.90694165077269,2717211,2580191,5.31,30,資訊服務類,35489556,34054499,4.21,2259064,1990804,458147,589387
2427,14695,-20548,,1903145,0.08,-0.11,11.17,68.7231767938109,2.81326756491767,1.0759301749669,20759,-24260,,2427,三商電,1191934,1626976,-26.74,128,-89854,20631,65594
2453,79420,75869,4.68,1000000,0.79,0.76,17.13,59.5081812320758,2.17808270162394,1.75263145188547,95097,91121,4.36,2453,凌群,3189359,3281254,-2.8,68636,65234,26461,25887
2468,18648,5102,265.5,699612,0.27,0.07,15.34,73.6401966468487,2.54527798203267,1.84600157720302,23513,6854,243.06,2468,華經,1130879,1014049,11.52,13047,-5777,10466,12631
2471,6908,23638,-70.78,472539,0.15,0.5,14.6,67.1870815573104,4.5811259021332,1.86147922412804,8644,31848,-72.86,2471,資通,416033,449557,-7.46,-8966,26539,17610,5309
2480,193964,266114,-27.11,1329504,1.46,2,20.51,69.7533491982033,2.78290535165478,1.97796905279179,234625,314109,-25.3,2480,敦陽科,3055038,2684296,13.81,235208,237585,-583,76524
3029,66250,42349,56.44,947442,0.7,0.45,14.3,44.1851999718184,2.07784099346748,1.59029526499758,80237,50790,57.98,3029,零壹,3303989,3014702,9.6,74371,48501,5866,2289
3130,239578,176001,36.12,331197,7.26,5.42,37.96,62.6650271325615,2.4356737980665,2.42008876316816,292094,215750,35.39,3130,一零四,1833444,1628567,12.58,276628,209516,15466,6234
4994,282819,123678,128.67,883700,3.2,1.4,19,81.9636625629506,6.45675411731098,6.03099858493386,372969,169574,119.94,4994,傳奇,1100889,781130,40.94,364753,162845,8216,6729
5203,488065,515858,-5.39,1001705,4.87,5.16,46.03,76.5980410006432,4.37599394402543,4.30177328562333,611684,699673,-12.58,5203,訊連,1655659,1920228,-13.78,498671,647881,113013,51792
6112,174038,161064,8.06,917204,1.9,1.76,18.98,34.5048821690603,1.34221724662601,0.539141689036233,216991,196723,10.3,6112,聚碩,6392045,5594473,14.26,198041,180933,18950,15790
6183,171993,169094,1.71,1500000,1.15,1.13,13.13,79.1792459961944,3.21688978173688,1.96509335440277,204253,208872,-2.21,6183,關貿,898231,1111483,-19.19,194635,202217,9618,6655
6214,415888,540762,-23.09,2666913,1.72,2.29,52.78,74.6094421057944,2.97037329893352,2.28097141401913,556345,619137,-10.14,6214,精誠,11322056,10947784,3.42,343912,305184,212433,313953
31,100026945,83289173,20.1,231039276,2.5,2.29,49.31,42.7583342541425,1.55997884640274,1.0688273983873,133041209,109542101,21.45,31,其他電子類,2947195048,2864394346,2.89,108289887,88843784,24751322,20698317
2312,1909818,-4229337,,14582332,1.4,-3.22,11.45,34.6485638122885,1.0584479160158,0.781737977174337,1766673,-4042978,,2312,金寶,38548611,33723020,14.31,831254,1125319,935419,-5168297
2317,73818020,64083590,15.19,147934068,5.01,4.36,58.21,39.1115544937882,1.49242553078987,1.00194025830709,99767176,83900661,18.91,2317,鴻海,2713067658,2623930666,3.4,80210046,64356310,19557130,19544351
2354,4315573,4116645,4.83,13767258,3.14,3.01,53.64,66.2934369952758,2.42056319494134,1.71121753899295,4744624,5123916,-7.4,2354,鴻準,44659705,64405587,-30.66,4075583,4356071,669041,767845
2359,246071,73988,232.58,1714711,1.37,0.4,24.3,75.4300861766607,4.11155864968646,3.56105356507804,377207,148220,154.49,2359,所羅門,3783082,4370077,-13.43,287321,132283,89886,15937
2360,997826,922718,8.14,3780863,2.66,2.46,23.38,57.3437883395929,2.60026464570321,2.06992730992893,1154638,1070728,7.84,2360,致茂,7699889,7738708,-0.5,975265,930122,179373,140606
2373,894805,924691,-3.23,3374322,2.88,3.04,22.58,51.9255385742938,1.8614464523391,0.764847478997298,1106225,1092753,1.23,2373,震旦行,8101765,7816561,3.65,597677,592704,508548,500049
2390,-49527,2682,,2153033,-0.23,0.01,11.59,65.0122769469137,1.19230162929248,0.564074572020816,-29005,39901,,2390,云辰,983265,650763,51.09,10647,-89743,-39652,129644
2404,628654,893811,-29.67,2382334,2.65,3.76,19.18,44.7098043271941,1.47123940930699,1.34183281245955,799561,1090325,-26.67,2404,漢唐,4120172,8770902,-53.02,460811,809781,338750,280544
2423,145666,118590,22.83,1315621,1.11,0.97,14.72,66.1043528949222,2.32624530659666,1.23373953403979,171620,146892,16.83,2423,固緯,1568639,1511592,3.77,123680,69860,47940,77032
2433,411042,733617,-43.97,1444960,2.84,5.08,24.19,55.463428581039,0.992028125062893,0.862358577603968,476053,791746,-39.87,2433,互盛電,1713706,1461025,17.29,292152,248107,183901,543639
2461,120084,183975,-34.73,1741665,0.75,1.22,17.24,49.3782595057788,1.95107280770441,1.53477869018857,256975,279608,-8.09,2461,光群雷,3139946,3007053,4.42,255913,212888,1062,66720
2464,285110,286908,-0.63,1825688,1.56,1.57,17.63,52.9834458001613,1.77677698341989,1.05071701750519,338958,318028,6.58,2464,盟立,5031369,4899329,2.7,314303,302606,24655,15422
2474,11438704,10329228,10.74,7677079,15.11,13.76,111.06,71.7620596183373,2.62595359349279,2.37612704686987,15588320,12931497,20.55,2474,可成,38263634,30130280,26.99,13822918,9802530,1765402,3128967
2477,-150714,1105964,,2388151,-0.63,4.63,13.72,57.1985168546778,2.10187878947772,1.28018330998887,-164907,1619044,,2477,美隆電,2664820,5307580,-49.79,-107969,1562251,-56938,56793
2482,-19809,1724,,620725,-0.32,0.03,12.9,77.4925086620862,3.48856984978102,2.13406635012893,-23886,2111,,2482,連宇,524432,515690,1.7,-33865,-5414,9979,7525
2488,116625,155821,-25.15,799994,1.46,1.95,20.03,63.8209240300297,2.60118793458866,2.05730420004581,150196,189822,-20.88,2488,漢平,1408535,1586523,-11.22,117298,160232,32898,29590
2495,68910,24493,181.35,2834135,0.24,0.09,14.28,89.299152187413,7.46110105605543,6.21835422928194,85690,40871,109.66,2495,普安,1184724,1227170,-3.46,27614,-21384,58076,62255
2497,357080,227668,56.84,1187985,3.01,1.92,16.79,66.5935002293825,2.24511400019727,1.44029909467009,456184,291540,56.47,2497,怡利電,2640072,2326325,13.49,406008,259646,50176,31894
3018,21963,-34436,,455520,0.48,-0.76,10.99,49.6420116348697,1.76619573054626,1.39272232924752,25237,-40728,,3018,同開,1020403,187094,445.4,28630,-41210,-3393,482
3030,1074549,673714,59.5,2362160,4.55,2.85,23.35,72.4862211943239,2.71736910220628,2.28820828539317,1263624,833840,51.54,3030,德律,4956272,3189341,55.4,1195427,774581,68197,59259
3043,-76739,-363066,,1948781,-0.38,-1.86,1.51,15.3356082303581,0.825714012982054,0.261102201858216,-61515,-328878,,3043,科風,1122062,1247371,-10.05,-178769,-357117,117254,28239
3305,247216,271086,-8.81,1230773,2.06,2.31,33.75,64.9117307957471,2.74000977248244,2.00911455891515,359768,380421,-5.43,3305,昇貿,4373394,4398050,-0.56,342652,368763,17116,11658
3450,566115,329374,71.88,766422,7.39,4.3,28.91,42.0627004879101,1.73257174320949,1.44209781467538,915010,476321,92.1,3450,聯鈞,5218656,4017428,29.9,838462,498156,76548,-21835
3518,-215128,95533,,850742,-2.53,1.12,40.91,78.1371973935194,2.80320833137751,2.67579360168642,-199703,126953,,3518,柏騰,915372,1038931,-11.89,-153344,-85305,-46359,212258
3617,291135,297788,-2.23,800650,3.65,3.76,41.48,62.8772459255992,2.40596526909596,1.45215497750287,351638,330283,6.47,3617,碩天,3823641,3533863,8.2,305777,309156,45861,21127
3665,448601,428179,4.77,864200,5.34,5.33,43.84,61.6911963923784,2.4873961572272,1.69640853480295,598374,550627,8.67,3665,F-貿聯,5564277,5193541,7.14,612119,597947,-13745,-47320
5225,214324,288378,-25.68,607500,3.53,4.75,28.34,53.3655027942918,1.71967773489605,1.32095399007594,255321,336564,-24.14,5225,F-東科,4219327,4184948,0.82,237612,325439,17709,11125
6139,162392,221222,-26.59,1882512,0.86,1.18,35.82,34.8258231595671,1.48666294753251,1.11614912484478,250669,313620,-20.07,6139,亞翔,9516306,8327683,14.27,185765,253539,64904,60081
6192,451159,467791,-3.56,1187109,3.8,3.94,31.52,61.1316360518774,2.83675981647624,1.93684303551793,598251,617911,-3.18,6192,巨路,4350217,4395099,-1.02,592042,607664,6209,10247
6196,238279,76587,211.12,1650698,1.44,0.47,25.34,39.574508506982,1.37569660579391,0.958397851761772,289441,106851,170.88,6196,帆宣,10107164,9863803,2.47,305948,87176,-16507,19675
6201,108618,62237,74.52,892000,1.22,0.7,26.16,72.6837238826564,3.0925381380327,2.495911892044,138048,82518,67.29,6201,亞弘電,2689280,2776138,-3.13,116497,62741,21551,19777
6215,101647,28195,260.51,827897,1.23,0.34,14.1,52.6475969867001,2.28320906865229,1.36128989027009,126767,36943,243.14,6215,和椿,1494771,1143252,30.75,113518,24937,13249,12006
6409,716547,447826,60.01,708435,10.38,7.2,43.59,55.4831544697509,1.88729306847397,1.72513086241703,885662,550942,60.75,6409,旭隼,4970780,4103799,21.13,852224,562326,33438,-11384
8021,253843,213838,18.71,1588006,1.61,1.35,27.21,64.3891122067878,2.30738762436611,1.86293415183487,327285,275146,18.95,8021,尖點,2354428,1886740,24.79,343879,264538,-16594,10608
8201,-111514,-171849,,890947,-1.25,-1.93,19.64,43.6725414066986,1.47324292930709,0.212141581177445,-104970,-141918,,8201,無敵,1394674,1528414,-8.75,-115208,-213716,10238,71798
20,38362381,39342662,-2.49,158951552,2.26,2.38,22.95,22.7245682948964,1.51375852639113,0.987769045351195,57181881,57028591,0.27,20,其他類,603649570,549665632,9.82,42749157,42088396,14432724,14940195
1262,1020020,703925,44.9,1485000,6.91,6.36,55.32,78.0215634544496,2.52075312990107,2.13136413217489,1356629,901231,50.53,1262,F-綠悅,4682567,3573682,31.03,1368326,953871,-11697,-52640
1435,985,-2471,,1397801,<<<<<,-0.02,7.56,84.8235458347725,183.873763542157,152.131888836552,985,-2471,,1435,中福,19783,17545,12.76,-2239,-6958,3224,4487
1516,12188,3319,267.22,203147,0.6,0.14,9.17,62.3880497035871,0.482343195266272,0.374994082840237,12188,3319,267.22,1516,川飛,147405,101926,44.62,6777,2721,5411,598
2062,405806,691378,-41.3,1630000,2.49,4.24,28.3,63.0524688450981,2.66027557778945,2.0941132761423,517761,850215,-39.1,2062,橋椿,4532440,4469599,1.41,498175,751514,19586,98701
2514,696230,443481,56.99,5632143,1.34,0.85,12.04,1.25424695793512,9.36537020452845,-,2211843,1633495,35.41,2514,龍邦,69438681,54406449,27.63,2211843,1633495,-,-
2904,124228,125495,-1.01,690344,1.8,1.82,13.34,93.3090263492302,13.6974397693733,13.3852243347748,137478,140537,-2.18,2904,匯僑,408505,385137,6.07,120244,112140,17234,28397
4536,388618,441534,-11.98,908200,4.28,5.39,47.43,58.1700219375129,1.94606056725037,1.41430243040771,518125,659251,-21.41,4536,拓凱,4842675,4529710,6.91,508547,547073,9578,112178
5871,5124667,4277228,19.81,10954134,4.68,3.9,29.08,14.0461551648415,1.20399173768775,1.15149612068524,7327123,6284032,16.6,5871,F-中租,25891407,20920168,23.76,6511646,5970555,815477,313477
6184,220808,193070,14.37,847726,2.6,2.28,21.02,33.4878421352476,3.98035690735818,3.93013514170097,272563,240201,13.47,6184,大豐電,651430,617467,5.5,203605,193120,68958,47081
6504,302827,263802,14.79,726000,4.17,3.77,29.66,48.6917842463268,1.47616663609311,0.832782372304431,441105,328925,34.11,6504,南六,3858412,3266085,18.14,446914,353348,-5809,-24423
8033,-109246,-102309,,1087291,-1.09,-1.12,8.48,49.9868557345043,1.41786091676511,0.592497868712702,-116652,-100651,,8033,雷虎,896920,780677,14.89,-105721,-86377,-10931,-14274
8404,272099,214930,26.6,2233177,1.22,0.96,17.97,65.6385915979629,2.31475431048426,1.72840213625644,401755,323620,24.14,8404,F-百和,2656579,2339255,13.57,392235,287231,9520,36389
8411,216869,580910,-62.67,1516216,1.43,4.36,38,71.397843545645,1.94375314136577,1.26286064647263,329281,801324,-58.91,8411,F-福貞,4514101,6783269,-33.45,324577,811481,4704,-10157
8422,743578,914855,-18.72,1088880,6.83,8.4,39.59,88.6631240193258,5.56600861591511,5.47715206696221,886933,1050080,-15.54,8422,可寧衛,1584477,1746441,-9.27,868477,1034806,18456,15274
8427,-239351,86302,,1080000,-2.22,0.8,37.16,67.4400214917125,2.02884978433701,0.785598936759926,-326586,127954,,8427,F-基勝,4289318,4065183,5.51,-137586,52152,-189000,75802
9802,287575,221927,29.58,1270880,2.41,1.87,41.03,67.2765035536835,1.68507957982386,0.792435040810288,367640,238939,53.86,9802,F-鈺齊,6306724,5256530,19.98,370146,218828,-2506,20111
9902,-1038,163269,,980496,-0.01,1.67,11.83,90.4030497606066,21.4865908661247,5.47573392389338,-1004,162182,,9902,台火,88700,122739,-27.73,-11636,-13337,10632,175519
9904,6140622,7896171,-22.23,29441372,2.09,2.69,21.64,24.4556005236067,1.86144894160524,1.15305108897166,11004342,14081215,-21.85,9904,寶成,179652458,166572136,7.85,5359972,6582187,5644370,7499028
9905,620438,703467,-11.8,3050000,2.03,2.31,22.5,69.1909290744465,2.58008667089492,1.68932646612917,779157,902630,-13.68,9905,大華,6377014,6524836,-2.27,714801,826829,64356,75801
9906,-43470,-12873,,700000,-0.62,-0.18,10.52,21.7907455440188,2.438438644846,0.227231382899509,-40185,-7394,,9906,欣巴巴,22133,352428,-93.72,-36719,-7771,-3466,377
9907,689975,1000366,-31.03,15791453,0.44,0.63,12.07,39.8669872382662,0.903944075722117,0.40868756151309,922736,1307412,-29.42,9907,統一實,28037298,24238112,15.67,1236814,1258961,-314078,48451
