stock,91年1-3月,稅後純益,91年1-3月,增減(%),期末股本,稅後純益,91年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,91年1-3月,增減(%),營業利益,91年1-3月,營業外
11,-360392,1300253,-449031,,76486644,0.17,-0.06,15.9228586366007,55.209747998312,0.807987797588781,0.571642624574368,11,水泥類,10999988,11009695,-0.09,487603,134233,922356
1101,-601838,167838,-655429,,26562543,0.06,-0.25,18.166,49.1428,0.41,0.3,1101,台泥,6005480,5633185,6.61,145706,-52591,50132
1102,270637,969842,445702,117.6,20383904,0.48,0.22,17.6005,63.7966,1.21,0.95,1102,亞泥,2344954,2724174,-13.92,264395,201068,756310
1103,59600,211566,101618,108.2,6996391,0.3,0.15,13.5651,49.4238,1.07,0.94,1103,嘉泥,524292,665148,-21.18,35422,73210,202505
1104,19192,-8857,-42412,,3469004,-0.03,-0.12,20.4192,58.8656,1.41,0.63,1104,環泥,617205,571104,8.07,-11561,-55621,2704
1107,-69881,-73725,-316612,,5233922,-0.14,-0.38,6.8794,35.5525,1.26,0.14,1107,建台,84997,10439,714.23,-26569,-92512,-47156
1108,-37842,-25158,-31562,,4047380,-0.06,-0.08,10.1833,47.9351,0.73,0.45,1108,幸福,699082,653905,6.91,-407,-2923,-33824
1109,-515,33155,17879,85.44,4207140,0.08,0.04,13.4567,87.2241,4.08,3.55,1109,信大,334033,337413,-1,41354,25753,-3364
1110,255,25592,31785,-19.48,5586360,0.05,0.06,13.7849,79.276,3.11,1.84,1110,東泥,389945,414327,-5.88,39263,37849,-4951
12,-246170,138207,171790,-19.55,95425979,0.01,0.02,10.8571069519758,51.2280065208717,1.01018470811024,0.55704760211095,12,食品類,31843942,29533030,7.82,390612,526275,-366203
1201,-108015,-32955,-64288,,5060629,-0.07,-0.13,7.2378,31.1052,0.85,0.6,1201,味全,2199261,1872070,17.48,86940,43727,-119895
1203,-17037,180002,12897,+++++,2092537,0.86,0.06,10.9841,35.0349,0.73,0.23,1203,味王,436077,464963,-6.21,-1923,29934,181925
1204,9387,-13675,-317,,600000,-0.23,(<<<<<),6.3363,52.8579,1.22,0.72,1204,津津,132393,137922,-4.01,-11444,-9704,-2231
1207,-439559,-476861,-486104,,12842278,-0.37,-0.38,7.0487,27.7606,0.51,0.13,1207,嘉食化,2580096,2285151,12.91,-62703,-72775,-435565
1210,13553,12390,71543,-82.68,4003182,0.03,0.16,11.851,54.316,1.19,0.63,1210,大成,3783268,3460712,9.32,34741,57743,-18129
1212,123398,-78336,135569,,2731664,-0.29,0.5,4.1964,19.5111,0.48,0.31,1212,中日,1181697,1372361,-13.89,-41030,12171,-37306
1213,4820,2292,5489,-58.24,428959,0.05,0.14,13.3292,79.4202,2.37,1.77,1213,大飲,134760,143731,-6.24,7303,4158,-3245
1215,2493,-37190,13313,,2300268,-0.16,0.06,10.0123,61.9671,2.95,1.72,1215,卜蜂,2741923,2784853,-1.54,-12639,10881,-29912
1216,130957,260614,210878,23.59,34243868,0.08,0.06,12.1052,59.123,1.19,0.71,1216,統一,8562942,7740195,10.63,156037,115868,130771
1217,-27826,43874,-62987,,3639628,0.12,-0.17,9.6663,50.5712,0.99,0.49,1217,愛之味,1002287,713234,40.53,62376,-35161,-22194
1218,-30581,-45959,11456,,3232980,-0.14,0.04,9.273,45.5889,0.98,0.53,1218,泰山,1000439,1005879,-0.54,2252,50537,-51211
1219,4637,1024,8182,-87.48,2722294,<<<<<,0.03,11.6976,63.7517,2.93,1.91,1219,福壽,1257018,970048,29.58,19468,2894,310
1220,-3690,-82009,-32815,,1770779,-0.46,-0.19,10.8013,73.2355,1.81,1.25,1220,台榮,368785,375910,-1.9,-49129,-31269,-6404
1224,867,-67526,6500,,949421,-0.71,0.07,1.5612,10.1289,4.45,3.37,1224,惠勝,459574,643040,-28.53,-42820,5633,-24706
1225,-12153,13583,-5809,,1867870,0.07,-0.03,10.9033,60.6774,1.25,0.66,1225,福懋油,1041461,925442,12.54,30038,6344,-16455
1228,3113,-26471,-17219,,362168,-0.73,-0.27,5.4908,25.0277,0.49,0.3,1228,臺芳,174136,230112,-24.33,-61714,-20332,35243
1229,40229,260919,49990,421.94,6612928,0.39,0.08,14.6033,78.7568,1.36,0.76,1229,聯華,371738,434064,-14.36,-5724,5336,30635
1231,15530,12244,68042,-82.01,1154190,0.11,0.59,14.7093,50.8537,1.91,0.87,1231,聯華食,841222,764470,10.04,34645,70865,-17430
1232,-620,81615,88472,-7.75,1599749,0.51,0.59,14.3196,65.5672,1.26,0.6,1232,大統益,1849435,1521397,21.56,119560,111523,-14060
1233,2458,43512,37801,15.11,829045,0.52,0.46,12.1471,70.9461,1.6,0.93,1233,天仁,347070,331170,4.8,54981,45358,3772
1234,33059,45850,71904,-36.23,5358281,0.09,0.13,14.7311,66.1436,2.66,2.22,1234,黑松,756028,764613,-1.12,16555,73495,47295
1235,10531,9606,19400,-50.48,392037,0.24,0.52,15.371,70.7314,4.07,3.4,1235,興泰,287643,234565,22.63,14172,12039,-1173
1236,-1721,31664,29893,5.92,631224,0.5,0.49,13.4311,61.987,1.38,1.02,1236,宏亞,334689,357128,-6.28,40670,37010,3762
13,3955890,10534253,7899210,33.36,216477077,0.49,0.38,19.4177171008273,54.4752006368161,1.33348432336135,0.637215621564052,13,塑膠類,95532908,74809737,27.7,9039078,3938862,2911223
1301,1534684,3078498,2473417,24.46,45347335,0.68,0.58,22.0717,57.7218,1.66,0.72,1301,臺塑,17812243,15225047,16.99,1770068,1018571,1624661
1303,2782594,3550894,4716983,-24.72,62144795,0.57,0.81,22.8932,54.7213,1.49,0.72,1303,南亞,28583130,23520389,21.52,2620551,1601866,965313
1304,86197,77637,100210,-22.53,7714032,0.1,0.13,11.7095,65.9523,1.69,0.94,1304,臺聚,1238029,1195966,3.52,85055,16578,10329
1305,68464,50909,66387,-23.31,4248035,0.12,0.16,9.5613,45.4344,2.51,1.7,1305,華夏,1601719,1485029,7.86,-8618,3648,59527
1306,205,14658,15431,-5.01,556416,0.26,0.32,13.4018,38.6835,0.91,0.4,1306,合發,360519,345536,4.34,11556,9030,-2413
1307,-3823,68015,42840,58.77,2069490,0.33,0.21,14.1184,59.292,1.48,0.98,1307,三芳,1100451,971898,13.23,64463,72947,24768
1308,78343,90176,118879,-24.14,2279277,0.4,0.52,16.5668,79.2287,2.81,2.14,1308,亞聚,690524,617776,11.78,58388,54680,45966
1309,76725,39512,51225,-22.87,2626219,0.15,0.2,14.1983,64.5239,3.1,1.95,1309,臺達化,1226803,1195036,2.66,17520,-19682,31707
1310,68267,128741,310985,-58.6,4851510,0.27,0.64,12.1289,66.8022,1.14,0.51,1310,台苯,2268386,1718129,32.03,337697,316349,-164088
1311,5611,154584,93004,66.21,2571841,0.6,0.37,16.307,74.0988,2.9,1.97,1311,福聚,2446381,1884972,29.78,227503,121993,-15744
1312,-677432,132846,-489652,,6598242,0.2,-0.74,9.2203,38.5805,0.62,0.39,1312,國喬,2609744,1971508,32.37,229909,187780,-69254
1313,212177,201452,200603,0.42,7017370,0.29,0.29,13.5622,72.8276,1.45,0.8,1313,聯成,1138776,768592,48.16,96701,26006,171251
1314,-438525,-573512,-859341,,14829438,-0.39,-0.58,8.558,25.4179,0.29,0.16,1314,中石化,4476070,2842459,57.47,-43323,-429437,-532592
1315,4472,-26071,24599,,2415227,-0.11,0.1,12.9585,65.3716,2.1,1.43,1315,達新,694079,602435,15.21,39389,22871,-57868
1316,23362,5212,-1521,,1403322,0.04,-0.01,5.9217,58.5221,0.56,0.27,1316,上曜,150463,167583,-10.22,-15015,-24445,20227
1319,1478,218832,145368,50.54,3707344,0.59,0.37,13.5432,55.4216,0.97,0.73,1319,東陽,1594171,1264966,26.02,213745,160604,62245
1321,-356,-78278,17685,,2080845,-0.38,0.08,11.4568,55.1294,1.54,0.67,1321,大洋,989433,977637,1.21,-79111,16309,1156
1323,6541,7967,8586,-7.21,693933,0.11,0.12,13.1283,73.6677,2.67,1.92,1323,永裕,235180,209169,12.44,1511,2341,10494
1324,3997,11716,15071,-22.26,625774,0.19,0.24,14.2685,73.7551,2.64,2.13,1324,地球,262249,231040,13.51,-318,3204,2705
1325,6000,-3636,6419,,891110,-0.04,0.07,12.1943,65.8164,7.05,5.44,1325,恒大,86595,70814,22.29,-15864,1739,12267
1326,116909,3384101,842032,301.9,41805522,0.81,0.21,24.1828,55.767,1.7,0.61,1326,臺化,25967963,17543756,48.02,3427271,775910,710566
14,-191056,935494,-473861,,225218654,0.04,-0.02,10.5239714735175,47.8077449446454,0.898730168788028,0.32307349985636,14,紡織纖維類,59517200,54131811,9.95,1396786,453840,-215357
1402,730492,1028539,735718,39.8,33610247,0.31,0.23,15.8293,51.3466,1,0.39,1402,遠紡,7840347,7344283,6.75,10925,5226,1017614
1407,-461595,-402031,-597631,,6412945,-0.63,-0.25,0.9253,1.8238,0.2,0.03,1407,華隆,3877573,3494746,10.95,-204829,-199433,-197202
1408,-242764,-130642,-390783,,5450704,-0.24,-0.43,6.2886,17.5964,0.52,0.12,1408,中紡,2418179,2188384,10.5,55397,-148019,-186039
1409,64034,11549,139532,-91.72,13253409,<<<<<,0.11,8.6756,44.3543,1.01,0.57,1409,新纖,4369501,3741101,16.8,138043,65767,-124402
1410,-5974,-4757,-14902,,900000,-0.05,-0.17,10.0205,84.3851,3.22,2.69,1410,南染,108877,80825,34.71,5598,-11068,-13011
1413,-15289,19644,-38873,,2836457,0.07,-0.14,7.8894,56.6934,1.03,0.28,1413,宏洲,1046710,820642,27.55,51253,-14310,-4495
1414,-2730,33614,-20224,,3515775,0.1,-0.06,5.2629,29.1762,0.39,0.2,1414,東和,855078,798035,7.15,40061,-13099,-6447
1416,-18805,-49621,-23041,,5497834,-0.09,-0.04,8.4145,50.5603,0.91,0.32,1416,廣豐,818465,784180,4.37,-17508,-8764,-29808
1417,14237,371,6966,-94.67,4157493,<<<<<,0.02,11.4072,70.1502,1.32,0.97,1417,嘉裕,408892,328135,24.61,5070,-7271,-4699
1418,36254,-24976,-2972,,2638553,-0.09,-0.01,9.5711,57.1361,1.19,0.64,1418,東華,664198,432620,53.53,-47698,-51270,20257
1419,230644,-25973,222903,,2904000,-0.09,0.77,11.0551,45.7755,0.53,0.44,1419,新紡,109130,132022,-17.34,-12899,-8553,-9870
1422,-63099,-69863,-74075,,1800000,-0.39,-0.41,0.3495,1.7217,0.81,0.1,1422,民興,42113,71450,-41.06,-10607,-10970,-58409
1423,3720,41300,32585,26.75,1793000,0.23,0.18,13.8749,67.951,2.87,0.47,1423,利華,656709,682310,-3.75,47300,47052,6883
1432,10916,-59153,-30118,,1703676,-0.35,-0.14,5.2927,19.3323,0.68,0.12,1432,大魯閣,263474,230242,14.43,-16005,-41034,-43148
1434,606815,206630,780767,-73.53,15412593,0.13,0.53,13.5021,63.5163,1.52,0.67,1434,褔懋,4809315,4101968,17.24,290570,338368,-126406
1435,5389,-5870,-329,,1397801,-0.04,(<<<<<),7.4498,58.4919,0.92,0.63,1435,中褔,140854,179535,-21.55,6563,-7820,-11687
1436,-352,-37741,-28059,,3000000,-0.13,-0.09,13.4955,88.7371,3.97,0.55,1436,褔益,71053,9875,619.52,-39627,-27707,1886
1437,-5692,-38509,-8477,,1572008,-0.24,-0.05,12.893,53.3017,1.05,0.59,1437,勤益,264983,193927,36.64,-21278,-5109,-22297
1438,-9757,-17346,10074,,1024115,-0.17,0.1,3.2698,23.1611,0.35,0.07,1438,裕豐,103403,228906,-54.83,-1502,19831,-15844
1439,22656,24565,14129,73.86,1085400,0.23,0.13,12.6302,57.3374,2.2,1.03,1439,中和,339756,336132,1.08,20247,-6165,10108
1440,103280,243844,128043,90.44,14935240,0.16,0.09,12.5976,63.9066,1.99,0.34,1440,南紡,2957017,2449360,20.73,153462,25754,99576
1441,-6930,-15695,-46111,,1625006,-0.1,-0.28,6.7171,39.4976,0.81,0.27,1441,大東,305790,408234,-25.09,6058,-39081,-21670
1442,-3632,-24814,-8881,,995790,-0.25,-0.09,7.9009,60.7814,4.81,0.54,1442,名軒開發,24626,71129,-65.38,-18926,-5249,-5888
1443,-54882,-4026,-74583,,3010900,-0.01,-0.25,9.5575,58.3919,0.89,0.56,1443,立益,143507,163989,-12.49,-4789,-19701,763
1444,16668,166662,43530,282.87,7314000,0.23,0.06,10.5445,71.2646,1.13,0.44,1444,力麗,1782348,1259623,41.5,140405,36862,40257
1445,-3708,5493,1678,227.35,1710010,0.03,<<<<<,11.2441,68.0763,2.28,0.96,1445,大宇,503839,472561,6.62,5319,5304,2065
1446,23350,31190,28392,9.85,2216537,0.14,0.09,12.1459,60.6157,0.64,0.27,1446,宏和,725973,913446,-20.52,18426,5219,12303
1447,-16992,21213,14945,41.94,5706875,0.04,0.03,11.5365,58.6729,0.91,0.33,1447,力鵬,2019163,1934695,4.37,-8184,31937,29397
1449,-45801,109241,-35303,,6668541,0.16,-0.05,6.9168,44.6555,0.7,0.19,1449,佳和,1061943,921689,15.22,14904,1168,86404
1450,-71407,-105317,-113634,,2740072,-0.38,-0.41,7.6733,41.6179,0.12,0.06,1450,新藝,240577,195865,22.83,-62261,-42227,-43427
1451,309360,510440,574138,-11.09,5983691,0.85,0.96,17.4688,84.6459,1.92,1.22,1451,年興,1252745,1504960,-16.76,299790,349364,283514
1452,37426,9860,52171,-81.1,1892900,0.05,0.28,10.884,90.7196,5.78,3.76,1452,宏益,445782,409000,8.99,21569,12150,-6313
1453,16733,11323,7485,51.28,1493884,0.08,0.05,5.162,42.4383,0.66,0.26,1453,大將,213377,560683,-61.94,122,-8177,13051
1454,2022,-7694,-877,,1425240,-0.05,(<<<<<),11.6013,64.1088,1.25,0.58,1454,台富,523276,522792,0.09,6689,2601,-6783
1455,62425,52139,134488,-61.23,4060224,0.13,0.33,13.5404,71.6303,1.24,0.61,1455,集盛,1782894,1563067,14.06,90136,72063,-3794
1456,-29739,-34212,-87095,,2904623,-0.12,-0.22,5.7291,24.5601,0.72,0.3,1456,怡華,872155,797937,9.3,-9979,-51317,-24220
1457,-15392,10691,1553,588.41,3723200,0.03,<<<<<,10.9265,52.4987,0.67,0.37,1457,宜進,952563,824049,15.6,54665,18945,-34280
1458,-35135,-11176,-80543,,5650000,-0.02,-0.14,0.7522,7.4202,0.32,0.18,1458,嘉畜,1166815,1273431,-8.37,8263,-45408,-19439
1459,745,108934,63809,70.72,3457809,0.32,0.19,11.9395,68.0116,1.08,0.54,1459,聯發,865933,649132,33.4,102590,39636,23474
1460,25133,3125,32080,-90.26,4670684,<<<<<,0.07,12.7756,67.505,1.85,0.39,1460,宏遠,1111864,1147814,-3.13,1465,8164,1660
1462,-1596007,-1125613,-2187978,,15556897,-0.72,-0.98,4.4305,19.7484,1.13,0.09,1462,東雲,2674657,2422399,10.41,-115567,-148006,-1032111
1463,-452,-28571,-34042,,2013167,-0.14,-0.17,9.8225,84.7614,1.93,1.23,1463,強盛,204700,218044,-6.12,-33601,-33590,559
1464,28832,64164,81041,-20.83,2396194,0.27,0.34,8.0374,60.1434,3.13,1.27,1464,得力,575012,625055,-8.01,35446,65911,28857
1465,4835,-1727,29321,,1073609,-0.02,0.27,13.9281,70.4019,2.44,1.75,1465,偉全,291831,432589,-32.54,-7386,32250,4138
1466,-26161,-11116,-37507,,715978,-0.16,-0.33,7.6405,21.501,0.41,0.16,1466,聚隆,548817,401347,36.74,8842,-10397,-19958
1467,-30202,34946,-9668,,1007107,0.35,-0.1,13.2571,43.6053,1,0.51,1467,南緯,725330,472812,53.41,57587,22493,-9901
1468,4979,1034,-11962,,1604053,<<<<<,-0.07,12.2699,69.1736,1.5,0.66,1468,昶和,301149,197351,52.6,-10504,-22609,11292
1469,35980,-22482,34461,,1246000,-0.18,0.28,15.8383,76.5556,1.01,0.31,1469,理隆,136481,141720,-3.7,-294,-2796,-22597
1470,7975,-3254,1363,,857670,-0.04,0.02,9.5406,73.4201,1.18,0.7,1470,大統染,212875,183514,16,-7150,-297,1714
1471,13096,63215,804,+++++,1171280,0.54,<<<<<,11.2307,61.8117,1.17,0.76,1471,首利,513802,407300,26.15,23421,-15292,31094
1472,21822,14014,20634,-32.08,690000,0.2,0.3,16.4244,80.3107,1.78,0.66,1472,三洋纖,293977,241236,21.86,14123,1012,3591
1473,107345,202225,154163,31.18,1223948,1.65,1.33,25.8187,72.6223,2.33,1.53,1473,台南,1145750,1209501,-5.27,89381,69025,136765
1474,-1003,32405,35381,-8.41,818311,0.4,0.48,13.3745,49.9759,1.65,1.01,1474,弘裕,742838,817772,-9.16,44931,54271,852
