year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2389 世昕      ,1241200,28.51,1.27,71.92,36981,46681,291358,74247,1.11
200002,2389,1750830.0,21.0195,1.31,75.7776,76444.0,146408.0,653056,209582,1.11
200003,2389,1750830,21.8124,1.04,69.57,123112,260772,1052248,357340,0.87
200004,2389,1750830,22.0512,1.05,68.6829,139601,290433,1371991,400190,0.88
200101,2389,1750830,22.1678,1.01,71.9187,64881,-14089,480682,40004,0.77
200102,2389,2267525,17.9283,1.0,69.6037,105482,31895,976832,132311,0.74
200103,2389,2267525,17.9863,1.01,68.4223,149668,15412,1430869,158500,0.78
200104,2389,2267525,17.9206,1.04,71.61,157123,-56523,1861745,118113,0.87
200201,2389,2267525,17.6369,1.01,71.1622,27734,-17389,483172,10261,0.83
200202,2389.0,2506788,15.7067,1.01,72.7807,40568.0,-15802.0,961266.0,27227,0.77
200203,2389.0,2506788.0,15.4815,1.75,66.1066,59475.0,-74666.0,1489436.0,-17124,1.47
200204,2389.0,2621086,15.2624,1.27,69.6861,66949.0,-166100.0,2017258.0,-99343,1.03
200301,2389.0,2640724,14.9233,1.3,69.9229,31170.0,-65888.0,504946.0,-36891,1.06
200302,2389.0,3021484,13.8853,1.34,77.7738,26997.0,-179166.0,884339.0,-145003,1.09
200303,2389.0,3057081,13.4649,1.49,80.5082,45274.0,-271064.0,1345395.0,-217984,1.19
200304,2389.0,3057081,13.2507,1.58,76.8768,40678.0,-350871.0,1828102.0,-290440,1.29
200401,2389.0,3057081,12.9887,1.58,76.4129,10251.0,-48864.0,458359.0,-36674,1.31
200402,2389.0,3057081,12.8644,1.57,78.0272,15786.0,-130146.0,921792.0,-110444,1.26
200403,2389.0,3057081,12.4192,1.17,75.3721,42041.0,-217464.0,1477401.0,-186326,0.93
200404,2389.0,3057081,11.5,1.04,71.5524,-9033.0,-719836.0,1893426.0,-667765,0.76
200501,2389.0,2957081,11.48,1.1,72.7219,7065.0,-25071.0,412170.0,-12376,0.8
200502,2389.0,2957081,10.99,1.11,72.2813,5420.0,-172842.0,842446.0,-149607,0.79
