year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200604,6255,1496480.0,18.21,5.49,87.9789,-23223.0,309400,1581442.0,226294.0,2.79
200701,6255,1746480.0,19.07,6.96,89.3684,-15095.0,99056,382031.0,55798.0,2.72
200702,6255,1801410.0,18.5,3.92,,-40818.0,198523,831305.0,109807.0,1.72
200703,6255,1801410.0,18.44,3.95,,-60194.0,324027,1176973.0,186761.0,1.97
200704,6255,1801410.0,18.95,5.22,87.666,-98293.0,443561,1546091.0,242270.0,2.86
200801,6255,1801410.0,18.64,5.54,88.0234,-28601.0,36724,321169.0,123.0,5.15
200802,6255,1862438.0,18.14,3.69,78.9014,-86937.0,166295,606192.0,33644.0,3.52
200803,6255,1862438.0,18.48,4.83,82.0861,-135896.0,305348,844911.0,90779.0,4.63
200804,6255,1862438.0,17.4,5.57,84.5635,-162669.0,23912,1042994.0,-142510.0,5.422999999999999
200901,6255,1862438.0,17.47,5.94,85.3005,-46580.0,1604,103278.0,-44976.0,5.76
200902,6255,1862438.0,16.6,5.18,84.1696,-112275.0,-56205,271096.0,-146234.0,5.06
200903,6255,1862438.0,15.97,2.6,82.7838,-188263.0,-45863,418454.0,-221309.0,2.55
200904,6255,1862438.0,15.93,3.0153,84.2454,-256583.0,45938,483456.0,-215577.0,2.9954
201001,6255,1862438.0,15.72,3.41,85.8161,-41673.0,15194,106534.0,-24538.0,3.38
201002,6255,1862438.0,16.09,2.91,83.7418,-57660.0,43841,478154.0,3234.0,2.9
