year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200702,31.0,186867823.0,26.89,1.38,23167269.0,28995454,667823433.0,44687357.0,0.9,,
200703,31.0,189906904.0,32.183400619255096,1.3219958766896,35727216.0,50099088,1066625994.0,74561892.0,0.851355046336048,,
200704,31.0,192787735.0,33.2784854248247,1.4320082122846,50104395.0,74867437,1589627546.0,109805567.0,0.952166541840386,58.4760202833164,
200801,31.0,195294411.0,32.783996559296604,1.51017429639797,10513204.0,14129835,384148055.0,21594485.0,0.965798751170674,61.17981960184879,
200802,31.0,210722329.0,28.530705157389,1.2802082832111101,20788872.0,26189429,781767098.0,39061916.0,0.7994190232899749,54.993253911588795,
200803,31.0,202037246.0,30.1130015536077,1.23243743985787,32702211.0,39810099,1302572117.0,61647997.0,0.879999553860248,50.4243535208918,
200804,31.0,201484740.0,29.292352168420802,1.26445076054537,39333417.0,36799602,1819154955.0,64553875.0,0.8995286558750559,56.386725793704606,
200901,31.0,201305998.0,30.506803043633298,1.35717107430911,6565797.0,8169848,346231806.0,12765408.0,0.978209927559823,61.8389855329529,
200902,31.0,215699531.0,28.4154780661722,1.23050991641549,12974689.0,18197632,721149127.0,27107881.0,0.9559947364561779,55.9613616612953,
200903,31.0,215208538.0,28.581990041677603,1.2140644407429,22862873.0,32852327,1178172847.0,49961547.0,0.970696924665046,54.3785278646544,
200904,31.0,226137489.0,28.9314830501191,1.23956206324776,33706729.0,54396690,1717727203.0,79577187.0,0.982673653318544,54.852730755624705,
201001,31.0,226324361.0,29.8089070049335,1.24792558758384,12342083.0,12307084,485348110.0,22231631.0,0.966242121381124,56.4677044542747,
201002,31.0,233695692.0,28.1602953125897,1.16823963401897,25088285.0,25702589,1062297728.0,43148076.0,0.931947348222758,49.0131509707853,
201003,31.0,228198584.0,30.035215950332102,1.13954375627908,39687775.0,39179350,1802015259.0,69305106.0,0.915546920831182,45.995660577254,
201004,31.0,228155494.0,30.0541887016755,1.15310645734873,52364519.0,52108498,2604489893.0,93656186.0,0.95489203857236,45.3198333026419,
201101,31.0,196094290.0,35.862850468516996,1.17836193722582,9524851.0,11601644.0,621001171.0,19030667.0,0.965619675727742,45.93607453224521,
201102,31.0,213905259.0,32.6122944457387,1.13925954056095,18216911.0,25947944,1317340804.0,35531460.0,0.945529908491362,44.160035281430396,
201103,31.0,203235587.0,36.3018576072506,1.15537312372593,30319943.0,38881606,2027864368.0,58666924.0,0.945861769941367,44.403356981308,
201104,31.0,203351256.0,38.3200665846883,1.14043442741255,40568588.0,71189900,3016135356.0,99046856.0,0.964998539381689,42.0361527779408,
201201,31.0,203351201.0,38.6153014163905,1.17970349233429,8061741.0,11815308,833265380.0,18141542.0,0.998256093732864,45.006053225692504,
201202,31.0,221490167.0,35.0964224971667,1.18632513855179,23404442.0,14351183,1609646563.0,29365480.0,0.987916170080583,45.44511855391129,
201203,31.0,215914509.0,37.1505872724838,1.18338241127703,36175855.0,40751943,2385463381.0,65495138.0,1.01140804566175,44.8947202754794,
201204,31.0,216292296.0,39.320694344101796,1.12045067487775,54578028.0,67825935,3457475173.0,107132128.0,1.00132920191712,41.5527963236756,
201301,31.0,216391192.0,41.2603663184221,1.28319710788296,16061488.0,9022133,900733921.0,20063997.0,0.962081300161906,35.1722004530722,
201302,31.0,236534165.0,38.0671491156468,1.31056011711269,38196006.0,16478162,1890498617.0,40294740.0,0.996538276411743,36.4325652646392,
201303,31.0,210761825.0,45.3562505448983,1.41922746248408,88149175.0,20676884,2855920470.0,82753349.0,1.0826654981087,39.6082651058517,
201304,31.0,210791080.0,48.264129392951496,1.39400217196953,142304646.0,29463749,4274074659.0,133880691.0,1.14046298452033,37.3604451549941,
201401,31.0,211514914.0,49.7515583227384,1.53168682668544,27068524.0,5900366,948424059.0,25503793.0,1.21521519431338,42.7309712389045,
201402,31.0,236262727.0,44.39022931450379,1.58938297203357,64959878.0,11801312,1905308888.0,54064684.0,1.21759280456938,43.818261365395,
201403,31.0,231039276.0,49.31,1.55997884640274,108289887.0,24751322,2947195048.0,100026945.0,1.0688273983873,42.7583342541425,133041209.0
201404,31.0,231116417.0,53.32,1.54284424454255,186234734.0,39578407.0,4563742581.0,171340339.0,1.19146845561742,41.3833707069781,225813141.0
201501,31.0,231140015.0,54.36,1.7292695990800802,50806475.0,2621141.0,1105795022.0,40846059.0,1.27696438588606,46.692011453716496,53427616.0
201502,31.0,252347078.0,48.32,1.6273587922046298,98445773.0,12331134.0,2177081064.0,78397658.0,1.03855329587008,43.3331696269458,110776907.0
201503,31.0,243483394.0,53.16,1.65338768601805,151489863.0,28553412,3344724542.0,132336467.0,1.16637630885654,44.3089152386651,180043275.0
201504,31.0,239727766.0,55.93,1.76034785926985,220012251.0,47608578,4877749793.0,198932609.0,1.29777594173261,47.0879622264507,267620829.0
201601,31.0,239983396.0,56.93,1.88578725171647,48321513.0,1644198,1067066500.0,37610235.0,1.35145798115515,50.4687489353954,49965711.0
201602,31.0,266791047.0,48.63,1.74606408331998,82493558.0,14928228,2104372332.0,65616993.0,1.24425905635404,47.1633727605992,97421786.0
201603,31.0,257334367.0,51.55,1.63020307514737,139848388.0,15434205,3301073221.0,111763351.0,1.17138673720979,44.3999693295086,155282593.0
