year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 1526 日馳      ,606931,13.21,0.96,58.91,6727,-2181,205225,4617,0.39,
200002,1526,697971.0,11.2978,0.85,55.6087,-12773.0,-5282.0,440427,-9266,0.44,
200003,1526,787971,11.7395,1.05,64.8003,-13210,-15462,634681,-17343,0.51,
200004,1526,787971,11.7465,1.28,61.2516,-18598,-17121,819129,-18800,0.73,
200101,1526,787971,11.4663,1.09,59.9556,-19024,-12776,159411,-23748,0.54,
200102,1526,787971,11.1695,1.02,56.3251,-35233,-18873,322495,-48024,0.49,
200103,1526,787971,10.6714,0.96,53.5363,-73864,-28862,481846,-87685,0.41,
200104,1526,787971,10.3519,0.92,49.6214,-96312,-47261,651309,-113464,0.38,
200201,1526,787971,9.9201,1.06,50.68899999999999,-24288,-19580,142773,-34126,0.42,
200202,1526.0,787971,9.6256,0.94,49.9093,-47445.0,-21327.0,316389.0,-54965,0.43,
200203,1526.0,787971.0,9.078,0.87,47.3093,-67875.0,-29597.0,474385.0,-100751,0.37,
200204,1526.0,787971,8.6199,0.98,47.4216,-92514.0,-50036.0,570037.0,-136558,0.42,
200301,1526.0,787971,8.3063,1.0,46.6598,-16227.0,-12366.0,102735.0,-24693,0.4,
200302,1526.0,787971,8.2512,0.99,46.2982,-12723.0,-20705.0,260507.0,-28840,0.46,
200303,1526.0,787971,8.2032,0.99,44.9552,-6072.0,-30368.0,450007.0,-31393,0.54,
200304,1526.0,787971,8.3094,1.15,43.7154,-7966.0,-19727.0,619229.0,-23265,0.75,
200401,1526.0,787971,7.9156,1.35,47.5432,-15585.0,-21926.0,94476.0,-29651,0.76,
200402,1526.0,787971,7.6709,1.17,45.4718,-17549.0,-38883.0,274769.0,-49800,0.65,
200403,1526.0,787971,7.6292,1.18,47.2123,-17048.0,-44266.0,431453.0,-53878,0.52,
200404,1526.0,787971,7.17,1.08,47.3904,-54926.0,-40922.0,533304.0,-87859,0.4,
200501,1526.0,787971,6.58,1.0,45.6953,-25943.0,-17868.0,103490.0,-46161,0.33,
200502,1526.0,787971,6.01,0.77,43.8746,-39964.0,-61656.0,212770.0,-90991,0.25,
200503,1526.0,787971,5.58,0.74,42.38,-56448.0,-65176.0,304135.0,-126233,0.24,
200504,1526.0,787970.88,7.21,0.69,,-80412.0,-78630.0,377986.0,-161192,0.21,
200601,1526.0,561270,6.82,0.64,38.8797,-24932.0,427.0,97910.0,-21682,0.24,
200602,1526.0,561270,6.54,0.62,,-57721.0,22096,218040.0,-33674,0.26,
200603,1526.0,561270.0,6.34,0.63,36.7705,-62991.0,13394,335556.0,-45834.0,0.27,
