stock,93年1-6月,稅後純益,93年1-6月,增減(%),期末股本,稅後純益,93年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,93年1-6月,增減(%),營業利益,93年1-6月,營業外
01,5086424,7801797,5477020,42.45,81894333,0.97,0.68,17.1386864291753,63.0443591330716,1.20743124463012,0.910986836859915,01,水泥類,26265420,25623071,2.51,2824751,2330295,5563509
1101,1329336,3594740,2113165,70.11,29493513,1.22,0.75,19.13,58.2139,1.7,1.39,1101,台泥,13909858,13837570,0.52,1159505,1035829,2746938
1102,3333884,3354346,3928636,-14.62,23445567,1.43,1.81,21.18,69.698,1.15,0.9,1102,亞泥,5376693,5073811,5.97,1010155,758760,2534814
1103,491975,-249442,411899,,6996391,-0.36,0.59,19.49,65.8818,1.23,1.15,1103,嘉泥,1354456,1312166,3.22,75869,23611,-310331
1104,359368,405291,434626,-6.75,4614553,0.88,1.05,22.23,67.9822,1.92,1.16,1104,環泥,1566058,1655951,-5.43,8420,79171,70867
1107,-968194,268489,-2319926,,3140353,0.86,-4.43,2.65,10.7383,0.13,0,1107,建台,58020,41248,40.66,-23589,-58499,481295
1108,292280,103940,433093,-76,4047380,0.26,1.07,10.57,56.769,1.01,0.5,1108,幸福,1996610,1916682,4.17,211033,198292,-16116
1109,147214,151631,275085,-44.88,4290898,0.35,0.64,13.13,85.6393,4.37,3.77,1109,信大,1013065,877985,15.39,203298,164933,26652
1110,100561,172802,200442,-13.79,5865678,0.29,0.34,13.85,83.469,3.07,1.66,1110,東泥,990660,907658,9.14,180060,128198,29390
02,2491243,993813,3121212,-68.16,87556909,0.11,0.33,10.8358178099213,51.8399633981262,0.940695692404293,0.529345927227766,02,食品類,62259083,68080325,-8.55,1740347,739956,-474385
1201,-190044,135213,54624,147.53,5060629,0.27,0.11,6.92,32.6727,1.02,0.73,1201,味全,4463461,4415508,1.09,274047,244668,-138054
1203,52409,-124028,142711,,2092537,-0.59,0.68,15.32,62.1364,0.76,0.44,1203,味王,847394,1450066,-41.56,33909,104723,-138549
1207,1285706,-1253297,983975,,7320098,-1.71,0.77,8.04,23.1559,0.3,0.07,1207,嘉食化,3773970,4945328,-23.69,-472534,-366261,-798557
1210,-39158,321446,6527,+++++,4020278,0.8,0.02,12.08,54.7938,1.5,0.8,1210,大成,7827952,7592352,3.1,493648,39555,-79369
1212,-145484,-129667,-171606,,2731664,-0.47,-0.63,-0.41,-2.9286,0.22,0.11,1212,中日,571232,1467562,-61.08,-27725,-27669,-92274
1213,848,926,3385,-72.64,428959,0.02,0.08,13.46,79.5283,3.01,2.37,1213,大飲,318989,323719,-1.46,4253,5724,-589
1215,-14088,23953,26566,-9.84,2320268,0.1,0.11,9.77,65.1939,1.87,0.99,1215,卜蜂,5038105,6090918,-17.28,-1475,74341,26862
1216,1279483,1176608,1326581,-11.31,33753848,0.35,0.39,12.33,54.4659,1.01,0.59,1216,統一,18661487,20065085,-7,572919,86731,638403
1217,-82495,72069,38734,86.06,3639628,0.2,0.11,10.39,45.3515,0.73,0.39,1217,愛之味,1980137,2035041,-2.7,130350,114363,-50724
1218,-11682,-89117,8045,,3225698,-0.28,0.02,11.52,47.0654,1.34,0.88,1218,泰山,2254479,2351953,-4.14,32918,18027,-107705
1219,15839,11216,19185,-41.54,2722294,0.04,0.07,12.37,63.4816,3.23,2.22,1219,福壽,2656504,2777019,-4.34,85017,14035,-65093
1220,29710,-2096,-43835,,1770779,-0.01,-0.25,9.58,68.6456,1.71,1.15,1220,台榮,1082729,967001,11.97,-5342,-82144,-496
1225,-25257,33379,-20308,,1627000,0.21,-0.11,11.21,53.7877,1.11,0.62,1225,福懋油,2466449,2672703,-7.72,72881,1337,-21757
1229,361450,439501,383427,14.62,6655930,0.66,0.58,14.93,79.5086,1.47,0.83,1229,聯華,1014852,812835,24.85,42697,25318,399688
1231,-28911,56362,19472,189.45,1154190,0.49,0.17,14.3,60.1725,2.09,1.05,1231,聯華食,1568106,1491346,5.15,86571,42031,-18051
1232,-1101,166598,135656,22.81,1599749,1.04,0.85,13.32,52.5572,1.32,0.41,1232,大統益,4062993,4905138,-17.17,177834,163526,-12185
1233,3637,85439,94745,-9.82,879533,0.97,1.08,12.49,67.3122,1.3,0.78,1233,天仁,780011,773938,0.78,87827,110748,9012
1234,-23236,-14425,45872,,5358281,-0.03,0.09,17.04,84.0537,1.95,1.53,1234,黑松,1526362,1698799,-10.15,30877,106108,-19302
1235,19347,27481,23601,16.44,443948,0.62,0.57,16.06,67.6537,3.03,2.13,1235,興泰,568763,621981,-8.56,34361,5892,2005
1236,4270,56252,43855,28.27,751598,0.75,0.61,13.23,62.6454,1.14,0.73,1236,宏亞,795108,622033,27.82,87314,58903,-7650
03,20571490,93899883,70421958,33.34,344722147,2.9,2.18,22.1696993315522,54.9801509129794,1.36520379518429,0.766038150786001,03,塑膠類,495107723,403867706,22.59,60323609,55159105,40527960
1301,6404125,17296143,14924464,15.89,55538559,3.11,2.93,24.11,59.2814,1.27,0.77,1301,臺塑,65573594,57091550,14.86,7823601,9240370,13891446
1303,8740014,20586333,18315215,12.4,74015446,2.78,2.62,24.89,54.4766,1.59,0.82,1303,南亞,84769892,77318111,9.64,7162723,10855001,14332485
1304,214730,278931,471632,-40.86,7714032,0.36,0.61,13.25,63.3044,2.13,1.67,1304,臺聚,4758013,3505981,35.71,216393,351202,125635
1305,315467,-603416,441943,,4248035,-1.42,1.04,10.94,52.0396,1.77,0.9,1305,華夏,3541890,3913262,-9.49,12600,126476,-616016
1307,55443,195549,177314,10.28,2504083,0.78,0.71,13.19,56.3321,2.31,1.12,1307,三芳,2043095,2044166,-0.05,62689,117281,110640
1308,25364,156986,197105,-20.35,2609316,0.6,0.8,17.2,82.4737,3.15,2.41,1308,亞聚,2375576,1844062,28.82,202369,213092,20930
1309,69301,-79291,87233,,2705005,-0.29,0.33,14.17,51.0021,3.23,2.22,1309,臺達化,4922572,3782976,30.12,14361,33574,-106944
1310,-68680,-244521,249061,,5665293,-0.43,0.47,12.9,67.585,1.33,0.74,1310,台苯,6025923,5044753,19.45,-172164,447271,-52853
1311,10445,215907,487694,-55.73,2920518,0.74,1.75,15.86,69.8719,2.31,1.29,1311,福聚,6882460,5634182,22.16,237010,639349,45690
1312,141293,-149315,463997,,6598242,-0.23,0.7,9.07,42.5917,0.92,0.56,1312,國喬,6557462,5542827,18.31,-64264,421893,-122402
1313,384483,378925,472158,-19.75,7555798,0.5,0.65,13.91,73.6075,2.06,1.1,1313,聯成,3230134,2608567,23.83,288163,241131,183057
