year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200104,3007.0,1006903.0,22.549,1.83,67.8389,142454.0,237162.0,1237079.0,340139.0,1.36
200201,3007.0,1006903.0,23.728,1.95,70.7764,73221.0,54118.0,677796.0,122703.0,1.42
200202,3007.0,1214634.0,19.409000000000002,2.05,71.0279,118411.0,63874.0,1290229.0,173431.0,1.59
200203,3007.0,1214634.0,20.849,1.84,68.7586,162396.0,159295.0,2118463.0,276325.0,1.38
200204,3007.0,1214634.0,22.9092,1.77,69.1365,223104.0,361581.0,3050362.0,527861.0,1.41
200301,3007.0,1214634.0,24.0968,2.75,79.4561,8000.0,138834.0,399926.0,144247.0,1.98
200302,3007.0,1373812.0,21.9538,1.7,73.5606,-10895.0,349154.0,1012729.0,345756.0,1.19
200303,3007.0,1373812.0,24.1477,1.74,72.0805,48817.0,664644.0,2037432.0,717208.0,1.23
200304,3007.0,1373812.0,27.1659,2.91,58.3201,92126.0,1033408.0,3003386.0,1116196.0,2.49
200401,3007.0,1373812.0,29.2098,2.85,62.1837,102.0,381459.0,736518.0,382423.0,2.31
200402,3007.0,1669710.0,25.8857,1.86,60.8265,16035.0,779077.0,1366173.0,794190.0,1.38
200403,3007.0,1684788.0,28.81,2.12,66.1834,53790.0,1165986.0,2078624.0,1213483.0,1.61
200404,3007.0,1700036.0,30.14,2.04,70.132,65239.0,1592561.0,2771170.0,1648783.0,1.44
200501,3007.0,1728712.0,32.41,1.52,64.3519,113143.0,247526.0,781533.0,344669.0,1.2
200502,3007.0,2209856.0,31.07,1.14,59.7201,94636.0,530562.0,1518415.0,604048.0,0.85
200503,3007.0,2392176.0,32.28,2.83,76.0081,32314.0,835072.0,2216734.0,842536.0,1.82
200504,3007.0,2392176.09,33.58,1.61,,-43257.0,1199702.0,3455114.0,1134786.0,1.02
200601,3007.0,2392176.0,34.7,1.82,75.5341,-55414.0,318156.0,1167036.0,267334.0,1.35
200602,3007.0,2652048.0,34.41,1.53,,-92264.0,637976,2166424.0,552563.0,1.22
200603,3007.0,2657088.0,34.85,1.51,68.5604,-115572.0,1150105,3048654.0,1040120.0,1.18
