stock,90年1-9月,稅後純益,90年1-9月,增減,期末股本,稅後純益,90年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-9月,增減,營業利益,90年1-9月,營業外
1718,-190895,-142449,144439,,9123038,-0.16,0.16,8.7864,38.1961,0.81,0.51,1718,中纖,6197336,6714159,-7.7,249706,331560,-395211
1720,-54081,105355,72332,45.65,1200697,0.88,0.63,12.8259,56.2072,2.42,1.95,1720,生達,937815,834741,12.35,187128,165840,-48221
1721,-20868,25857,-29835,,959345,0.27,-0.31,8.3233,63.3562,1.24,0.77,1721,三晃,610014,578684,5.41,36190,-561,-6842
1722,292777,1301657,608938,113.76,9800000,1.33,0.62,31.7976,61.8866,9.61,7.93,1722,台肥,5597652,6031040,-7.19,725909,474415,626434
1723,114400,390012,372362,4.74,1857287,2.1,2.12,12.8908,78.2491,2.87,2.55,1723,中碳,1969522,1918854,2.64,410414,367523,89345
1724,-88077,164436,62522,163.01,1649140,1,0.38,11.2444,59.7889,1.59,1.08,1724,台硝,1402477,1318431,6.37,177048,173792,4160
1725,-8516,55860,34114,63.75,579012,0.96,0.64,11.7658,23.9827,1.05,0.83,1725,元禎,4883612,2937986,66.22,114415,44808,-42712
1726,-370,405278,342659,18.27,1562489,2.59,2.19,24.3525,79.7555,3.22,2.14,1726,永記,3675336,3574113,2.83,552624,457052,-3930
1727,-6245,1715,4253,-59.68,500000,0.03,0.09,13.8417,73.2397,1.98,1.34,1727,中華化,540507,475754,13.61,10043,8378,-10738
1729,61818,654557,513767,27.4,1558181,4.2,4,16.0862,78.7789,2.8,2.56,1729,必翔,1698958,1402066,21.18,638891,609045,17589
1730,4917,17840,22132,-19.39,407824,0.44,0.54,11.8871,85.4906,4.23,3.4,1730,花仙子,317308,316980,0.1,26206,24751,-1566
1731,20866,87135,58628,48.62,705737,1.23,0.83,16.2767,48.2987,1.47,1.22,1731,美吾華,2366362,2093546,13.03,22174,46239,70652
1732,5959,-4267,11068,,416117,-0.1,0.27,10.9217,84.2834,5.43,3.58,1732,毛寶,305637,337870,-9.54,-8235,10543,-639
1733,16340,101529,71866,41.28,531667,1.91,1.8,13.4211,89.5036,7.39,5.33,1733,五鼎,383910,242297,58.45,98118,54465,3216
1734,-9369,47729,39065,22.18,643088,0.74,0.76,13.4094,59.9397,1.52,0.89,1734,杏輝,610265,539278,13.16,67066,50973,-8170
1735,33640,128354,102538,25.18,600880,2.14,1.98,14.1493,71.976,2.02,1.19,1735,日勝化,921436,833468,10.55,141589,77571,20033
18,-138216,371176,717436,-48.26,25199524,0.15,0.28,15.6531782108265,72.9319241575929,1.36422314090042,0.664549261483781,18,玻璃陶瓷類,13605510,13271464,2.52,1089620,1280497,-265236
1802,491638,1327840,1708651,-22.29,12000000,1.11,1.42,20.6873,86.8305,3.55,1.88,1802,台玻,9138628,7862401,16.23,1288118,1597013,445722
1805,-78683,-331637,-198048,,1750000,-1.9,-1.13,7.6037,53.0831,0.68,0.09,1805,凱聚,90081,503252,-82.1,-248593,-119365,-83044
1806,-192440,-113622,-232095,,2501754,-0.45,-0.67,10.7593,58.7989,0.78,0.3,1806,信益,889115,978163,-9.1,49972,-54557,-157946
1807,-148222,-247266,-330338,,2518206,-0.98,-1.31,6.7942,52.4766,0.35,0.13,1807,羅馬,482931,670375,-27.96,-120879,-182116,-123408
1808,-31201,-92250,-88600,,600000,-1.54,-2.95,6.3947,29.9737,0.18,0.07,1808,國賓瓷,21715,83382,-73.96,-59916,-53207,-32334
1809,-1724,10983,43500,-74.75,1640079,0.07,0.27,12.3638,58.5484,1.11,0.68,1809,中釉,1139006,1234651,-7.75,73744,70055,-54620
1810,-177584,-182872,-185634,,4189485,-0.44,-0.44,15.4571,62.2264,1.1,0.53,1810,和成,1844034,1939240,-4.91,107174,22674,-259606
19,-793965,-269518,-580476,,43545113,-0.06,-0.13,11.3983160406542,55.09869350942,1.67673027951791,0.885062475658663,19,造紙類,40491180,37546010,7.84,2512557,298541,-2240452
1902,-484040,-1867437,-456148,,5600000,-3.33,-0.81,6.8163,39.1563,0.77,0.28,1902,臺紙,3350122,3345756,0.13,87896,27892,-1858333
1903,-56122,16999,-279478,,2600391,0.07,-1.07,14.8885,43.8361,1.11,0.67,1903,士紙,1650279,1383787,19.26,-114394,-224179,131393
1904,-157736,699192,61926,+++++,9900000,0.71,0.06,13.3525,55.505,2.34,0.79,1904,正隆,11991179,10546186,13.7,916999,233204,-82522
1905,59805,261869,-313608,,5631847,0.46,-0.56,11.7325,73.8151,6.96,5.58,1905,華紙,3997406,3599534,11.05,222495,-365043,118617
1906,-43739,-69439,-23705,,1918000,-0.36,-0.12,5.0165,60.691,1.15,0.88,1906,寶隆,1115444,1334007,-16.38,-5122,20215,-64191
1907,-120306,545512,379810,43.63,12779290,0.43,0.3,12.2369,55.5769,1.52,0.9,1907,永豐餘,14701469,13696581,7.34,1147230,566116,-382718
1909,8173,143786,50727,183.45,5115585,0.28,0.1,10.788,61.2405,1.6,1.19,1909,榮成,3685281,3640159,1.24,257453,40336,-102698
20,-5000503,14667911,1378747,963.86,174741700,0.84,0.08,12.5528196761277,56.8722929086738,1.03505275134366,0.465031026268224,20,鋼鐵類,187555093,164863574,13.76,21732250,7561462,-3140739
2002,334155,9099935,5485258,65.9,93157609,0.98,0.6,13.6532,67.5099,1.66,0.77,2002,中鋼,72443207,63913641,13.35,12042266,6048630,-343743
2006,-578515,155409,-306682,,6633995,0.23,-0.45,14.9338,40.999,0.58,0.27,2006,東鋼,12318335,9414335,30.85,546344,332838,-433487
2007,-1272370,-798764,-1455200,,4464106,-1.79,-3.26,9.9915,25.051,0.26,0.06,2007,燁興,4650626,7007656,-33.64,169825,-169563,-956862
2008,-298805,39164,-415696,,4238266,0.09,-0.98,7.7525,27.6715,0.48,0.16,2008,高興昌,5959385,4903408,21.54,318442,-117004,-279278
2009,-342889,131068,-157526,,3578330,0.37,-0.44,10.0816,74.4523,2.27,1.41,2009,第一銅,2140042,2019839,5.95,153579,127122,-1368
2010,16041,591078,176487,234.91,4781908,1.24,0.37,14.0128,55.08,1.83,0.99,2010,春源,7667747,7702011,-0.44,493239,202722,236792
2012,-110694,55631,-28474,,2877740,0.19,-0.1,8.7873,45.3207,1.17,0.63,2012,春雨,2533657,2342581,8.16,108410,80935,-36421
2013,-16622,70025,164918,-57.54,1506324,0.46,1.12,16.828,41.5578,1.12,0.62,2013,中鋼構,4063339,4504728,-9.8,66723,214628,27264
2014,-998810,1458549,-1818779,,11443361,1.27,-1.59,8.7234,35.6964,0.42,0.12,2014,燁隆,16575742,13113085,26.41,2209985,-819969,-751436
2015,-92467,661194,95017,595.87,5145658,1.28,0.18,12.9343,64.7404,1.11,0.35,2015,豐興,9375121,7550391,24.17,853736,214598,13523
2017,-107675,256920,-124736,,4507940,0.57,-0.28,8.7933,63.0615,1.17,0.56,2017,嘉益,3404322,2398470,41.94,393863,-17061,-126343
2020,-12116,182654,15663,+++++,1132728,1.61,0.13,13.5781,59.3546,1.53,0.77,2020,美亞,2001877,1728597,15.81,111458,29567,125970
2022,-150568,136207,-198798,,4247693,0.32,-0.47,7.0674,56.4882,0.42,0.21,2022,聚亨,1346536,952126,41.42,43255,-48230,82545
2023,-407741,1443414,382555,277.31,8090660,1.78,0.48,15.0646,62.5272,1.24,0.82,2023,燁輝,14974958,13206740,13.39,2135375,903228,-187449
2024,-121912,-93375,-233543,,1496272,-0.62,-1.56,7.5485,39.8678,0.46,0.22,2024,志聯,880754,943494,-6.65,-40373,-111631,-53002
2025,-148331,116526,-164086,,3228341,0.36,-0.51,6.5307,45.089,0.46,0.16,2025,千興,3211161,2500042,28.44,48890,-29053,67636
2027,-216853,72655,-13789,,2480410,0.29,-0.06,11.4455,56.2052,0.92,0.46,2027,大成鋼,2615377,1928549,35.61,161597,194035,-74574
2028,-292167,-181204,-239247,,4026892,-0.45,-0.59,8.4063,35.4336,1.01,0.04,2028,威致,2889292,2836148,1.87,142427,52920,-323631
2029,-885,684634,240226,185,3180000,2.15,0.76,19.2874,73.8286,1.9,0.89,2029,盛餘,9154066,8368633,9.39,905335,306648,-16629
2030,-42838,45513,19878,128.96,803592,0.57,0.25,13.7839,41.0688,1.35,0.47,2030,彰源,1859597,1669519,11.39,96140,71084,-54774
2031,-110166,287098,-66522,,1200000,2.39,-0.56,14.5503,49.1037,1.59,1.03,2031,新光鋼,3016582,1941980,55.34,464271,40537,-71221
2032,15101,92353,34613,166.82,778849,1.19,0.46,14.4484,57.1796,1.85,1.28,2032,新鋼,1501226,1177156,27.53,115777,23524,9677
2033,-18276,65884,18505,256.03,684465,0.96,0.28,11.9117,57.2579,1.19,0.76,2033,佳大,718315,661708,8.55,47829,38834,25203
2034,-25100,95343,-31295,,1056561,0.9,-0.3,13.3982,51.3141,1.43,0.65,2034,允強,2253829,2078737,8.42,143857,-7877,-19131
21,542582,4129305,1629442,153.42,35200251,1.17,0.46,14.3513774944389,60.4211105657256,1.06424018952374,0.642060542360681,21,橡膠類,25047844,22551721,11.07,2307869,1267305,2385876
2101,-405463,352982,-283080,,1486674,2.37,-1.09,12.6153,19.6263,0.21,0.1,2101,南港,3299898,2880552,14.56,345961,123875,10689
2102,-23781,430228,143749,199.29,2691583,1.6,0.53,12.7272,47.4154,1.22,0.85,2102,泰豐,2632009,2195664,19.87,453939,162374,13653
2103,-90640,87356,89401,-2.29,6095114,0.14,0.15,11.5951,65.3115,1.12,0.5,2103,臺橡,4161227,4267679,-2.49,44743,192968,42613
2104,1792,116221,195769,-40.63,4160243,0.28,0.49,16.787,65.0805,1.23,0.7,2104,中橡,1764625,1588474,11.09,292341,102012,-135818
2105,1013900,1942899,1252316,55.14,8861732,2.19,1.5,17.305,71.0051,1.19,0.8,2105,正新,6616172,5702713,16.02,647373,469789,1617004
2106,152394,543577,115190,371.9,3364080,1.62,0.36,15.266,64.9567,1.58,1.18,2106,建大,2207862,1884412,17.16,123276,-26319,505655
2107,-218130,296363,-143334,,3970884,0.75,-0.36,11.7529,61.1009,2.1,0.95,2107,厚生,1135858,1099846,3.27,116066,74277,180180
2108,13778,224534,188381,19.19,2156937,1.04,0.96,12.9406,84.0773,3.2,1.82,2108,南帝,1694471,1690433,0.24,270573,207734,19859
2109,98732,135145,71050,90.21,2413004,0.56,0.3,13.4107,67.2143,1.54,1.14,2109,華豐,1535722,1241948,23.65,13597,-39405,132041
22,3165608,9711347,6349056,52.96,44364242,2.19,1.48,21.4525150683291,66.138333680162,1.84332901199044,1.53861627416195,22,汽車類,122686117,116065969,5.7,4939105,4539101,5268374
2201,1803015,3851344,2786710,38.2,18291464,2.11,1.61,21.5408,71.8973,2.31,1.94,2201,裕隆,27773945,30989966,-10.38,809349,1692899,2776884
2204,917703,4478200,2761118,62.19,12557286,3.57,2.25,25.9313,64.3818,1.99,1.74,2204,中華,39220571,33253120,17.95,3236660,2282415,1777540
2206,20137,138151,21236,550.55,8053700,0.17,0.03,14.3442,56.6176,1.16,0.73,2206,三陽,11434762,14151228,-19.2,-45529,59980,141737
2207,424753,1243652,779992,59.44,5461792,2.28,1.43,21.3413,64.3444,1.6,1.31,2207,和泰,44256839,37671655,17.48,938625,503807,572213
23,446030,171766483,108223647,58.71,1638264471,1.05,0.72,17.1130315625334,63.1747390754861,1.69299217999762,1.26470568798822,23,電子類,2262426163,1860835883,21.58,189997471,121632756,11857406
2301,-283448,1166442,629201,85.38,7008400,1.66,0.97,14.3067,59.7246,0.99,0.77,2301,光寶,13762915,11242261,22.42,1750321,1064914,-266060
2302,-30010,-178559,-43351,,2770000,-0.64,-0.16,17.6561,85.5649,2.16,0.47,2302,麗正,428108,1036174,-58.68,-141059,9959,-51581
2303,-1295458,6086062,596312,920.62,154748456,0.39,0.04,13.9942,72.0589,3.67,3.21,2303,聯電,49891921,50551273,-1.3,-190882,-415569,6286536
2304,-1027132,-912122,-1580931,,3737824,-2.44,-4.23,-1.119,-3.5631,0.57,0.34,2304,誠洲,966526,4280735,-77.42,-266357,-496843,-645765
2305,-339985,53103,-442066,,2056608,0.26,-0.97,13.2937,54.2782,1.01,0.44,2305,全友,3283332,2038730,61.05,-3191,-102081,56294
2308,3222120,3313113,2930874,13.04,13878790,2.39,2.46,21.1416,64.0853,0.96,0.88,2308,台達電,20789145,19587977,6.13,125533,99726,3442687
2310,344624,1580515,860111,83.76,5466813,2.89,1.84,17.4863,67.9503,1.7,1,2310,旭麗,10857335,8907132,21.89,1353694,666261,333801
2311,-2654481,157942,-944719,,32548000,0.05,-0.29,12.1404,59.0427,0.8,0.67,2311,日月光,18453905,14603773,26.36,2212962,1224332,-2359869
2312,1230274,1146625,1167262,-1.77,10774337,1.06,1.23,13.2881,71.6253,1.23,0.97,2312,金寶,9983638,6778803,47.28,455917,63585,744637
2313,721879,-974492,1039569,,8700341,-1.12,1.26,18.4909,56.9507,2.75,1.98,2313,華通,10764149,11949633,-9.92,-279492,399871,-1073902
2314,437526,153948,611456,-74.82,4261626,0.36,1.6,10.3483,52.0534,2.52,1.68,2314,台揚,2627916,3746100,-29.85,11720,256331,196163
2315,487366,799827,664480,20.37,10415686,0.77,0.67,15.7096,61.3586,1.52,1.2,2315,神達,16430820,23209973,-29.21,110309,287114,699575
2316,-496450,418758,-229414,,4279599,0.98,-0.54,15.3847,62.785,1.4,1.22,2316,楠梓電,4010107,4078778,-1.68,298873,267598,121506
2317,4858414,12161512,9087968,33.82,20648970,5.89,5.14,31.5333,51.5044,1.29,0.9,2317,鴻海,164643483,99648006,65.23,6591052,5709212,7768502
2318,-4878,-1557806,-280791,,2939084,-5.3,-0.96,6.1522,43.5037,0.88,0.47,2318,佳錄,443324,982641,-54.88,-478619,-299449,-1079928
2319,-1255664,-1012030,185432,,16374308,-0.62,0.13,8.1593,38.7667,1.6,1.14,2319,大眾,29062480,30673167,-5.25,83041,1765125,-1161051
2321,2019,55982,67991,-17.66,2908277,0.19,0.25,13.5402,50.6243,1.39,0.86,2321,東訊,6186251,6924471,-10.66,35127,50972,855
2322,579039,247450,359139,-31.1,4886683,0.51,0.73,11.2315,46.7883,1.13,0.73,2322,致福,8733727,7576317,15.28,45481,-145319,136277
2323,-260229,15078,2622937,-99.43,26002658,<<<<<,1.21,14.8954,56.6167,1.18,0.84,2323,中環,14152471,13414242,5.5,1527663,2626257,-1583604
2324,1088361,5442705,3973318,36.98,25476590,2.14,1.89,17.4228,61.9047,2.41,1.95,2324,仁寶,80637722,51273867,57.27,4348586,2970907,1372158
2325,-458299,375635,8434,+++++,18851737,0.2,<<<<<,13.8798,56.8952,2.19,1.74,2325,矽品,16160065,11842368,36.46,465486,-22682,-188041
2326,-280077,-333514,-358964,,3507681,-0.95,-1.02,2.7644,27.5198,2.96,2.22,2326,亞瑟,616657,2192565,-71.88,-101241,-78859,-232245
2327,2174562,-3898770,3345848,,22540416,-1.73,1.63,16.0717,61.3772,0.76,0.6,2327,國巨,6134551,4910025,24.94,550380,1162485,-4343441
2328,-96946,79550,63159,25.95,3441000,0.23,0.18,14.8476,84.5391,3.47,3.3,2328,廣宇,2166965,2643253,-18.02,77844,159665,1706
2329,-117976,-2351053,-1871430,,12413826,-1.89,-1.51,8.403,37.8699,0.43,0.29,2329,華泰,9501017,7773314,22.23,-1657933,-1904453,-757577
2330,-5122731,19057517,9969453,91.16,199228867,0.96,0.55,14.7372,77.7886,2.43,1.99,2330,台積電,119807186,92758387,29.16,28524918,11483034,-4490176
2331,382265,1897940,1787577,6.17,4314672,4.4,7.96,24.7396,41.5994,1.9,1.53,2331,精英,47653118,21280217,123.93,2789679,1895173,-338943
2332,135040,623267,748279,-16.71,5163307,1.21,1.68,19.1748,55.2661,2.74,2.48,2332,友訊,11739037,10632342,10.41,784824,664405,-89557
2333,61744,-321072,-89978,,6944017,-0.46,-0.14,10.1413,57.8804,1.17,0.56,2333,碧悠,2429532,4119385,-41.02,-393437,334020,-168244
2335,-48225,-59043,-139804,,843779,-0.7,-1.66,6.4042,32.3614,0.49,0.29,2335,清三,812041,949453,-14.47,20477,-91579,-71571
2336,-126992,106528,17735,500.67,4146223,0.26,0.04,12.7533,64.6407,1.41,1.16,2336,致伸,7711867,8012033,-3.75,102067,64786,-1181
2337,-1692759,-9333057,2467959,,36912769,-2.53,0.73,8.766,48.2169,1.56,0.9,2337,旺宏,11402106,17036277,-33.07,-4667500,4620718,-4665557
2338,20265,457177,424499,7.7,4249180,1.08,1.13,13.0149,70.5757,3.68,3.28,2338,光罩,2203022,1988411,10.79,537838,422047,-27586
2340,23663,125569,52885,137.44,4282761,0.29,0.12,14.2019,48.6645,1.71,1.19,2340,光磊,3569520,2280175,56.55,122089,-12410,-138979
2341,-129709,-448797,-340969,,4180235,-1.07,-1.04,15.0861,59.5523,2.42,1.01,2341,英群,7435032,5890704,26.22,-52266,-281528,-429472
2342,-6309194,-7972693,-15098252,,32451197,-2.46,-4.66,5.2696,39.0897,0.4,0.13,2342,茂矽,7776291,7553002,2.96,-7346693,-7642564,1205415
2343,510635,665966,841091,-20.82,8096549,0.82,1.27,17.659,75.804,3.78,3.04,2343,精業,6598524,7186506,-8.18,197308,405258,456353
2344,1627867,-2275717,-6543315,,44252972,-0.51,-1.48,14.2357,79.0534,1.8,1.22,2344,華邦電,23614733,18179727,29.9,-1764279,-7167470,-1140389
2345,-319267,874070,920865,-5.08,5685464,1.54,2.48,22.7631,75.2488,2.79,2.14,2345,智邦,12117130,13555037,-10.61,1021177,1424973,-135806
2346,1630787,2782183,1552257,79.23,9228127,3.01,2.12,19.6178,58.4533,1.33,0.67,2346,源興,29023629,17803513,63.02,47770,-72883,2734413
2347,92378,1922386,815323,135.78,6601120,2.91,1.4,25.276,65.823,1.88,1.4,2347,聯強,39884418,33275624,19.86,1124043,1017330,1091954
2348,-753687,129552,-693207,,1287053,1.01,-1.61,10.3726,27.5472,0.31,0.2,2348,力捷,4248502,4156199,2.22,500234,99493,-285483
2349,1554575,-2218124,2557050,,20973029,-1.06,1.54,28.4803,59.2826,2.36,1.89,2349,錸德,13924588,17033043,-18.25,-753482,1547552,-1649322
2350,-1448458,251886,-364161,,6885000,0.37,-0.53,12.2208,47.6449,1.24,0.91,2350,環電,20665313,22163175,-6.76,399502,1037538,-165220
2351,-66429,-3154,-20953,,1664307,-0.02,-0.13,12.5324,54.6328,1.19,0.6,2351,順德,1522756,1300144,17.12,52199,40824,-59766
2352,-182521,5968569,1062473,461.76,16810510,3.55,0.77,23.7181,61.2179,1.52,1.3,2352,明基,67564048,35961618,87.88,5138092,1237488,1698295
2353,1986658,5011630,619406,709.1,21095081,2.38,0.14,30.933,75.2501,1.62,1.46,2353,宏碁,31954584,50052366,-36.16,128297,-1025703,5200861
2354,79453,90717,142029,-36.13,2240499,0.4,0.97,15.5877,65.6416,2.52,2.28,2354,華升,7892711,14066684,-43.89,86294,88611,7914
2355,75890,513782,519063,-1.02,2712429,1.89,2.23,21.4882,63.3584,3.64,3.36,2355,敬鵬,3759327,3888979,-3.33,663091,609148,9486
2356,2494727,2452247,2780691,-11.81,18350000,1.34,1.67,13.4288,62.398,1.91,1.69,2356,英業達,48957107,48442284,1.06,1319509,804971,1558929
2357,1783058,6937871,11676776,-40.58,19988800,3.47,5.91,31.746,82.2129,3.84,3.12,2357,華碩,60528789,54290530,11.49,4648231,10256985,2979581
2358,-280931,-129090,-451122,,2299200,-0.56,-1.96,0.4614,7.0751,0.38,0.24,2358,美格,2178032,2190568,-0.57,-52413,-170352,-76626
2359,-103005,-795648,-79961,,3761708,-2.12,-0.21,11.1245,46.5531,0.65,0.4,2359,所羅門,3320276,3351539,-0.93,16822,31815,-812470
2360,58574,349807,308110,13.53,2526900,1.38,1.32,15.656,68.4421,2.07,1.44,2360,致茂,2508861,2164291,15.92,352510,265800,34728
2361,93673,223914,-86614,,2905106,0.77,-0.3,9.7397,71.2163,2.93,1.67,2361,鴻友,2689099,2141437,25.57,475675,-163471,-251576
2362,-75084,86713,284588,-69.53,4819757,0.18,0.66,11.5705,67.6829,1.61,0.74,2362,藍天,6613446,6284275,5.24,166712,342672,-71999
2363,-366373,-910951,-547705,,10880166,-0.84,-0.51,16.3855,46.794,1.41,0.92,2363,矽統,10870216,7274047,49.44,-683249,-181332,-227702
2364,-222075,-522244,-713931,,5284509,-0.99,-1.35,5.8862,43.1677,1.64,0.92,2364,倫飛,3301640,3623085,-8.87,-450911,-547237,-103118
2365,42711,382854,226939,68.7,2029193,1.89,1.27,18.5023,68.7816,1.89,1.77,2365,昆盈,5024361,3746406,34.11,346038,266146,118036
2366,-160401,749277,293993,154.86,3527268,2.12,1.01,15.2646,48.6898,1.74,0.92,2366,亞旭,11743032,8572660,36.98,807105,347617,-65913
2367,-333051,78384,-192292,,3621412,0.22,-0.53,16.4587,65.7356,0.91,0.72,2367,燿華,4098630,3359564,22,409494,97868,-250110
2368,-54283,-1811769,-129779,,4104135,-4.41,-0.33,13.2229,52.1983,1.16,0.85,2368,金像,4094789,4417703,-7.31,-374396,-117996,-214019
2369,355450,-393307,133076,,2637440,-1.49,0.52,13.5484,73.2568,1.41,1.15,2369,菱生,2122974,1566887,35.49,-91175,-222100,-276118
2370,-26028,39785,-125633,,2168600,0.18,-0.58,14.1133,83.589,4.46,2.52,2370,匯僑工,1336946,1378878,-3.04,4117,-124180,26384
2371,-2961883,699222,-4560055,,42100000,0.17,-1.08,10.0253,43.8817,0.83,0.45,2371,大同,43929788,50825758,-13.57,-1059295,-1611386,1780192
2373,-389358,660466,-447612,,6853948,0.96,-0.65,5.6248,37.7767,1,0.71,2373,震旦行,6680861,10961269,-39.05,295601,-58254,280365
2374,266770,239727,291613,-17.79,2104916,1.14,1.47,13.0645,69.3806,0.85,0.55,2374,佳能,1796596,1828702,-1.76,4876,46540,245721
2375,91572,102097,122932,-16.95,1916873,0.53,0.65,15.7962,81.2903,3.35,2.71,2375,智寶,947239,1315559,-28,-24349,41573,124541
2376,299809,1914053,2496561,-23.33,5494478,3.48,5.44,29.8609,61.5,3.09,2.58,2376,技嘉,20720757,19765793,4.83,1852849,2408310,268569
2377,300998,2302204,2509152,-8.25,5556326,4.14,6.66,28.122,57.4442,1.57,1,2377,微星,40003018,24380961,64.07,2482306,2252126,139008
2378,-1201,-23681,29404,,1559456,-0.15,0.2,12.8231,63.9587,1.58,1.01,2378,鴻運電,953418,1314462,-27.47,4881,3585,-41829
2379,117926,2326521,1569626,48.22,5278387,4.41,4.49,29.9649,88.0602,10.63,8.78,2379,瑞昱,6650723,4987741,33.34,2251540,1614369,207185
2380,53005,229416,553986,-58.59,2116900,1.08,3.02,16.5575,86.5399,3.55,2.32,2380,虹光,2229479,5049383,-55.85,143039,558869,81038
2381,88063,536519,556351,-3.56,12287785,0.44,0.5,14,55.8031,2.1,1.48,2381,華宇,37464775,21303242,75.86,693208,578657,-190154
2382,1908879,8059322,9114253,-11.57,24618428,3.27,4.38,18.4592,52.6561,1.61,1.31,2382,廣達,97740777,83456831,17.12,5031631,7231231,3614431
2383,-99758,-32302,-33215,,1670382,-0.19,-0.2,11.4676,76.9872,2.18,1.36,2383,台光電,981833,1164944,-15.72,36237,61412,-76142
2384,-24743,-41478,24417,,3519575,-0.12,0.07,18.9204,53.9619,1.46,0.76,2384,勝華,5075149,3891890,30.4,113589,53806,-155067
2385,271508,719009,460212,56.23,2495450,2.88,2.07,12.5639,63.0924,1.4,0.79,2385,群光,4323766,3288071,31.5,215703,180547,526442
2386,274795,1359284,1261192,7.78,3105476,4.38,5.38,26.193,54.2424,3.65,3.23,2386,國碁,17374513,12952200,34.14,1503418,1011531,-37758
2387,8326,212640,47710,345.69,1733981,1.23,0.48,10.828,64.663,1.63,1.29,2387,精元,1500299,1101464,36.21,184893,64135,105892
2388,-1567820,1164332,4199935,-72.28,11918540,0.98,4.44,21.0092,69.9036,3.25,2.54,2388,威盛,18479383,26037287,-29.03,2575204,5948311,-1428123
2389,15412,-17124,158500,,2506788,-0.07,0.7,15.4815,66.1066,1.75,1.47,2389,世昕,1489436,1430869,4.09,59475,149668,-74666
2390,144608,103476,232979,-55.59,3182614,0.33,0.88,13.7285,64.4079,1.21,0.42,2390,云辰,1414784,1563898,-9.53,93474,82971,2
2391,52101,761894,352616,116.07,2711511,2.81,1.53,20.2117,86.299,3.94,3.18,2391,合勤,3604551,2790823,29.16,732250,362526,100431
2392,8932,618291,311689,98.37,2005522,3.08,2.17,31.4594,69.6922,2.12,1.61,2392,正崴,7658499,4102126,86.7,867420,395160,-82125
2393,-56664,314441,54148,480.71,2201231,1.43,0.29,19.4495,72.3999,1.87,1.33,2393,億光,2764241,1919745,43.99,411398,103757,-47574
2394,368862,875107,890346,-1.71,4585915,1.91,2.55,18.3538,63.9134,2.9,1.77,2394,普立爾,10340596,7938261,30.26,934304,681221,37232
2395,106835,949632,852848,11.35,2855129,3.33,3.66,16.8585,65.9976,3.4,2.71,2395,研華,4618932,4054401,13.92,1084262,988013,124370
2396,-167731,-124814,633999,,4784000,-0.26,1.6,22.6555,52.9621,1.26,1.07,2396,精碟,4787263,4830284,-0.89,181854,697628,-321793
2397,127988,61405,264556,-76.79,1176000,0.52,2.3,22.7896,72.9295,3.37,2.49,2397,友通,2762258,3359041,-17.77,63912,184698,-5504
2398,-293325,256695,668453,-61.6,3428847,0.75,2.51,29.0731,48.9305,1.88,1.54,2398,博達,5038355,6019937,-16.31,659226,932214,-417858
2399,-146469,88925,-296595,,860000,1.03,-3.45,12.9184,42.9465,1.38,0.96,2399,映泰,3399955,2677378,26.99,106675,-150126,-26403
2401,277942,1687685,1726966,-2.27,6949500,2.43,3.23,18.4879,91.3807,8.31,7.27,2401,凌陽,6492680,4964517,30.78,1515588,1418098,152194
2402,110981,227817,165823,37.39,1377000,1.65,1.41,16.862,63.9869,2.16,1.23,2402,毅嘉,938929,717978,30.77,134577,102842,141240
2403,-130319,397198,62817,532.31,1423882,2.79,0.49,24.4175,51.9911,1.63,1.06,2403,友尚,14344684,7058031,103.24,610171,233711,-93875
2404,15955,373501,202908,84.07,1792158,2.08,1.24,14.1661,39.4011,1.35,0.74,2404,漢唐,5366818,2502618,114.45,553814,243953,-39673
2405,-141076,194307,-133613,,1368500,1.42,-0.98,16.5569,63.4607,1.92,1.64,2405,浩鑫,3683809,2661299,38.42,296916,-2662,-36610
2406,-89376,-410011,-459046,,2520076,-1.63,-1.82,15.2285,67.7076,1.61,1.13,2406,國碩,1128021,1157587,-2.55,-257638,-414670,-152373
2407,104422,-533949,619949,,4276239,-1.25,2.31,16.7429,62.4308,2.31,1.59,2407,陞技,5131888,5437916,-5.63,-190921,575213,-442801
2408,-1829704,798998,-7595476,,27500000,0.29,-2.76,12.1057,43.2604,1.35,0.64,2408,南科,21232253,8107801,161.87,1766518,-6658217,-1180562
2409,-809631,6800314,-5481266,,40021439,1.7,-1.85,19.5996,60.746,2.27,1.85,2409,友達,59543221,22581847,163.68,8657077,-4706081,-1856735
2410,-338046,-45655,-362729,,1235000,-0.37,-2.94,9.7523,64.4195,1.07,0.28,2410,普大,627139,1916012,-67.27,-149895,-17432,113619
2411,311534,688979,686086,0.42,4696000,1.47,1.46,11.9965,85.5481,3.6,3.18,2411,飛瑞,2022708,2806133,-27.92,414484,469011,359117
2412,-6133,37019200,28482355,29.97,96477249,3.84,2.95,39.5898,82.9144,0.66,0.5,2412,中華電,131947803,138576478,-4.78,46763463,37447783,446925
2413,84596,54234,202514,-73.22,1390000,0.39,1.68,20.815,66.317,2.29,1.19,2413,環科,1406402,1431764,-1.77,107817,161738,-39585
2414,-7103,118953,54635,117.72,1186678,1,0.54,14.7936,52.088,1.91,1.3,2414,精技,5593673,4842902,15.5,125681,56200,-184
