year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 2374 佳能      ,1734600,13.31,1.15,69.98,30779,69837,600129,83452,0.7,
200002,2374,1873368.0,12.4889,1.4,68.4398,39633.0,147412.0,1214562,172059,0.81,
200003,2374,1873368,12.6651,1.97,66.3382,53629,178935,1909725,215931,1.17,
200004,2374,1873368,12.1656,1.31,59.0459,90409,166402,2575567,235027,0.79,
200101,2374,1873368,13.0062,1.1,63.0963,20950,118526,536156,113831,0.65,
200102,2374,1985770,12.7317,1.23,64.2909,31235,241236,1247391,248296,0.91,
200103,2374,1985770,12.7444,1.17,63.8885,46540,266770,1828702,291613,0.84,
200104,2374,1985770,13.2457,1.21,65.2503,30059,320832,2393087,336619,0.95,
200201,2374,1985770,13.8372,1.32,69.3174,-2463,87660,566180,82352,0.9,
200202,2374.0,2104916,12.690999999999999,0.85,66.0299,1427.0,173346.0,1291669.0,168766,0.62,
200203,2374.0,2104916.0,13.0645,0.85,69.3806,4876.0,245721.0,1796596.0,239727,0.55,
200204,2374.0,2104916,12.9629,0.81,64.8302,29211.0,215422.0,2455783.0,230680,0.6,
200301,2374.0,2882781,13.8336,1.48,73.9221,35086.0,175483.0,1342200.0,186723,1.14,
200302,2374.0,2954837,12.9788,1.25,70.416,87084.0,223387.0,2992654.0,280870,0.97,
200303,2374.0,2954837,13.5632,1.46,58.2507,175105.0,329294.0,6018002.0,446448,1.2,
200304,2374.0,2954837,13.8766,1.6,61.9585,224689.0,331945.0,8991193.0,526199,1.42,
200401,2374.0,2954837,14.295,2.27,44.7715,47435.0,165675.0,3522462.0,206706,2.11,
200402,2374.0,3089874,12.135,1.7,37.2262,136018.0,172232.0,7656575.0,282923,1.41,
200403,2374.0,3089874,12.2754,1.4,37.0825,355986.0,57568.0,11210811.0,356575,1.09,
200404,2374.0,3089874,11.56,1.36,41.6674,145871.0,-42164.0,15136793.0,90058,1.14,
200501,2374.0,3089874,11.96,0.77,39.361,-42724.0,113058.0,3497130.0,86857,0.69,
200502,2374.0,3266367,12.31,1.31,41.9824,-17887.0,238146.0,7509441.0,230675,1.17,
200503,2374.0,3266367,12.58,1.26,37.7334,175230.0,332140.0,13494882.0,503999,1.16,
200504,2374.0,3266367.31,13.88,1.36,,472341.0,329849.0,20720722.0,753333,1.27,
200601,2374.0,3588043,15.76,1.46,51.305,271948.0,-19093.0,6327155.0,203644,1.24,
200602,2374.0,3754941,15.05,1.49,,553381.0,34093,12522008.0,501324,1.25,
200603,2374.0,3754941.0,14.75,1.47,52.9908,807058.0,31717,18300024.0,716264.0,1.25,
200604,2374,3655011.0,15.52,1.75,57.9757,1022833.0,21429,24803498.0,898232.0,1.43,
200701,2374,3693960.0,16.97,1.45,56.6749,523515.0,53037,7097812.0,472626.0,1.29,
200702,2374,3895261.0,16.93,1.42,,1146860.0,171951,16043973.0,1055485.0,1.3,
200703,2374,3902398.0,17.59,1.63,,1760908.0,240030,24212597.0,1647298.0,1.43,
200704,2374,3913888.0,18.72,2.43,75.7668,2383072.0,252627,33731937.0,2059733.0,2.4196,
200801,2374,3913888.0,18.94,2.34,70.34,338186.0,54112,7430458.0,313492.0,2.01,
200802,2374,4229582,15.9,1.45,58.1809,697948,141639,15113534,700486,1.25,
200803,2374,4229583,16.61,1.4,52.5818,1305845,226891,24644329,1325034,1.27,
200804,2374,4229583,17.12,1.73,70.4757,1751427,-136389,33217872,1355528,1.7280000000000002,
200901,2374,4229583,18.18,2.09,76.6295,245680,91856,5223869,263196,1.97,
200902,2374,4426669,17.99,1.56,65.11,590550,415244,12719641,827661,1.49,
200903,2374,4374014,19.94,1.67,63.8073,1223828,651267,23889400,1528356,1.62,
200904,2374,4374014,21.27,1.7166,63.2757,1856871,777983,36607571,2152046,1.6868,
201001,2374,4374014,22.9,2.13,60.6646,658461,72606,11218012,604466,2.09,
201002,2374,4374014,20.9,1.65,50.1841,1399638,137071,25028264,1329656,1.62,
201003,2374,4406474,22.54,1.93,57.4514,1966669,423723,38898007,2054285,1.89,
201004,2374,4434214,22.61,1.5841,56.2724,2461816,390613,51742401,2364919,1.5569,
201101,2374,4454504,23.05,1.78,61.2451,340363,-67067.0,10624329,216077,1.74,
201102,2374,4454814,20.16,1.63,53.5091,482068,34785,21292605,393197,1.59,
201103,2374,4454904,21.11,1.49,50.6311,837115,208137,34172955,807709,1.46,
201104,2374,4469344,21.8,1.6498,56.5155,1079936,385517,46676087,1089319,1.59,
201201,2374,4470724,22.58,1.8,60.4288,230811,157937,9590531,322956,1.72,
201202,2374,4471174,21.68,1.28,54.1379,665262,215420,20997744,721233,1.24,
201203,2374,4471854,22.31,1.37,59.1157,916551,407932,31974618,1098492,1.36,
201204,2374,4488304,22.73,1.4723,63.7797,1268070,350408,41968311,1348899,1.4682,
201301,2374,4489874,22.83,1.60750152429562,59.107865046333195,108078,-2719,7072509,101297,1.15949581973248,
201302,2374,4489874,21.17,1.45887157901254,55.351848656654994,190650,38997,13679869,206486,1.13003210976105,
201303,2374,4490514,21.33,1.58934068812145,60.1412820948528,309359,93523,20129014,369515,1.13363483063464,
201304,2374,4504684,21.76,1.66357614703267,59.36950320512239,374949,138173,26711038,484477,1.30170317951869,
201401,2374,4510614,21.67,1.69773907288395,60.1637172192044,-29727,-191706,5131469,-201254,1.2629213627721,
