stock,97年1-12月,稅後純益,97年1-12月,增減(%),期末股本,稅後純益,97年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,97年1-12月,增減(%),營業利益,97年1-12月,營業外
01,10996058,16720044,13526568,23.61,89974208,1.86,1.52,22.462967831848,71.7272638552364,1.32036864427355,1.07270556661617,01,水泥類,42276074,47668809,-11.31,2178544,2300533,14983021
1101,4280643,7424530,5761258,28.87,32921759,2.26,1.75,24.03,75.6473,1.6192,1.4146,1101,台泥,20904115,24241362,-13.77,841704,1002615,6716726
1102,6515025,7885009,7314642,7.8,29857355,2.64,2.52,25.15,67.7179,1.0090999999999999,0.8526,1102,亞泥,9962152,10515471,-5.26,900633,1029313,7220833
1103,147189,413614,229524,80.21,7178779,0.72,0.39,29.05,67.5336,1.4967,1.3863,1103,嘉泥,2260388,2568400,-11.99,20000,98037,296443
1104,200893,693190,57412,+++++,6038919,1.15,0.09,20.48,72.1526,1.2242,0.8183,1104,環泥,3268415,3430899,-4.74,8229,-142158,727656
1108,-93240,105262,-32925,,4047380,0.26,-0.08,10.74,54.1376,0.7686000000000001,0.5395000000000001,1108,幸福,2824085,3304341,-14.53,155780,46318,2728
1109,96047,107974,188934,-42.85,4210008,0.26,0.44,14.47,91.5279,9.0356,6.890499999999999,1109,信大,1419216,1832434,-22.55,124921,107239,29659
1110,-150499,90465,7723,+++++,5720008,0.16,0.01,14.62,86.4222,2.8487,1.9702000000000002,1110,東泥,1637703,1775902,-7.78,127277,159169,-11024
02,2172646,15540456,7591387,104.71,92309371,1.68,0.84,15.7475351012846,66.8185528114556,1.60472263322862,0.998892920553005,02,食品類,164847313,173891308,-5.2,8685217,6085546,8359813
1201,-48944,684830,526678,30.03,5060629,1.35,1.04,10.87,49.3892,1.3486000000000002,0.9464,1201,味全,12454761,11586588,7.49,796169,586437,-104602
1203,28309,450492,671206,-32.88,2197164,2.07,3.24,19.32,79.3352,1.9568,1.3178,1203,味王,2726799,3342012,-18.41,443801,631630,60348
1210,502745,1144663,891781,28.36,4711123,2.63,2.17,21.76,66.6668,1.4711,0.8487,1210,大成,20175016,23092354,-12.63,1015834,519041,405429
1213,1072,11924,5787,106.05,514751,0.23,0.11,11.6,80.0867,2.5118,2.2918000000000003,1213,大飲,659573,645689,2.15,14652,7215,2716
1215,-54417,272620,211747,28.75,2320268,1.17,0.91,13.65,64.3314,1.8927,0.8908,1215,卜蜂,12866817,13072791,-1.58,343456,331629,38240
1216,1911159,7860827,3600832,118.31,38974002,2.02,0.96,16.53,65.0235,0.9344,0.6562,1216,統一,44784072,49444776,-9.43,1836952,1701362,6001448
1217,-7055,159304,108118,47.34,4476893,0.36,0.25,10.31,58.4956,2.0483000000000002,1.2436,1217,愛之味,3923773,3826320,2.55,156253,59121,136530
1218,70027,235280,-84520,,3202434,0.76,-0.28,11.8,50.6367,2.5438,1.7371,1218,泰山,7092656,6976013,1.67,116539,-154547,139238
1219,-46710,248636,-35931,,2743080,0.91,-0.13,13.23,64.3452,3.5717000000000003,2.4096,1219,福壽,9231934,9614953,-3.98,262394,4085,90574
1220,-70437,-42915,-150216,,1770779,-0.24,-0.85,8.53,73.0111,2.688,2.1365000000000003,1220,台榮,2257731,2412304,-6.41,-8127,-137110,-18861
1225,-174356,152932,-141372,,1627000,0.94,-0.87,12.43,51.753,2.5375,1.6944,1225,福懋油,7764262,8407317,-7.65,260374,24282,-30009
