year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200103,2477.0,1019000.0,18.9975,2.32,75.5811,219801.0,176229.0,932227.0,297193.0,2.03,
200104,2477.0,1019000.0,20.9139,2.86,74.058,327464.0,280823.0,1294340.0,470855.0,2.67,
200201,2477.0,1019000.0,22.408,1.96,67.0133,102541.0,88560.0,595888.0,148761.0,1.78,
200202,2477.0,1338700.0,16.5685,1.55,59.6546,181481.0,188367.0,1527893.0,282688.0,1.47,
200203,2477.0,1338700.0,18.3325,1.54,60.455,273183.0,326134.0,2637764.0,452981.0,1.43,
200204,2477.0,1338700.0,19.7139,1.59,63.2744,359693.0,482596.0,3794968.0,648963.0,1.49,
200301,2477.0,1338700.0,21.2969,2.27,70.0339,37048.0,101708.0,755834.0,210699.0,1.8,
200302,2477.0,1828245.0,15.6537,1.68,67.7247,84027.0,210556.0,1663900.0,379044.0,1.5,
200303,2477.0,1828245.0,16.1746,1.66,68.4598,110419.0,353966.0,2565126.0,526787.0,1.48,
200304,2477.0,1828245.0,17.5553,1.35,65.8273,189664.0,578083.0,3826007.0,768481.0,1.26,
200401,2477.0,1828245.0,18.1174,1.59,69.8394,24872.0,119233.0,825685.0,172738.0,1.42,
200402,2477.0,2260000.0,13.4612,1.25,65.4098,34141.0,119373.0,1623395.0,193262.0,1.08,
200403,2477.0,2260000.0,14.0,1.19,60.2444,101590.0,195727.0,2765615.0,301609.0,1.06,
200404,2477.0,2260000.0,13.7749,1.48,66.723,149975.0,235704.0,3948457.0,420007.0,1.29,
200501,2477.0,2260000.0,14.02,1.75,72.2718,-5730.0,21698.0,688751.0,35042.0,1.51,
200502,2477.0,2445130.0,13.36,1.33,67.3938,5829.0,41748.0,1615848.0,50668.0,1.16,
200503,2477.0,2445130.0,13.46,1.38,69.3089,45094.0,177607.0,2687087.0,184919.0,1.21,
200504,2477.0,2445130.11,13.8,1.51,,82281.0,218559.0,3936342.0,277602.0,1.33,
200601,2477.0,2445130.0,13.95,1.68,71.9006,12089.0,43266.0,885014.0,69709.0,1.08,
200602,2477.0,2509023.0,13.52,1.55,,40340.0,49997,1884707.0,120508.0,1.04,
