year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200002,2418.0,2012120.0,19.3871,1.72,49.0349,230699.0,35119.0,2557215.0,218093.0,1.1
200003,2418.0,2012120.0,20.4812,1.57,48.3543,461654.0,44050.0,4211162.0,434378.0,0.97
200004,2418.0,2012120.0,21.5417,1.44,49.7862,755715.0,41293.0,6053954.0,646960.0,0.87
200101,2418.0,2016087.0,22.6195,1.47,49.8228,226975.0,33643.0,1615711.0,225020.0,0.91
200102,2418.0,2944754.0,17.7119,1.3,52.3099,470249.0,89046.0,3456661.0,479507.0,0.77
200103,2418.0,2950118.0,18.4267,1.36,51.5609,775335.0,38620.0,5531321.0,682736.0,0.73
200104,2418.0,3029951.0,19.8851,1.34,55.2073,1023776.0,141845.0,7613819.0,982336.0,0.78
200201,2418.0,3109753.0,20.9073,1.71,58.0296,240070.0,29420.0,1737040.0,215059.0,0.74
200202,2418.0,4282486.0,16.2491,1.57,57.4805,621595.0,48138.0,4179531.0,543940.0,0.83
200203,2418.0,4638548.0,18.0897,1.63,66.3486,1215089.0,130559.0,7502199.0,1079187.0,0.76
200204,2418.0,4673987.0,19.1005,2.26,63.8801,1710021.0,-24937.0,11034723.0,1340843.0,1.23
200301,2418.0,4676394.0,19.9193,2.01,62.312,431237.0,3889.0,3054419.0,337722.0,1.19
200302,2418.0,6175270.0,15.5941,3.01,61.3503,1019849.0,189852.0,6663817.0,951648.0,1.78
200303,2418.0,6446482.0,17.0148,3.17,67.0656,1798150.0,283783.0,11467686.0,1654946.0,2.1
200304,2418.0,6521958.0,18.7053,3.85,68.5273,2710074.0,580338.0,17178453.0,2689558.0,2.51
200401,2418.0,6549159.0,19.336,4.04,54.6008,766925.0,-23297.0,4947982.0,595462.0,3.18
200402,2418.0,8612378.0,14.5607,2.1,48.4959,1590358.0,26264.0,10501630.0,1302248.0,1.45
200403,2418.0,8656747.0,15.6354,2.88,54.6227,2481664.0,242963.0,16695373.0,2190236.0,1.83
200404,2418.0,8680040.0,16.25,2.47,55.7578,3276439.0,428010.0,23016698.0,3063141.0,1.74
200501,2418.0,8740018.0,16.89,3.02,55.5709,735064.0,43676.0,5513750.0,603308.0,1.78
200502,2418.0,9590343.0,16.32,1.8,49.7203,1679556.0,216292.0,12697444.0,1508167.0,1.1
200503,2418.0,10032892.0,17.18,2.25,53.5552,3000410.0,754828.0,22549838.0,3047952.0,1.3
200504,2418.0,10032968.0,17.84,1.83,,3955049.0,865857.0,33381974.0,3746780.0,0.97
200601,2418.0,10138527.0,18.31,1.94,52.9743,643661.0,-108702.0,6309721.0,411283.0,1.06
200602,2418.0,10632741.0,17.88,2.31,,1784106.0,-140845,14755670.0,1022153.0,1.66
200603,2418.0,10635924.0,18.82,1.58,51.1075,3365634.0,131889,25783446.0,2494035.0,1.14
200604,@2418,,,,,,,,,
