year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200202,3009.0,16981870.0,15.5942,0.83,36.5493,4317719.0,-67458.0,21183178.0,4025236.0,0.52
200203,3009.0,16981870.0,16.2756,0.79,35.7124,5806298.0,-208429.0,30668312.0,5139353.0,0.45
200204,3009.0,18781870.0,17.6177,1.08,40.1813,5559101.0,-991098.0,40719822.0,4530827.0,0.62
200301,3009.0,20980351.0,18.7304,1.12,45.7006,-213433.0,-428069.0,11490112.0,-628125.0,0.69
200302,3009.0,28569339.0,17.3205,1.17,47.8947,609511.0,-538802.0,24014585.0,100727.0,0.83
200303,3009.0,29209314.0,18.3111,1.43,49.3306,2809728.0,-487459.0,40747910.0,2349310.0,1.03
200304,3009.0,33722343.0,22.9909,1.87,57.6654,7705634.0,-590686.0,62030806.0,7150713.0,1.5
200401,3009.0,33866274.0,25.5404,1.1,60.1093,7118207.0,1261609.0,24709438.0,8322030.0,0.78
200402,3009.0,38960443.0,24.976,1.13,61.1121,15479759.0,1918200.0,55020415.0,17334967.0,0.84
200403,3009.0,38962419.0,25.82,1.07,58.8327,18384141.0,2380527.0,78669269.0,20700299.0,0.66
200404,3009.0,38966009.0,24.9372,1.12,49.4228,16047938.0,1208398.0,102531521.0,17191153.0,0.66
200501,3009.0,39586386.0,24.59,1.08,46.7684,-2495259.0,438463.0,26701297.0,-1970829.0,0.63
200502,3009.0,66728352.0,22.21,1.4,56.269,-3669637.0,-87585.0,57392608.0,-3671316.0,0.95
200503,3009.0,66826253.0,20.43,1.29,56.3114,40412.0,-422344.0,98697330.0,-294782.0,0.84
200504,3009.0,51998970.0,21.66,1.26,,10275463.0,-2314037.0,152844615.0,8046782.0,0.91
200601,3009.0,66998970.0,22.65,1.38,52.2929,7243756.0,-786953.0,47264209.0,5462761.0,0.82
200602,3009.0,73593831.0,23.78,1.32,,7697735.0,-2184366,83659180.0,4518925.0,0.66
200603,3009.0,73593831.0,22.59,1.17,46.6154,6820231.0,-2718283,131835230.0,3107284.0,0.64
200604,3009,80643831.0,23.35,1.22,45.6532,8113182.0,-3574301,187052104.0,3543081.0,0.63
200701,3009,79861961.0,23.09,0.97,47.3413,605628.0,-1708140,47095060.0,-1104158.0,0.57
200702,3009,82872399.0,23.45,0.84,,3763592.0,-1476118,107976232.0,2284904.0,0.45
200703,3009,82872399.0,24.09,0.92,,17127093.0,-532188,195619868.0,16008843.0,0.57
200704,3009,82872399.0,26.63,0.88,46.3999,36150459.0,1853281,299898493.0,36171411.0,0.625
200801,3009,82872399.0,28.52,0.86,48.8256,14365814.0,1610056,91356523.0,15204256.0,0.54
200802,3009,88063859.0,28.72,0.73,46.6544,25546461.0,5229052,186077828.0,29049117.0,0.44
200803,3009,88063999.0,26.86,0.82,44.9288,23050861.0,3190745,267506513.0,25087278.0,0.5
200804,3009,88063999.0,23.08,0.89,37.8167,6219648.0,-12250383,310137440.0,-6037580.0,0.7152
200901,3009,87126119.0,21.09,0.82,35.7657,-18529530.0,-2031398,43535044.0,-19570205.0,0.63
200902,3009,87126119.0,20.0,0.74,34.2881,-23971592.0,-5467249,113123519.0,-28349543.0,0.6
200903,3009,87126119.0,20.53,0.69,37.7338,-17421399.0,-6865573,201515131.0,-23200901.0,0.52
200904,3009,87126119.0,19.2538,0.59,37.5111,-16849584.0,-18105811,285790323.0,-33914798.0,0.39
