year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 1207 嘉新麵粉  ,12842278,10.86,1.09,39.48,36023,121267,2479616,164787,0.29
200002,1207,12842278.0,10.3795,0.99,37.4123,15580.0,83228.0,4848172,107917,0.22
200003,1207,12842278,10.0265,0.88,36.2692,-103145,-140346,7326149,-175805,0.23
200004,1207,12842278,10.4485,0.81,36.7773,-369297,-525449,9723348,-759196,0.21
200101,1207,12842277,10.3038,0.82,36.1806,-41530,-386119,2295188,-397069,0.23
200102,1207,12842278,9.9339,0.85,35.0356,-163076,-758844,4300471,-825117,0.22
200103,1207,12842278,9.5525,0.76,34.2976,-220524,-1128261,6666700,-1201917,0.21
200104,1207,12842278,9.062000000000001,0.63,33.2263,-506545,-1571878,8848062,-1926757,0.17
200201,1207,12842278,8.7325,0.63,32.5336,-72775,-439559,2285151,-486104,0.17
200202,1207.0,12842278,8.3671,0.63,31.4172,-46091.0,-860145.0,4605969.0,-879236,0.17
200203,1207.0,12842278.0,7.806,0.59,30.0884,-110919.0,-1407466.0,6846248.0,-1449767,0.14
200204,1207.0,12842278,7.4702,0.56,28.9607,-168906.0,-1861329.0,9497972.0,-1949125,0.13
200301,1207.0,12842278,7.0487,0.51,27.7606,-62703.0,-435565.0,2580096.0,-476861,0.13
200302,1207.0,12842278,6.5095,0.56,26.0864,-292197.0,-880171.0,4662208.0,-1116343,0.13
200303,1207.0,12842278,6.0179,0.41,24.5673,-564920.0,-1303977.0,6943397.0,-1787073,0.1
200304,1207.0,12842278,5.4379,0.33,22.9391,-756282.0,-1827032.0,9432376.0,-2497096,0.07
200401,1207.0,12842278,5.3209,0.27,22.7961,-124932.0,-314657.0,2423814.0,-427836,0.06
200402,1207.0,12842278,6.1482,0.48,25.9136,-366261.0,1285706.0,4945328.0,983975,0.07
200403,1207.0,7320098,9.786,0.22,26.776,-752021.0,1000679.0,7562463.0,315153,0.05
200404,1207.0,7320098,9.43,0.31,26.1252,-938681.0,648040.0,9562458.0,-220781,0.06
200501,1207.0,7320098,8.59,0.32,24.3198,-205439.0,-544252.0,1870863.0,-733890,0.08
200502,1207.0,7320098,8.04,0.3,23.1559,-472534.0,-798557.0,3773970.0,-1253297,0.07
200503,1207.0,7320098,7.04,0.28,20.6386,-762460.0,-1117439.0,5775259.0,-1861966,0.06
200504,1207.0,7320098.39,6.0,0.31,,-1140352.0,-1562503.0,7865028.0,-2682922,0.08
200601,1207.0,7320098,5.22,0.37,15.975,-248465.0,-232881.0,1817718.0,-481346,0.06
200602,1207.0,7320098,5.01,0.58,,-572720.0,-263549,3783330.0,-816269,0.06
200603,1207.0,4640943.0,6.47,0.39,13.1126,-821079.0,-635351,5384127.0,-1436430.0,0.05
