year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200702,5522.0,6953833.0,18.7,1.55,1072955.0,103293,5083222.0,953701.0,0.19,,
200703,5522.0,6953833.0,19.62,1.53,1799751.0,117512,7648374.0,1595636.0,0.03,,
200704,5522.0,6953833.0,23.76,1.74,4467784.0,470963,14362197.0,4431762.0,0.1864,47.873999999999995,
200801,5522.0,6953833.0,24.81,1.75,705269.0,104992,2139138.0,727242.0,0.06,48.2779,
200802,5522.0,6953833.0,22.03,1.6,1961384.0,-131056,6603639.0,1706975.0,0.03,39.0285,
200803,5522.0,7063833.0,25.15,1.65,3571778.0,-101604,11449425.0,3269992.0,0.05,39.8898,
200804,5522.0,7063833.0,26.56,1.6,5215362.0,-835298,17113250.0,4213283.0,0.14,39.2955,
200901,5522.0,7063833.0,27.96,1.74,1026818.0,37871,3195047.0,989069.0,0.06,44.0371,
200902,5522.0,7063833.0,26.07,1.58,1922595.0,-119452,6029465.0,1418132.0,0.04,39.8401,
200903,5522.0,7063833.0,28.76,1.61,3810492.0,-90254,11417938.0,3317146.0,0.04,40.5865,
200904,5522.0,7063833.0,33.08,1.8001,7063851.0,130623,20046873.0,6370407.0,0.1463,46.8695,
201001,5522.0,7063833.0,36.59,2.04,2659050.0,80261,6954746.0,2475819.0,0.17,52.968999999999994,
201002,5522.0,7063833.0,34.08,2.11,5541107.0,-5516,14153809.0,4943270.0,0.42,55.5012,
201003,5522.0,7063833.0,35.45,2.48,6089222.0,539569,16310743.0,5963322.0,0.22,63.1896,
201004,5522.0,7063833.0,36.4,2.2830000000000004,6890207.0,575225,19569082.0,6694416.0,0.2793,59.9482,
201101,5522.0,7713833.0,41.24,2.62,1542042.0,133198.0,4613086.0,1515958.0,0.44,65.4363,
201102,5522.0,7713833.0,37.03,1.84,3213406.0,104130,9542100.0,2889962.0,0.23,51.1672,
201103,5522.0,7714332.0,39.06,1.73,4632642.0,243382,13292753.0,4279427.0,0.27,48.3978,
201104,5522.0,7714332.0,41.14,1.87,6680358.0,26225,18816930.0,5894690.0,0.295,52.3621,
201201,5522.0,7714332.0,42.57,2.0,1104919.0,-109432,3092674.0,903581.0,0.29,52.2831,
201202,5522.0,7714332.0,39.95,1.72,3226394.0,-215157,8788528.0,2569070.0,0.24,44.8233,
201203,5522.0,7714332.0,41.64,1.67,4722381.0,-242153,12675368.0,3900389.0,0.25,43.5326,
201204,5522.0,7714332.0,42.81,1.7439,6082771.0,-559858,16498214.0,4809233.0,0.2734,46.7096,
201301,5522.0,7714332.0,38.63,1.7085997564026,1676548.0,-21490,4923362.0,1482427.0,0.0960201602752557,40.8230229294017,
201302,5522.0,7714332.0,38.18,1.69660402995385,4492928.0,-160787,12740425.0,3779461.0,0.0791857153115201,40.402932332144296,
201303,5522.0,7714332.0,39.43,1.67566021964046,5637842.0,-221117,16445010.0,4780733.0,0.0363918063845107,39.7316670196948,
201304,5522.0,8354332.0,42.61,1.72142064688046,7906527.0,-192479,25117622.0,6694437.0,0.0323016035203583,41.8687540999944,
201401,5522.0,8354332.0,43.99,1.71866055831169,1489349.0,-72886,4623567.0,1185914.0,0.0275913349038715,41.5667526200425,
201402,5522.0,8354332.0,42.58,1.59009799222847,2527238.0,-317979,8192220.0,1345636.0,0.030350805911762,38.2008917847488,
201403,5522.0,8354332.0,43.75,1.61524204671543,3671946.0,-397236,10707156.0,2154131.0,0.0184045478046018,37.4376000273531,3274710.0
201404,5522.0,8354332.0,47.42,1.57950043071767,5860163.0,241359.0,17824201.0,5006639.0,0.0730444997580351,41.3230127770453,6101522.0
201501,5522.0,8354332.0,49.09,1.62455119863583,1790242.0,45977.0,6590083.0,1455325.0,0.0635965274487786,42.9235437159534,1836219.0
201502,5522.0,8354332.0,47.66,1.5528060358838502,4056194.0,395096.0,15032357.0,3506677.0,0.0847901899986978,40.611106936478,4451290.0
201503,5522.0,8354332.0,50.19,1.60255900288837,5404955.0,394723,20085148.0,4680214.0,0.0533653495814428,42.9399659865478,5799678.0
201504,5522.0,8354332.0,52.18,1.64629439182573,7383152.0,606960,27195582.0,6467327.0,0.0739158080784224,44.566394205459204,7990112.0
201601,5522.0,8354332.0,52.47,1.63760576916869,481983.0,-44684,2547816.0,368718.0,0.058395976911617,44.236792677218105,437299.0
201602,5522.0,8354332.0,51.89,1.6440933050297,2770860.0,1396731,14276120.0,3110591.0,0.120822009593907,44.9013948468462,4167591.0
