stock,100年1-6月,稅後純益,100年1-6月,增減(%),期末股本,稅後純益,100年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,100年1-6月,增減(%),營業利益,100年1-6月,營業外
01,10997331,8708484,10655902,-18.28,97015540,0.9,1.11,22.5957455887995,73.1068453122811,1.38318844880166,1.19546353126022,01,水泥類,22566170,22344297,0.99,1007521,-88549,7866219
1101,3972878,3934290,4050619,-2.87,36921759,1.07,1.1,25.13,82.6768,1.31,1.19,1101,台泥,11561433,11983419,-3.52,863224,162741,3076441
1102,6081285,4088766,5917329,-30.9,32309181,1.27,1.92,25.79,64.5554,1.39,1.24,1102,亞泥,5574049,5078857,9.75,115507,-82417,4088972
1103,846306,11361,662194,-98.28,7768285,0.02,1.06,22.84,60.5478,1.19,1.11,1103,嘉泥,620146,600262,3.31,-59233,-122196,60800
1104,136172,410381,87812,367.34,6038919,0.68,0.15,21.42,84.7055,1.76,1.3,1104,環泥,1650620,1659645,-0.54,-19706,-9378,432644
1108,-68691,139782,-119296,,4047380,0.35,-0.29,10.36,53.7967,1.07,0.59,1108,幸福,1593406,1552622,2.63,20275,-72125,142391
1109,1397,26368,-4147,,4210008,0.06,-0.01,13.75,88.9786,4.92,3.62,1109,信大,842862,747799,12.71,52595,-6028,-14861
1110,27984,97536,61391,58.88,5720008,0.17,0.11,14.6,91.1174,2.38,1.2,1110,東泥,723654,721693,0.27,34859,40854,79832
02,6731907,9820414,9969275,-1.49,107562793,0.91,0.98,16.2490910774323,63.8616918002422,1.3889474620537,0.879204757476887,02,食品類,90402919,92193035,-1.94,3899532,4246887,6987895
1201,8485,423714,362651,16.84,5060629,0.84,0.72,15.45,45.4125,1.31,0.92,1201,味全,7262632,6631551,9.52,526365,443284,56384
1203,55735,39154,64990,-39.75,2400000,0.16,0.27,16.42,75.2098,1.52,0.78,1203,味王,969189,997598,-2.85,66743,35219,-12579
1210,345559,342888,610184,-43.81,5509866,0.71,1.33,21.78,61.6536,1.06,0.63,1210,大成,11157892,11073937,0.76,263207,357083,144544
1213,3422,2553,-5321,,514751,0.05,-0.1,12.17,79.5987,2.69,2.39,1213,大飲,334382,315085,6.12,5388,-7779,-2871
1215,82842,47604,95876,-50.35,2320268,0.21,0.41,20.52,55.9898,1.15,0.56,1215,卜蜂,7177609,7116750,0.86,20443,35924,36469
