stock,88年1-6月,稅後純益,88年1-6月,增減(%),期末股本,稅後純益,88年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,88年1-6月,增減(%),營業利益,88年1-6月,營業外
11,2615194,1126248,4725783,-76.17,77263416,0.15,0.67,15.4386,54.9822,1.3,0.92,11,水泥類,22680625,23080946,-1.73,403078,2401528,796350
1101,405120,956400,994479,-3.83,23722200,0.4,0.5,16.9307,45.8539,1.18,0.85,1101,台泥,8642713,8621090,0.25,126404,562359,855996
1102,1085259,655661,1883195,-65.18,20377428,0.32,1.01,17.4534,63.9862,1.07,0.78,1102,亞泥,5666027,6794907,-16.61,533175,1027111,128425
1103,-222216,11694,22094,-47.07,6996391,0.02,0.03,14.6061,44.4101,1.93,1.65,1103,嘉泥,1388590,1340731,3.57,128715,229662,-130233
1104,99628,138942,245522,-43.41,4245904,0.33,0.58,13.9608,70.6687,1.32,0.71,1104,環泥,1531982,1506362,1.7,15919,138890,126591
1107,1250741,-629397,1227501,,8409598,-0.75,1.58,11.428,51.3454,0.99,0.43,1107,建台,2576467,1141756,125.66,-477144,-28291,-136869
1108,-1158,-77971,65242,,3854648,-0.2,0.18,12.1863,58.6081,0.85,0.53,1108,幸福,1446758,1663472,-13.03,-17806,100237,-61958
1109,66810,110483,186549,-40.78,4207140,0.26,0.44,12.6112,82.8486,2.62,2.22,1109,信大,739782,935389,-20.91,76986,186481,61998
1110,-68990,-39564,101201,,5450107,-0.07,0.19,14.3019,84.3409,6.47,4.35,1110,東泥,688306,1077239,-36.1,16829,185079,-47600
12,-101932,2715902,72602,+++++,100716147,0.27,<<<<<,11.6559,51.639,0.98,0.47,12,食品類,63991443,62050794,3.13,1073945,189364,1773842
1201,-1369903,43684,-1248067,,5060629,0.09,-2.47,7.9594,28.3562,0.66,0.46,1201,味全,4703912,4922310,-4.44,151059,116129,-113029
1203,51707,-182740,11263,,2092537,-0.87,0.05,12.6504,37.7018,1.15,0.55,1203,味王,1615042,1374181,17.53,-15151,-31444,-167589
1204,1148,-23356,-35702,-34.58,600000,-0.39,-0.6,9.59,54.0431,1.01,0.51,1204,津津,414285,261372,58.5,-21818,-37444,-1536
1207,381689,107917,133669,-19.27,12842278,0.08,0.1,10.3795,37.4123,0.99,0.22,1207,嘉食化,4848172,4094949,18.39,15580,-250203,83228
1210,-3747,202117,192070,5.23,4330994,0.47,0.46,11.5414,59.0117,1.42,0.78,1210,大成,6024641,5490803,9.72,179609,201261,31879
1212,-58479,-197623,-32698,504.39,2731664,-0.72,-0.12,8.7976,32.9758,0.66,0.36,1212,中日,2428157,2207915,9.98,-115876,25781,-81747
1213,8056,13788,14481,-4.79,389963,0.35,0.37,14.3205,77.3195,1.83,1.21,1213,大飲,314163,334499,-6.08,-1054,9375,16692
1214,143281,-21778,97209,,700000,-0.31,1.39,5.0544,23.0943,0.42,0.26,1214,尚德,250385,139888,78.99,-48733,-48304,26955
1215,-94118,13007,57765,-77.48,2266275,0.06,0.26,11.3597,52.4454,1.54,0.89,1215,卜蜂,5867549,5695695,3.02,157676,194380,-112823
1216,897310,2226828,1296410,71.77,31581671,0.71,0.44,12.5675,60.8656,0.73,0.43,1216,統一,15678931,14514581,8.02,197291,305546,1962856
1217,95414,50890,114094,-55.4,3466313,0.15,0.35,11.2005,60.5981,1.03,0.63,1217,愛之味,1321023,1254302,5.32,67874,31441,-61427
1218,-78698,69064,81113,-14.85,3232980,0.21,0.25,10.9472,52.5502,1.47,0.78,1218,泰山,2263544,2520466,-10.19,167803,173678,-64913
1219,-36016,30169,-33608,,2463300,0.12,-0.14,11.0877,65.2863,2.55,1.45,1219,福壽,2054939,2007912,2.34,41504,-7098,-12919
1220,21308,-706,164886,,1790780,(<<<<<),0.98,11.9633,65.4517,2.12,1.45,1220,台榮,878102,940718,-6.66,-7490,67210,-10885
1221,-49683,84810,-17822,,1578020,0.54,-0.12,11.4071,56.2398,1.49,0.8,1221,久津,909060,826783,9.95,44618,41061,68456
1222,28611,-330227,-182537,80.91,1874000,-1.76,-0.97,5.0845,41.1955,0.28,0.18,1222,源益,535982,770147,-30.41,-149134,-230123,-164879
1223,-158294,-203013,-353358,-42.55,1200000,-1.69,-0.46,37.4001,45.5176,1.2,0.14,1223,順大裕,1835334,1845151,-0.53,-25579,-214855,-172960
1224,-38746,-87757,-29413,198.36,949421,-0.92,-0.31,7.3535,27.1186,0.76,0.27,1224,惠勝,1794343,1276300,40.59,39619,10947,-123492
1225,-12118,59811,-19264,,1995418,0.3,-0.1,10.217,64.3491,1.04,0.51,1225,福懋油,1878174,1822540,3.05,44409,-7146,15402
1226,-176623,-106425,-445882,-76.13,2320000,-0.46,-1.92,6.7086,37.302,0.53,0.17,1226,立大,790844,1516823,-47.86,-61763,-221407,-26445
1227,-108820,0,97014,-100,,,0.32,,,,,1227,佳格,0,2350232,-100,,262205,
1228,-23272,-68507,-449097,-84.75,998000,-0.69,-3.16,8.24,27.5325,0.91,0.13,1228,臺芳,303203,351246,-13.68,-121102,-425825,52595
1229,436525,697133,463863,50.29,6483263,1.08,0.75,14.3025,76.5155,0.8,0.5,1229,聯華,688361,694054,-0.82,22879,26624,662730
1230,-74261,-85953,-123774,-30.56,728957,-1.18,-1.7,0.0116,0.0781,0.46,0.04,1230,聯成食,228848,817170,-72,-16015,-49513,-69938
1231,2054,73547,101752,-27.72,1120000,0.66,0.95,14.0997,68.3787,1.78,0.74,1231,聯華食,835363,921355,-9.33,96098,130091,5150
1232,1783,140964,46619,202.37,1509197,0.93,0.31,12.1362,57.0421,1.18,0.68,1232,大統益,2595761,2504362,3.65,160723,49815,9652
1233,-7752,45171,22765,98.42,804898,0.56,0.3,11.6081,72.7612,2.02,1.25,1233,天仁,530890,497005,6.82,49758,36623,8183
1234,11573,132403,229702,-42.36,5250000,0.25,0.46,14.1788,64.0963,2.31,1.92,1234,黑松,1926936,2016245,-4.43,188194,270129,5709
1235,-681,32684,16163,102.21,355589,0.92,0.49,14.6405,65.5374,2.64,2.1,1235,興泰,475499,432022,10.06,32966,22635,8937
13,1862132,22247663,10406575,113.78,159193747,1.4,0.72,17.8273,53.197,1.23,0.61,13,塑膠類,123960803,96816622,28.04,9509682,6861143,8070523
1301,435998,6919120,3583555,93.08,38527898,1.8,1.01,20.8736,54.4555,1.28,0.41,1301,臺塑,25177871,17895402,40.69,2548597,2207995,3488615
1303,229982,9949725,5170337,92.44,52323647,1.9,1.18,21.566,51.1194,1.1,0.51,1303,南亞,53229388,45211141,17.74,4464981,3990318,2036728
1304,379652,506945,509300,-0.46,7714032,0.66,0.7,13.0891,72.0278,3.65,2.69,1304,臺聚,2480872,2249738,10.27,-93729,189448,558788
1305,230091,-48109,165723,,4248035,-0.11,0.39,13.2925,52.801,1.5,0.85,1305,華夏,3741537,3304375,13.23,-172168,-31622,64793
1306,-24021,69705,111,+++++,432000,1.61,<<<<<,14.2133,34.355,0.99,0.48,1306,合發,858772,757681,13.34,96149,25185,-19918
1307,6627,51495,49645,3.73,2069490,0.25,0.24,12.621,62.9024,1.39,0.73,1307,三芳,1842946,1739114,5.97,29821,57517,18111
1308,106124,76237,197048,-61.31,2279277,0.33,0.86,16.6641,83.1477,3.24,2.72,1308,亞聚,1283664,1219935,5.22,-24452,140623,96284
1309,61956,79405,100474,-20.97,2626218,0.3,0.45,14.6757,82.2793,4.15,2.88,1309,臺達化,2256767,1751850,28.82,5128,60279,58892
1310,91171,800700,72777,+++++,4618265,1.73,0.17,14.0692,81.4921,2.4,1.21,1310,台苯,4076745,1654606,146.39,957302,-37944,61859
1311,10216,103053,201887,-48.96,2581704,0.4,0.81,14.4952,74.5641,2.34,1.36,1311,福聚,3511731,2453981,43.1,97033,252271,39420
1312,-143061,1154035,15520,+++++,6470825,1.78,0.02,12.1679,57.3656,2.29,1.61,1312,國喬,4907579,2482574,97.68,804944,160385,510658
1313,336078,168841,322423,-47.63,6814497,0.25,0.52,12.294,62.5544,4.57,2.84,1313,聯成,1681218,1602900,4.89,11508,-7783,168521
1314,-19570,1682752,-439825,,14828689,1.13,-0.31,13.8762,37.6511,0.6,0.32,1314,中石化,8595655,4653262,84.72,685401,-570265,756950
1315,142456,-1284,173874,,2415227,(<<<<<),0.72,12.9017,63.6853,1.54,1.05,1315,達新,1467781,1345851,9.06,28331,52252,-25494
1316,65680,157958,60284,162.02,1403322,1.13,0.43,11.7756,67.8651,0.68,0.37,1316,上曜,565059,709381,-20.34,-63357,-5392,221315
1317,-42750,320139,-99490,,520875,6.15,-1.91,6.4867,12.325,0.73,0.38,1317,尚鋒,597424,626112,-4.58,-5642,-56740,-16027
1318,-18687,35186,4959,609.54,1235000,0.28,0.04,13.1806,43.6019,1.14,0.55,1318,普大,1630272,1115452,46.15,46629,42808,39567
1319,-93033,2485,74789,-96.68,3962170,<<<<<,0.2,11.93,54.1051,0.9,0.67,1319,東陽,2829181,3032656,-6.71,104505,227938,-72960
1321,31407,-41330,66334,,2080845,-0.2,0.33,13.4908,65.0256,1.06,0.46,1321,大洋,2048385,1885484,8.64,-69923,39582,8369
1323,-2743,20394,40409,-49.53,713753,0.29,0.59,11.8601,68.016,1.75,1.34,1323,永裕,483596,469922,2.91,19799,43238,5801
1324,7719,154550,42849,260.69,521478,2.96,0.94,13.9338,67.823,2.21,1.91,1324,地球,462213,469592,-1.57,2400,48095,7490
1325,70840,85661,93592,-8.47,806500,1.06,1.35,12.4788,81.9357,7.83,6.42,1325,恒大,232147,185613,25.07,36425,32955,62761
14,-353860,7935690,4820556,64.62,297327990,0.27,0.17,13.2524,52.0485,1.07,0.36,14,紡織纖維類,158815120,133742395,18.75,3227675,1552838,1380513
1402,1778562,854789,2181292,-60.81,30803829,0.28,0.83,16.6706,51.7637,1.12,0.57,1402,遠紡,15950037,13354804,19.43,88354,402730,766435
1407,-1438395,-156235,678322,,24345602,-0.06,0.28,11.7138,45.1473,0.6,0.15,1407,華隆,13525222,12758152,6.01,-175137,-949359,-16567
1408,-419002,-522901,-583058,-10.32,9084506,-0.58,-0.69,10.2699,38.9146,0.7,0.15,1408,中紡,5169115,5063510,2.09,-170105,-164056,-352796
1409,217988,-143084,6946,,13306409,-0.11,<<<<<,10.1638,57.8118,0.9,0.48,1409,新纖,6760974,5747358,17.64,-290248,-212254,65797
1410,573,-59998,1244,,900000,-0.67,0.01,12.2223,82.4682,2.6,2.16,1410,南染,296354,307466,-3.61,-36977,-3995,-38747
1413,22811,-241784,6762,,2836457,-0.85,0.02,10.0557,54.2494,0.69,0.16,1413,宏洲,1691772,821559,105.92,-227516,-102836,-29708
1414,-20667,-225715,-141672,59.32,3515775,-0.64,-0.4,8.4176,37.8023,0.56,0.29,1414,東和,1697493,1674311,1.38,-128994,-120162,-103831
1416,-255420,-104641,-276922,-62.21,5532574,-0.19,-0.5,12.4099,58.1666,1.34,0.61,1416,廣豐,1478675,1256696,17.66,-61474,-17198,-72053
1417,25532,50307,41362,21.63,4157493,0.12,0.1,10.7168,68.5014,0.99,0.32,1417,嘉裕,1057197,1064294,-0.67,-10381,17336,56020
1418,34658,254978,-172764,,2638553,0.97,-0.65,11.4051,78.0577,2.45,1.63,1418,東華,1182997,549821,115.16,-42747,-214979,289668
1419,163086,16973,165490,-89.74,2904000,0.06,0.57,11.3362,56.259,0.58,0.4,1419,新紡,431740,435021,-0.75,8753,2404,8820
1420,-918127,-264929,-823869,-67.84,7880511,-0.34,-1.05,9.3814,33.5842,0.92,0.29,1420,潤泰,4855565,4820822,0.72,-34204,103406,-264912
1422,-63549,-337074,-2614,+++++,1800000,-1.87,-0.01,10.7715,30.2232,1.12,0.18,1422,民興,935394,695500,34.49,21864,55929,-370484
1423,115715,21115,43278,-51.21,1793000,0.12,0.24,11.6808,69.5902,3.57,0.55,1423,利華,1242099,1058869,17.3,30284,-61855,-2669
1431,-1346674,-661743,-1427387,-53.64,2789250,-2.37,-5.12,7.1161,15.1819,0.7,0.09,1431,新燕,645327,878142,-26.51,-131412,-80535,-530331
1432,-293254,23271,-344644,,2077654,0.11,-1.66,6.4836,25.8991,0.84,0.26,1432,大魯閣,977215,761584,28.31,-3601,-60317,24802
1433,1521495,6622793,2399119,176.05,35079784,1.89,0.75,23.1779,52.8909,1.34,0.45,1433,臺化,30835032,20448196,50.8,2273722,426798,1092638
1434,-75141,877463,780600,12.41,13980944,0.63,0.59,12.7672,58.6996,1.82,1.02,1434,褔懋,8720303,7198289,21.14,1121745,1020926,-11715
1435,56786,-1856,30205,,1397801,-0.01,0.22,10.942,87.3885,5.33,1.29,1435,中褔,299909,373665,-19.74,-5932,-24626,-3958
1436,123937,-88774,53376,,3194400,-0.28,0.17,11.8056,66.3395,2.13,0.15,1436,褔益,241442,589145,-59.02,-129639,-64889,39795
1437,-201,16130,-5806,,1572008,0.1,-0.04,13.7111,72.0404,3,1.27,1437,勤益,226116,308075,-26.6,-43568,-7389,38863
1438,133191,-250014,90595,,1024115,-2.44,0.97,7.4034,42.6171,0.83,0.25,1438,裕豐,245196,384070,-36.16,-28800,-42596,-221214
1439,33072,15179,32952,-53.94,1085400,0.14,0.3,11.996,56.4763,1.59,0.82,1439,中和,704143,680628,3.45,-8607,4675,28846
1440,33126,92271,-129462,,15013380,0.06,-0.09,12.5791,61.0238,1.23,0.28,1440,南紡,5143838,4231434,21.56,-89827,-163450,192498
1441,-30433,8419,-91481,,1725696,0.05,-0.53,12.4284,47.3847,1.32,0.31,1441,大東,1139805,951633,19.77,55937,-54368,-35691
1442,-346307,-490526,-439461,11.62,1991580,-2.46,-2.21,7.0869,27.6062,1.17,0.05,1442,達永興,854146,199265,328.65,-55313,-93154,-411285
1443,24479,-26416,-15235,73.39,3010900,-0.09,-0.05,11.323,73.4067,1.52,0.59,1443,立益,715160,843355,-15.2,-32765,-23284,4735
1444,156366,-229111,276211,,8045400,-0.28,0.38,11.4781,66.2314,1.21,0.85,1444,力麗,2986067,2895452,3.13,-121169,156845,-107942
1445,-8867,20104,99912,-79.88,1952170,0.1,0.51,11.7038,62.4146,1.9,0.82,1445,大宇,1211976,985276,23.01,6610,37429,13435
1446,-101021,-86661,74024,,3338158,-0.26,0.22,12.8909,53.8338,1.01,0.44,1446,宏和,3820959,2887334,32.34,-59752,182502,-26950
1447,139039,101734,416420,-75.57,6277563,0.16,0.73,12.0975,61.5727,0.82,0.41,1447,力鵬,4030898,2592554,55.48,94625,196381,-86391
1449,-152719,219819,-21922,,6668541,0.33,-0.03,10.7959,58.6606,0.83,0.24,1449,佳和,2593402,2740515,-5.37,23891,188369,191471
1450,-45466,44670,-113304,,2821132,0.16,-0.4,12.5035,54.5873,0.8,0.49,1450,新藝,905390,601026,50.64,67683,-58951,-15074
