stock,89年1-9月,稅後純益,89年1-9月,增(減)(%),期末股本,稅後純益,89年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-9月,增(減)(%),營業利益,89年1-9月,營業外
2410,55,-362729,38046,,1235000,-2.94,0.31,10.1212,66.544,1.41,0.5,2410,普大,1916012,2842316,-32.59,-17432,95530,-338046
2411,230812,686086,746480,-8.09,4696000,1.46,1.71,13.5517,86.2815,3.67,3.33,2411,飛瑞,2806133,3161011,-11.23,469011,637937,311534
2412,-188716,28482355,30747294,-7.37,96477249,2.95,3.19,38.3672,81.5577,1.26,0.73,2412,中華電,138576478,139014016,-0.31,37447783,41220004,-6133
2413,60680,202514,205278,-1.35,1205865,1.68,2.19,23.7346,69.6297,4.5,3.01,2413,環科,1431764,1576368,-9.17,161738,227859,84596
2414,-5836,54635,97629,-44.04,1017021,0.54,1.16,15.8384,58.2698,1.8,1.37,2414,精技,4842902,4182354,15.79,56200,117338,-7103
2415,60445,113483,103761,9.37,763559,1.49,1.43,17.018,72.2729,6.12,5.66,2415,錩新,631855,665049,-4.99,85683,74096,66767
2416,176973,148723,642171,-76.84,2115000,0.7,3.87,23.5037,41.9273,1.69,1.13,2416,世平,15467885,10707855,44.45,443858,633537,-242777
2417,3658,60085,99251,-39.46,994309,0.6,1.16,15.409,82.7915,2.81,1.99,2417,圓剛,583134,683957,-14.74,29594,127656,23581
2418,44050,682736,434358,57.18,2950118,2.31,2.16,18.4267,51.5609,1.36,0.73,2418,雅新,5531321,4211162,31.35,775335,461634,38620
2419,-336492,32037,-186456,,1096259,0.29,-1.95,15.0204,39.3276,1.75,1.24,2419,仲琦,2153013,1638827,31.38,138368,168541,-93622
2420,15622,55601,59309,-6.25,924866,0.6,0.67,14.1891,71.6531,1.75,0.93,2420,新巨,1032367,1062346,-2.82,55497,52154,9990
2421,41117,147720,110194,34.05,1605413,0.92,0.91,14.5782,74.2877,2.75,1.55,2421,建準,2023829,2017078,0.33,175109,98335,11185
2422,86342,-177162,281708,,2831895,-0.63,1.11,13.1281,61.9608,1.82,0.82,2422,國聯,1115932,1259358,-11.39,-175276,178822,-28897
2423,13798,100464,79888,25.76,767881,1.31,1.16,13.6629,76.4416,2.07,1.21,2423,固緯,774248,726134,6.63,59978,68774,41586
2424,-20633,45420,80649,-43.68,887224,0.51,1.01,10.4819,67.379,1.6,1.03,2424,隴華,869734,1487603,-41.53,46108,103286,1452
2425,8249,132411,124699,6.18,1171878,1.13,1.21,14.9996,45.1666,1.59,0.94,2425,承啟,4366687,4000577,9.15,104591,125206,37683
2426,6433,25651,97397,-73.66,1154297,0.22,0.99,11.3631,45.9767,1.77,0.81,2426,鼎元,976407,1101037,-11.32,37881,101630,-29292
2427,72419,188887,233812,-19.21,1572274,1.2,1.88,18.5159,61.4983,1.9,0.91,2427,三商電,3119357,2188407,42.54,239284,217161,932
2428,10539,79084,45106,75.33,757079,1.04,0.65,14.4239,89.2914,4.46,3.12,2428,興勤,433769,322075,34.68,104600,44207,2384
2429,-101916,-43936,49600,,827385,-0.53,0.6,13.0374,50.2633,1.23,0.85,2429,永兆,764825,1121816,-31.82,26938,167191,-97031
2430,415526,548517,325132,68.71,2122900,2.58,1.84,20.9672,47.2052,1.2,0.66,2430,燦坤,7236808,5618370,28.81,233605,13050,458218
2431,57324,29705,67020,-55.68,1052524,0.28,0.7,15.0208,72.5734,2.3,1.68,2431,聯昌,1425835,1780045,-19.9,61541,20097,-29879
2432,-55374,11529,260938,-95.58,1498000,0.08,2.04,18.0239,86.6088,1.69,1.11,2432,倚天,728473,1740220,-58.14,137133,392928,-96582
2433,691924,-331053,636562,,1805502,-1.83,4.2,9.8304,58.158,0.84,0.56,2433,互盛電,1295932,1588421,-18.41,21543,-52997,-331196
2434,-6996,24727,118819,-79.19,771511,0.32,1.83,10.9586,71.8659,2.78,0.92,2434,統懋,389308,550286,-29.25,53154,150745,-17612
2435,-7399,-232515,178611,,1678800,-1.38,1.18,9.9625,35.0014,0.8,0.49,2435,台路,2001571,2442673,-18.06,-149561,133986,-83496
2436,320311,147528,561876,-73.74,1614000,0.91,4.64,13.9918,91.5545,7.77,6.92,2436,偉詮電,909443,1007370,-9.72,190210,236830,-40890
2437,64680,242515,308192,-21.31,1255450,1.93,3.9,26.0137,91.5627,11.85,10.25,2437,旺詮,823700,844433,-2.46,266492,307344,40726
2438,44165,-157150,190302,,2406325,-0.65,0.87,14.8913,52.3449,2.18,1.02,2438,英誌,4126767,4144750,-0.43,63918,166261,-222918
2439,158752,148005,220740,-32.95,957801,1.55,3.17,19.207,77.6814,3.02,2.68,2439,美律,548377,799642,-31.42,82884,94712,101855
2440,-13799,88196,114872,-23.22,1500000,0.59,1.07,13.1937,51.1022,1.35,0.67,2440,太空梭,1891394,1892343,-0.05,171378,156488,-77115
2441,-63796,172424,396896,-56.56,2236722,0.77,2.15,14.3822,59.0867,1.64,1.39,2441,超豐,2386142,2804553,-14.92,236733,524371,-68117
2442,-43050,-109402,177951,,1524600,-0.72,1.23,15.5869,42.1797,1.12,1.08,2442,美齊,7371750,11073638,-33.43,135579,278576,-202106
2443,-58306,-74184,136470,,3082618,-0.24,0.49,13.9672,61.581,0.84,0.55,2443,利碟,2472374,2021691,22.29,-168118,108606,98594
2444,25273,274925,232507,18.24,940000,2.92,3.17,18.8993,72.7804,2.4,1.38,2444,友旺,2282997,2245323,1.68,312466,264234,19959
2445,7883,-50984,35324,,753450,-0.68,0.51,10.5809,59.9868,1.62,0.48,2445,南方,723696,584036,23.91,-51606,23077,-9514
2446,-17730,18738,310655,-93.97,3868925,0.05,1.11,14.0126,81.7055,1.83,1.42,2446,全懋,1446544,1706445,-15.23,54551,327284,-15586
2447,-10249,143442,203937,-29.66,647000,2.22,4.62,13.5047,40.4141,1.45,1.3,2447,鼎新,1757569,1152227,52.54,150331,229190,6044
2448,-7967,-26815,13339,,841500,-0.32,0.17,17.8933,59.2642,1.52,0.42,2448,晶元,413088,488678,-15.47,-79202,2127,53286
2449,-48040,-388589,687068,,4366722,-0.89,2.61,20.1158,46.1814,0.27,0.23,2449,京元電,3009380,2715837,10.81,-355500,771671,-247413
2450,-15999,395323,64796,510.1,1615852,2.45,0.49,12.8535,54.1846,2.08,1.21,2450,神腦,9412567,8309196,13.28,638457,110069,-99076
2451,-22554,342412,508824,-32.71,1665120,2.06,3.84,14.819,83.3599,4.3,3.11,2451,創見,3512254,4191949,-16.21,413071,686218,11631
2452,15154,200669,239498,-16.21,967000,2.08,2.92,18.157,89.9622,5,3.15,2452,乾坤,877511,904755,-3.01,157772,199415,58077
2453,16174,69559,73575,-5.46,884520,0.79,0.97,17.6584,63.2706,2.26,1.33,2453,凌群,1731487,1908818,-9.29,45003,86522,2537
2454,118151,4005073,2680847,49.4,3160056,12.67,12.36,32.7241,72.8589,2.85,2.7,2454,聯發科,9345781,9468551,-1.3,3511816,2705839,687257
2456,74618,195402,142685,36.95,903000,2.16,1.69,13.0916,74.8867,1.51,0.84,2456,奇力新,716916,747758,-4.12,97535,101321,87901
2457,484883,454404,431552,5.3,1960500,2.32,2.81,17.9774,46.1098,1.3,0.9,2457,飛宏,4620327,4620388,0,392993,72946,184020
2458,-6299,644127,729979,-11.76,2950383,2.18,3.31,13.6922,88.1239,2.75,1.66,2458,義隆,2822915,2787378,1.27,703875,764845,-90367
2459,144387,207838,218257,-4.77,768000,2.71,3.6,18.9914,70.2185,1.59,1.34,2459,敦吉,1978001,1586333,24.69,133256,142183,135597
2460,-23349,25904,48448,-46.53,528110,0.49,1.22,13.543,49.1589,1.44,0.89,2460,建通,730920,747299,-2.19,40501,87835,-6735
2461,52946,184146,182190,1.07,933000,1.97,2.15,17.0656,73.2311,3.33,2.76,2461,光群雷,725446,671783,7.99,99119,136244,80047
2462,19511,20246,46376,-56.34,557471,0.36,0.88,12.4213,77.9451,3.96,3.54,2462,良得電,713006,884287,-19.37,14026,43033,15157
2463,35041,54846,95809,-42.75,556550,0.99,2.27,14.8283,77.5367,2.37,1.23,2463,研揚,671405,698831,-3.92,48895,68855,3070
2464,12020,82580,75792,8.96,699540,1.18,1.22,11.9414,62.1136,2.5,1.45,2464,盟立,1526362,1190735,28.19,93470,83532,23631
2465,-34399,176703,88785,99.02,849831,2.08,1.27,18.0986,54.216,4.39,2.28,2465,麗臺,3563421,2906013,22.62,197894,128176,-8686
2466,-16432,5289,56710,-90.67,537802,0.1,1.54,13.1963,54.2359,1.29,0.39,2466,冠西電,445326,461113,-3.42,29386,72953,-22600
2467,24521,116480,113253,2.85,602800,1.93,2.43,17.9282,76.8639,3.05,1.46,2467,志聖,768674,792897,-3.05,44974,109710,60535
2468,-16764,25978,88400,-70.61,587500,0.44,1.74,13.4545,50.6876,2.4,1.91,2468,華經,1502756,1951720,-23,34219,132645,2421
2469,82953,128770,114523,12.44,881786,1.46,1.72,13.8679,55.4889,3.96,3.16,2469,力信,956968,780160,22.66,25876,65029,134436
2470,12694,81446,153664,-47,1213000,0.67,2.21,16.3306,37.1401,2.14,1.2,2470,品佳,5706942,4204559,35.73,211535,186013,-112906
2471,5826,9558,44922,-78.72,506418,0.19,1.04,17.7994,83.6006,5.64,5,2471,資通,427132,461557,-7.46,-7979,48644,12825
2472,23042,198837,135507,46.74,907500,2.19,2.34,21.2335,66.1029,1.93,1.44,2472,立隆電,1516614,1248133,21.51,223605,142199,31006
2473,40129,232044,135468,71.29,650000,3.57,2.89,27.3643,87.6251,4.73,4.56,2473,思源,344652,222719,54.75,182896,115599,53148
2474,-59125,235232,195628,20.24,1020496,2.31,2.32,26.4652,89.1489,5.44,4.73,2474,可成,725689,908102,-20.09,199153,295326,35807
2475,3724941,-3801638,7012816,,43734000,-0.87,1.86,10.6906,49.4544,0.9,0.7,2475,華映,22495814,33552180,-32.95,-2894921,4487289,-570276
2476,288875,172895,369232,-53.17,1140000,1.52,4.49,17.556,62.4809,17.44,16.51,2476,鉅祥,636437,838189,-24.07,57411,131904,143740
2477,240505,297193,357708,-16.92,1019000,2.92,4.79,18.9975,75.5811,2.32,2.03,2477,美隆電,932227,1216903,-23.39,219801,251927,176229
2478,67963,191797,326929,-41.33,936660,2.05,5.22,27.8036,89.5092,7.62,2.97,2478,大毅,580666,893310,-35,120344,360725,78959
2479,-38212,177172,89530,97.89,1231000,1.44,0.99,19.346,57.1713,1.5,1.13,2479,和立,1508715,813225,85.52,84175,137242,81407
2480,5914,699953,499120,40.24,1317478,5.31,5.97,16.8408,46.0777,1.82,1.12,2480,敦陽科,4261822,3292703,29.43,870211,659068,38044
2481,-34851,126536,265532,-52.35,984683,1.28,3.55,19.9017,48.083,2.01,1.11,2481,強茂,1231483,1602041,-23.13,164812,355425,-31688
2482,-4705,58948,36058,63.48,467000,1.26,0.86,12.9747,81.3172,3.97,2.3,2482,連宇,455960,451417,1.01,50495,48225,22400
2483,36884,117241,132312,-11.39,789539,1.48,2.24,18.656,95.2387,10.55,8.64,2483,百容,396942,487770,-18.62,85249,119700,47125
2484,24603,58489,90854,-35.62,694000,0.84,1.7,22.5971,75.5502,2.55,1.86,2484,希華,492803,559899,-11.98,69648,95246,-5549
2485,11562,109405,258842,-57.73,1356582,0.81,2.65,16.264,83.2257,2.67,1.85,2485,兆赫,1507352,2152058,-29.96,155956,304480,-27032
2486,-16870,-3407,45164,,628205,-0.05,0.97,12.3262,51.8712,0.75,0.48,2486,一詮,466386,609056,-23.42,32606,65592,-30192
2487,69019,-55176,118493,,782884,-0.7,1.85,24.7885,93.6775,12.28,11.63,2487,友立資,373459,390207,-4.29,-11192,56686,-36656
2488,30562,222494,177641,25.25,846000,2.63,2.54,17.8843,60.615,1.29,0.72,2488,漢平,1473968,1507299,-2.21,216760,198240,73857
2489,58466,484607,331582,46.15,1996235,2.43,2.04,21.4424,55.4055,2.82,2.41,2489,瑞軒,6693396,7134097,-6.18,270212,280573,187690
2490,25718,66395,100109,-33.68,998878,0.66,1.17,27.5797,62.4214,1.47,0.73,2490,皇統,1128411,1133745,-0.47,76374,89108,6207
2491,71954,-729742,762519,,2533452,-2.88,4.68,35.5547,64.064,0.54,0.42,2491,訊碟,1498152,2361222,-36.55,-117695,642205,-737127
2492,48952,-170900,1037497,,2629785,-0.65,7.36,26.8394,71.0674,1.91,1.28,2492,華新科,2911728,4188090,-30.48,-86779,1073337,-188121
25,-5706137,-7669436,-5469877,-40.21,180014535,-0.43,-0.3,10.7692,43.46,1.5,0.16,25,營造建材類,82402084,82730890,-0.4,-1576495,895246,-5912693
2501,13653,47451,835897,-94.32,16198232,0.03,0.5,12.2417,91.2735,15.85,2.91,2501,國建,2398450,6081972,-60.56,-179167,923613,243945
2504,-465441,467853,-332305,,11137800,0.42,-0.29,11.51,55.807,1.42,0.57,2504,國產,5691929,6527439,-12.8,-70481,149661,574235
2505,-156319,139156,-242296,,5833487,0.24,-0.42,5.4818,29.661,1.35,0.02,2505,國揚,2035463,1506626,35.1,-22751,-91035,139374
2506,-201854,131915,72270,82.53,12896569,0.1,0.06,12.0098,33.55,1.3,0.18,2506,太設,6856603,5454216,25.71,69838,274124,78077
2509,25239,-4213,105853,,1977525,-0.02,0.52,11.7018,43.1493,1.44,0.14,2509,全坤興,472519,526629,-10.27,87407,80788,-91333
2511,-553779,-206402,-628060,-67.14,9216426,-0.22,-0.68,10.6835,48.1208,1.56,0.07,2511,太子,3097490,2036442,52.1,-42204,-4758,-189122
2512,177139,-899646,13201,,8549887,-1.05,0.02,6.2128,55.4468,2.24,0.11,2512,寶建,5591326,3941091,41.87,-52173,-163938,-817115
2513,-823348,808832,-982026,,7830435,1.03,-1.25,11.1611,36.5159,1.12,0.09,2513,潤建,4357729,3543350,22.98,-280738,-206206,1102164
2514,299168,-188407,44062,,5807177,-0.32,0.08,11.948,67.2923,0.94,0.23,2514,龍邦,814317,1734746,-53.06,-309823,-208786,79248
2516,191274,-382024,85101,,3547450,-1.08,0.24,9.8424,44.2097,1.52,0.36,2516,新建,3884947,3283273,18.33,-299090,-109726,-75892
2517,88036,-1392847,-193746,618.9,6634423,-2.1,-0.29,8.1539,34.2316,1.11,0.01,2517,長谷,767784,1729332,-55.6,-430128,-337331,-962070
2518,-703384,-2266250,-1229349,84.35,12410065,-1.83,-0.99,7.939,28.6627,1.14,0.03,2518,長億,1433281,2434088,-41.12,-544905,-524472,-1723524
2520,53751,267749,799306,-66.5,5043767,0.53,1.56,13.8628,44.4999,1.54,0.06,2520,冠德,3508810,5904446,-40.57,219143,860309,76903
2521,-1293346,-544712,-1853036,-70.6,4388434,-1.24,-4.22,6.3043,28.9349,1.29,0,2521,宏總,63534,214176,-70.34,-78404,-559026,-466308
2523,-35191,360643,378016,-4.6,4359000,0.83,0.87,12.9034,54.4532,1.81,0.67,2523,德寶,7218567,7215550,0.04,486100,546905,9499
2524,-108914,-185674,-196308,-5.42,1486626,-1.25,-1.32,6.7276,22.5533,1.22,0.03,2524,京城,1165303,588988,97.85,-106826,-69685,-97081
2525,-638816,-538134,-1080648,-50.2,7766720,-0.69,-1.39,6.9734,52.5275,1.46,0.02,2525,寶祥,42780,90083,-52.51,-58414,-366235,-479720
2526,-110157,337552,-170234,,8035913,0.42,-0.22,16.994,42.8939,1.21,0.29,2526,大陸,7576830,6317063,19.94,376785,-1268,-39240
2527,-243112,-873665,-380726,129.47,5138737,-1.7,-0.74,10.2954,52.0294,1.25,0.01,2527,宏璟,245451,134845,82.02,-199806,-132575,-680973
2528,-373955,-435979,-453229,-3.81,2457907,-1.77,-1.84,7.1958,28.0016,1.28,0.06,2528,皇普,3149858,1274995,147.05,-103549,-79274,-330188
2530,-654,-395976,-13751,+++++,4202286,-0.94,-0.03,15.1146,37.2365,1.42,0.01,2530,華建,3972268,1085813,265.83,192187,-41549,-586031
2531,-217442,-513888,-239407,114.65,1252685,-4.1,-0.96,5.7279,13.6175,1.12,0.03,2531,三采,665627,709125,-6.13,-129872,-21797,-376443
2533,-60169,-444165,-160560,176.63,1589513,-2.79,-1.01,7.1466,29.8903,1.22,0.05,2533,昱成,443394,276416,60.41,-224206,-97808,-219029
2534,-201464,74368,-93419,,5561591,0.13,-0.18,16.4485,39.3615,2.22,0.04,2534,宏盛,1854305,1864796,-0.56,99364,153672,-20083
2535,174848,-12048,138135,,2705151,-0.04,0.48,11.3757,52.5577,1.29,0.63,2535,達欣工,3044146,3022093,0.73,54243,-77503,-41274
2536,68855,-206536,222654,,3179559,-0.65,0.7,18.6591,77.1946,3.86,0.35,2536,宏普,865609,1546874,-44.04,-35681,162299,-215859
2537,-9666,-345125,-208137,65.82,3211567,-1.07,-0.65,5.0792,42.1646,1.6,0.14,2537,春池,666252,253943,162.36,-158866,-198019,-186246
2538,-58531,14521,22314,-34.92,3134339,0.05,0.07,12.3849,34.0905,1.23,0.02,2538,基泰,367281,727473,-49.51,15155,75214,-114
2539,-115281,-112160,-133682,-16.1,1104857,-1.02,-0.6,5.0066,21.3776,1.09,0.14,2539,櫻建,590512,818021,-27.81,-8354,-5676,-103806
2540,-337858,-430572,-690262,-37.62,3800000,-1.13,-1.79,11.366,38.9776,8.58,0.3,2540,林三號,339499,453607,-25.16,-71529,-332401,-359018
2542,-12153,-212620,205033,,2640112,-0.81,0.82,11.4636,43.6787,1.76,0.12,2542,宏巨,1525818,2023164,-24.58,-172275,256142,-37991
2543,-83747,28388,51432,-44.8,867371,0.33,0.59,11.5365,29.867,1.07,0.29,2543,皇昌,1904078,2081133,-8.51,113770,137741,-72117
2544,38665,243471,382154,-36.29,1990790,1.22,2.23,13.089,64.2383,1.62,0.5,2544,昌益,2400042,2668636,-10.06,215839,403567,6661
2545,-2986,-52550,143972,,1317071,-0.4,1.08,12.1626,55.796,1.78,0.07,2545,皇翔,297645,1205269,-75.3,-46878,140433,-6272
2546,12657,42269,57172,-26.07,671063,0.63,0.84,11.2764,36.8277,1.27,0.77,2546,根基,2699639,2479474,8.88,48857,63259,14998
2547,-41855,9989,254732,-96.08,2070000,0.05,1.48,11.4315,34.1239,1.25,0.02,2547,日勝生,392998,975703,-59.72,70937,296587,-60948
26,222162,-75467,503668,,11913392,-0.06,0.42,12.3069,60.8109,1.19,0.88,26,運輸類,8552573,9203069,-7.07,188667,470144,-183512
2607,-42716,-67826,8479,,1452773,-0.47,0.06,11.5433,87.0078,4.71,4.58,2607,榮運,1303702,1653473,-21.15,50470,82570,-101489
2608,145043,-149459,298541,,5202274,-0.29,0.57,11.7118,58.5769,1,0.94,2608,大榮,3035087,3288609,-7.71,45230,282256,-158202
2611,107577,1973,122957,-98.4,1649653,0.01,0.7,12.5518,78.5693,2.41,0.45,2611,志信,788509,874936,-9.88,19,24258,9002
2612,149743,185665,175669,5.69,2018682,0.92,0.87,13.3721,81.4626,0.94,0.85,2612,偉運,963811,1088976,-11.49,36585,46340,162735
2613,-115783,-78067,-151316,-48.41,890010,-0.88,-1.7,13.0995,28.1289,0.35,0.31,2613,中櫃,908750,785223,15.73,-34944,-57942,-53669
2616,-21702,32247,49338,-34.64,700000,0.46,0.7,13.6579,56.6456,0.81,0.75,2616,山隆,1552714,1511852,2.7,91307,92662,-41889
27,441876,392873,1007401,-61,14619767,0.27,0.71,15.5555,66.8834,0.84,0.67,27,觀光類,5563030,5493473,1.27,666603,796989,-76143
2701,246518,140555,304992,-53.92,2171710,0.65,1.56,15.5067,75.5815,3.61,3.58,2701,萬企,202755,215248,-5.8,102784,99467,76543
2702,-4019,-13411,-6011,123.11,637871,-0.21,-0.09,11.6345,55.2757,0.24,0.21,2702,華園,89701,118046,-24.01,-17202,-1221,3409
2704,-32445,-299291,-64741,362.29,3583125,-0.84,-0.18,16.3569,55.7828,0.25,0.09,2704,國賓,1415265,1078432,31.23,-69444,-28595,-234153
2705,-11017,-93598,-46377,101.82,2646000,-0.35,-0.18,18.5104,60.1721,0.64,0.26,2705,六福,1874641,1964660,-4.58,-99803,-50508,-24860
2706,119170,156081,190268,-17.97,1268561,1.23,1.66,23.7837,74.9486,4.08,4.01,2706,第一店,193403,180535,7.13,130947,121725,72602
2707,123669,502537,629270,-20.14,4312500,1.17,1.46,11.2607,87.7833,3.82,3.68,2707,晶華,1787265,1936552,-7.71,619321,656121,30316
28,-4567037,44661240,72750740,-38.61,908677221,0.49,0.83,14.8102,8.8253,2.97,2.93,28,金融保險類,1185191854,1157671686,2.38,57680463,92299989,-3720094
2801,-1205960,1445295,1562585,-7.51,35356134,0.41,0.46,21.793,6.6268,1.55,1.54,2801,彰銀,47795304,51178613,-6.61,3185177,3804368,-1259544
2802,-1288420,2739742,4433349,-38.2,38216000,0.72,1.22,21.9075,6.6243,3.01,2.98,2802,一銀,55779337,61960488,-9.98,4121488,6334136,-1177609
2803,-1179940,2971847,3866308,-23.13,37091000,0.8,1.1,21.2072,6.4318,2.53,2.51,2803,華銀,53585247,55118822,-2.78,4083134,5688334,-581149
2804,99813,10836621,11721579,-7.55,64383210,1.68,1.79,19.4403,63.6437,1.95,1.95,2804,開發,17307632,17931250,-3.48,10927991,11729584,-31370
2805,77560,-2016937,9806200,,58986158,-0.34,1.82,11.906,6.3887,74.53,72.3,2805,國壽,266370838,253521860,5.07,707285,12021344,148703
2806,-21163,4912106,4296968,14.32,36512000,1.35,1.3,16.6982,6.5999,1.4,1.39,2806,中銀,41327566,38648093,6.93,5247835,5617782,41104
2807,95755,5236,90803,-94.23,12665348,<<<<<,0.07,13.1086,5.8118,10.05,10.04,2807,竹商銀,13068059,13823035,-5.46,-125803,86658,152988
2808,196158,1863473,1642911,13.43,18038103,1.03,0.95,15.7617,9.0847,7.46,7.4,2808,北商銀,14747205,14856996,-0.74,2077481,1897969,172433
2809,55577,168895,6058,+++++,7243343,0.23,<<<<<,11.3952,6.434,8.24,8.16,2809,南企,5961952,6518013,-8.53,141547,32032,56088
2810,18728,-672516,-973770,-30.94,500000,-13.45,-2.1,4.2487,0.2522,9.36,9.22,2810,高企,4032848,4170862,-3.31,-554212,-897488,1915
2811,60783,-986993,-766382,28.79,6683162,-1.48,-1.15,7.1278,10.8063,17.42,17.24,2811,東企,1749132,1946714,-10.15,-1031554,-827165,44561
2812,15251,319215,-14056,,15380144,0.21,(<<<<<),11.1902,8.0071,7.9,7.9,2812,中商銀,9602296,9808649,-2.1,420252,12862,18963
2813,-67486,1565809,1480138,5.79,18090000,0.87,0.82,11.6461,78.9001,3.88,3.87,2813,國票,5239965,3703485,41.49,1777071,1657375,-42269
2814,105498,2712120,2428975,11.66,28114411,0.96,0.86,12.2121,72.1628,2.81,2.61,2814,興票,6569525,4296943,52.89,3194747,2946865,136907
2815,326809,5563733,6323981,-12.02,48554268,1.15,1.51,15.0763,9.1981,2.35,2.33,2815,中信銀,58788676,51627622,13.87,6290313,7327367,155928
2816,33551,125958,273886,-54.01,4035414,0.31,0.73,12.7696,41.5503,1.73,1.73,2816,友聯,8549214,6569576,30.13,47736,271575,115644
2817,394292,1111114,2309567,-51.89,20747765,0.54,1.31,18.5078,50.7496,2.93,2.91,2817,富邦保,33230620,29888322,11.18,2157665,2175275,-696551
2818,-971744,2940639,11714,+++++,22136112,1.33,<<<<<,12.7942,5.5571,39.14,39.11,2818,新壽,128891902,116999532,10.16,1542809,1342210,571312
2819,-5355,118561,463119,-74.4,4368977,0.27,1.06,14.655,35.4696,2.3,2.27,2819,中產,8738994,7315571,19.46,163422,542657,37913
2820,21001,-6523553,1257337,,16787000,-3.89,0.73,7.7593,66.5336,3.21,3.05,2820,華票,4547640,2916550,55.93,-6194992,1426587,47780
2821,510861,494871,2112689,-76.58,14700000,0.34,1.67,14.5119,53.0896,1.64,1.61,2821,復華,2656606,8068528,-67.07,279146,2259267,348436
2822,-277443,430797,815455,-47.17,12474000,0.35,0.65,20.1161,4.6578,3.4,3.06,2822,農銀,22040917,24927914,-11.58,912117,1503195,-173251
2823,17404,-599667,-980573,-38.85,6289880,-0.95,-1.56,9.8286,6.792,45.08,44.51,2823,中壽,15005090,13316789,12.68,-638237,-988719,40623
2824,339900,3510794,4656797,-24.61,27148878,1.29,1.91,19.6946,9.5773,2.21,2.2,2824,交銀,27300387,28607877,-4.57,3723004,4553194,115218
2825,-171103,173763,-118686,,3344500,0.52,-0.37,13.0568,29.4865,1.66,1.66,2825,中央保,7390767,7877244,-6.18,-108289,58315,291121
2826,10546,4631201,6266614,-26.1,37716644,1.23,1.83,17.0692,9.8172,3.29,3.27,2826,世華銀,31999024,32794543,-2.43,5769797,7649068,-163096
2827,36097,-646531,-145727,343.66,16076305,-0.4,-0.09,8.661,12.9577,2.62,2.19,2827,中聯,4671509,6389035,-26.88,-530984,-271248,-213978
2828,36019,-3167837,1157047,,16043332,-1.97,0.72,9.1764,7.4821,5.48,5.46,2828,萬通銀,9499453,10707705,-11.28,-4086763,1322412,13364
2829,92590,369201,1578090,-76.6,15703730,0.24,1,10.6603,8.0722,2.49,2.46,2829,大安銀,10599505,10639936,-0.38,441283,1732602,47611
2830,-576069,2786033,2647337,5.24,22306729,1.25,1.32,20.4782,7.5543,4.48,4.48,2830,台北銀,25848178,26520723,-2.54,3989077,3949749,-598898
2831,33487,690397,1224885,-43.64,15171392,0.46,0.81,11.1219,7.6503,3.44,3.42,2831,中華銀,10404204,11009608,-5.5,860348,1617897,16120
2832,-90859,96930,98328,-1.42,2431809,0.4,0.63,14.3333,32.9486,2.6,2.6,2832,台灣保,6026961,5753756,4.75,238038,291180,-72727
2833,-61545,687526,863889,-20.42,3220672,2.13,2.94,15.8999,6.7327,33.74,33.71,2833,台壽,22987899,22097357,4.03,741228,964448,-55548
2834,-897501,251096,2551279,-90.16,31809070,0.08,0.87,16.496,5.5843,3.38,3.36,2834,臺企銀,38341499,39123568,-2,962857,4162330,-925792
2835,20937,786343,-497367,,12346083,0.64,-0.4,9.3518,7.8085,5.4,5.39,2835,匯通銀,7714280,6758607,14.14,789865,-546468,68825
2836,25296,630300,503247,25.25,4486843,1.4,1.12,22.818,4.9673,1.12,1.12,2836,高雄銀,9223002,8787809,4.95,837494,546987,27235
2837,-9130,675070,358381,88.37,14009277,0.48,0.26,9.7617,7.1404,4.06,4.05,2837,萬泰銀,10432474,10295947,1.33,1041099,629152,-212634
2838,8714,608418,913429,-33.39,14889264,0.41,0.61,11.4574,9.035,4,3.94,2838,聯邦銀,10662820,11491810,-7.21,866881,1178726,27113
2839,36931,1628819,1695756,-3.95,19443976,0.84,0.96,11.9972,8.662,2.5,2.5,2839,華信銀,12733700,12206697,4.32,1817519,2108881,185622
2840,-24599,1821498,1372346,32.73,18175000,1,0.81,12.5971,8.6898,4.87,4.86,2840,玉山銀,13319556,11892960,12,1980496,1710690,11407
2841,-130591,155534,-2931627,,3000000,0.52,-9.77,6.317,2.9819,1.25,1.16,2841,台開,3032189,3213098,-5.63,222802,-2786785,-65837
2842,21260,2365130,1848909,27.92,21857367,1.08,1.07,13.0149,10.8827,7.44,7.43,2842,富邦銀,15874260,13518643,17.42,2301327,2060316,-18313
2843,3456,590896,789043,-25.11,12115136,0.49,0.65,10.6784,8.2133,7.32,7.24,2843,亞太銀,7587718,8166701,-7.09,714275,934754,4826
2844,172570,1202935,1830430,-34.28,24886440,0.48,0.77,11.2731,9.8926,3.16,3.12,2844,台新銀,19302263,17860787,8.07,849511,2201574,294245
2845,21754,795393,942963,-15.65,15248154,0.52,0.62,11.3804,9.5066,3.45,3.45,2845,遠東銀,9536018,9684111,-1.53,759975,966769,41143
2846,-256851,-6930028,-8036351,-13.77,3715000,-18.65,-5.33,-10.6741,-2.3261,1.03,0.92,2846,中興銀,6285331,9976183,-37,-7408263,-10295774,-315897
2847,-49358,457164,69609,556.76,16192549,0.28,0.05,11.1647,8.7319,4.01,3.99,2847,大眾銀,10441441,9600625,8.76,794532,196608,-209295
