stock,92年1-3月,稅後純益,92年1-3月,增減(%),期末股本,稅後純益,92年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,92年1-3月,增減(%),營業利益,92年1-3月,營業外
01,920921,3855953,1300253,196.55,77270895,0.5,0.17,17.1140471269729,58.567875268177,1.11871332122664,0.827405193691846,01,水泥類,12137003,11001697,10.32,905534,489038,3366776
1101,50132,1120046,167838,567.34,27103964,0.41,0.06,18.4315,49.7546,1.42,1.08,1101,台泥,6593107,6005480,9.78,346786,145706,923260
1102,756310,1872958,969842,93.12,20383904,0.92,0.48,20.617,69.2732,1.27,1.03,1102,亞泥,2404880,2344954,2.56,330528,264395,1607735
1103,202505,221310,211566,4.61,6996391,0.32,0.3,14.9828,66.1161,1.12,1.05,1103,嘉泥,600936,524292,14.62,2776,35422,252564
1104,2704,63315,-8857,,3711834,0.17,-0.03,20.6439,61.1312,1.33,0.81,1104,環泥,769454,617206,24.67,31448,-11561,31700
1107,-47156,7885,-73725,,5233922,0.02,-0.14,5.1818,29.3809,0.18,0,1107,建台,22211,84997,-73.87,-23877,-26569,149391
1108,-33824,367013,-25158,,4047380,0.91,-0.06,11.2387,55.2494,0.84,0.5,1108,幸福,916863,699082,31.15,91450,-407,299612
1109,-4799,45245,33155,36.47,4207140,0.11,0.08,13.3318,86.5423,3.71,3.21,1109,信大,384672,335741,14.57,64966,42789,-8049
1110,-4951,158181,25592,518.09,5586360,0.28,0.05,14.1461,78.2911,1.77,1.09,1110,東泥,444880,389945,14.09,61457,39263,110563
02,-401446,898556,164678,445.64,94474055,0.09,0.02,10.7966428991575,49.9402842433524,0.989889295143141,0.562004881929693,02,食品類,34341578,31669806,8.44,569481,452326,502858
1201,-119895,27038,-32955,,5060629,0.05,-0.07,7.3418,31.9058,1.23,0.9,1201,味全,1954189,2199261,-11.14,114893,86940,-87855
1203,181925,69507,180002,-61.39,2092537,0.33,0.86,11.4807,46.3481,0.79,0.31,1203,味王,440716,436077,1.06,17566,-1923,80764
1204,-2231,5395,-13675,,600000,0.09,-0.23,5.3939,44.2907,1.08,0.6,1204,津津,185176,132393,39.87,-954,-11444,6376
1207,-435565,-427836,-476861,,12842278,-0.33,-0.37,5.3209,22.7961,0.27,0.06,1207,嘉食化,2423814,2580096,-6.06,-124932,-62703,-314657
1210,-18129,43606,12390,251.95,3903182,0.11,0.03,12.1899,51.7574,1.22,0.63,1210,大成,3951103,3783268,4.44,49468,34741,6014
1212,-37306,-39760,-78336,,2731664,-0.15,-0.29,2.4175,13.3897,0.45,0.31,1212,中日,680823,1181697,-42.39,-6830,-41030,-32930
1213,-3245,-931,2292,,428959,-0.02,0.05,13.3037,81.1695,2.9,2.37,1213,大飲,155521,134760,15.41,556,7303,201
1215,-29912,75599,-37190,,2320268,0.33,-0.16,10.3668,53.0399,2.12,1.14,1215,卜蜂,3097559,2741923,12.97,100697,-12639,8628
1216,130771,747191,260614,186.7,33753848,0.22,0.08,12.6427,56.557,1.23,0.71,1216,統一,10002962,8562942,16.82,87038,156037,698521
1217,-22194,31536,43874,-28.12,3639628,0.09,0.12,10.2542,48.4684,0.85,0.49,1217,愛之味,1023415,1002287,2.11,33030,62376,-10562
1218,-51211,-13703,-45959,,3232980,-0.04,-0.14,10.0552,44.0914,0.99,0.53,1218,泰山,1159983,1000439,15.95,20615,2252,-32318
1219,310,59783,1024,+++++,2722294,0.22,<<<<<,11.8912,63.0132,3.84,2.63,1219,福壽,1431616,1257018,13.89,35867,19468,33536
1220,-6404,-31605,-82009,,1770779,-0.18,-0.46,9.9145,71.6447,1.7,1.14,1220,台榮,454423,368785,23.22,-51171,-49129,17454
1224,-24706,-57232,-67526,,949421,-0.6,-0.71,-1.9475,-15.2758,0.88,0.19,1224,惠勝,459968,459574,0.09,-17744,-42820,-39488
1225,-16455,26232,13583,93.12,1772100,0.15,0.07,11.3747,59.8036,1.33,0.86,1225,福懋油,1402185,1041461,34.64,18828,30038,14982
1229,30635,130368,260919,-50.04,6612928,0.2,0.39,14.9401,76.7207,1.74,1.22,1229,聯華,430260,371738,15.74,21443,-5724,113211
1231,-17430,24625,12244,101.12,1154190,0.21,0.11,14.8601,56.7702,1.99,0.93,1231,聯華食,830456,841222,-1.28,28085,34645,-1472
1232,-14060,90391,81615,10.75,1599749,0.56,0.51,14.3621,56.1325,1.37,0.56,1232,大統益,2397187,1849435,29.62,86968,119560,23138
1233,3772,55969,43512,28.63,853916,0.66,0.52,12.6986,70.0697,1.43,0.86,1233,天仁,396588,347070,14.27,60963,54981,3289
