year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200702,8033.0,829035.0,15.08,1.17,107926.0,3946,569876.0,99540.0,0.23,,
200703,8033.0,829035.0,14.62,1.23,149758.0,12778,880258.0,139751.0,0.27,,
200704,8033.0,829035.0,14.86,1.68,183266.0,11389,1434972.0,151179.0,0.9408,65.0296,
200801,8033.0,829035.0,14.43,1.74,29386.0,-31746,233228.0,1817.0,0.82,66.5052,
200802,8033.0,864791.0,13.23,0.96,55782.0,-53637,481705.0,6555.0,0.38,63.7277,
200803,8033.0,864791.0,13.57,1.09,74681.0,-55741,775290.0,26314.0,0.43,61.754,
200804,8033.0,864791.0,13.63,0.98,88425.0,-85652,1022292.0,11938.0,0.3913,60.0587,
200901,8033.0,864791.0,14.06,1.08,22240.0,-23084,228334.0,3617.0,0.48,61.0793,
200902,8033.0,864791.0,13.57,1.04,47707.0,-32846,477401.0,11991.0,0.43,63.4305,
200903,8033.0,864791.0,13.08,0.9,49060.0,-64329,660337.0,-12747.0,0.29,64.2592,
200904,8033.0,864791.0,12.45,0.8933,35372.0,-75765,863144.0,-47920.0,0.3909,62.7589,
201001,8033.0,864791.0,12.02,0.97,-1416.0,-32552,190561.0,-27793.0,0.45,61.7357,
201002,8033.0,864791.0,11.95,0.96,2862.0,-44019,385747.0,-44879.0,0.45,64.7132,
201003,8033.0,864791.0,11.22,0.9,-8688.0,-88705,558401.0,-92396.0,0.44,63.4508,
201004,8033.0,864791.0,9.36,0.7736000000000001,-37330.0,-162870,760738.0,-188953.0,0.4703,59.0449,
201101,8033.0,864791.0,9.21,0.73,1022.0,-23871.0,146852.0,-25571.0,0.38,60.7763,
201102,8033.0,864791.0,8.9,0.72,-1586.0,-35527,334022.0,-40440.0,0.35,59.001000000000005,
201103,8033.0,864791.0,9.38,0.72,-11105.0,-43007,526624.0,-57152.0,0.34,58.2289,
201104,8033.0,864791.0,9.28,0.6984,-12747.0,-68778,717225.0,-85856.0,0.3599,56.552,
201201,8033.0,864791.0,8.64,0.65,-7341.0,-25986,147369.0,-33327.0,0.28,56.2435,
201202,8033.0,864791.0,8.32,0.65,-16469.0,-52228,319918.0,-68697.0,0.29,54.5245,
201203,8033.0,864791.0,7.8,0.65,-26978.0,-69247,504679.0,-97040.0,0.34,50.9146,
201204,8033.0,917291.0,7.08,0.699,-47861.0,-87944,657279.0,-167140.0,0.4756,47.956,
201301,8033.0,917291.0,7.13,0.89871795266492,-37374.0,-8063,249847.0,-50909.0,0.280798434410138,37.5628419064676,
201302,8033.0,917291.0,7.14,0.919625574797989,-61941.0,-12153,526183.0,-79225.0,0.295131243407106,37.2186941644832,
201303,8033.0,917291.0,6.8,0.873714054526382,-86377.0,-14274,780677.0,-102309.0,0.238862090754957,36.695226567828,
201304,8033.0,917291.0,8.21,1.14001823154057,-125274.0,164178,1058859.0,19574.0,0.341523361731585,47.5638324936384,
201401,8033.0,917291.0,7.82,1.10026598906324,-29784.0,-8018,308867.0,-39111.0,0.399726581074655,43.1666119032746,
201402,8033.0,1087291.0,8.83,1.46732710154639,-48088.0,-9969,606615.0,-59308.0,0.743013818422666,50.4367695125743,
201403,8033.0,1087291.0,8.48,1.41786091676511,-105721.0,-10931,896920.0,-109246.0,0.592497868712702,49.986855734504296,-116652.0
201404,8033.0,1087291.0,8.02,1.27337514569573,-136571.0,-25488.0,1164885.0,-158641.0,0.50859743575512,47.6624489909649,-162059.0
201501,8033.0,1287291.0,7.88,1.4985689317948503,-51220.0,-15689.0,234653.0,-67776.0,0.7150340219806999,52.303163104843904,-66909.0
201502,8033.0,1287291.0,8.02,1.66574284673601,-84385.0,47071.0,467413.0,-41998.0,0.6823732243312151,57.95537015760261,-37314.0
201503,8033.0,1287291.0,7.91,1.63976138610999,-129347.0,56063,668355.0,-77053.0,0.532476962502317,58.4781258360038,-73284.0
201504,8033.0,1287291.0,7.0,1.57745673724569,-184469.0,4854,886665.0,-189722.0,0.574904148388657,55.749430910314395,-179615.0
201601,8033.0,1287291.0,6.86,4.85738806232633,-31980.0,36357,213524.0,332.0,2.52656607224508,76.2317432849881,4377.0
201602,8033.0,1287291.0,6.67,4.0636244965977,-60001.0,32603,384426.0,-32879.0,1.80184418830718,72.01157642825741,-27398.0
