sDate,sPrice
2000-01-01,438292
2000-04-01,378013
2000-07-01,394430
2000-10-01,413164
2001-01-01,448081
2001-04-01,389446
2001-07-01,406932
2001-10-01,452183
2002-01-01,454237
2002-04-01,407064
2002-07-01,417559
2002-10-01,470938
2003-01-01,471019
2003-04-01,385995
2003-07-01,435562
2003-10-01,459451
2004-01-01,489057
2004-04-01,405883
2004-07-01,442854
2004-10-01,464870
2005-01-01,489816
2005-04-01,433145
2005-07-01,453812
2005-10-01,468792
2006-01-01,488261
2006-04-01,422439
2006-07-01,456885
2006-10-01,486424
2007-01-01,500447
2007-04-01,435921
2007-07-01,479667
2007-10-01,506040
2008-01-01,520799
2008-04-01,455372
2008-07-01,481553
2008-10-01,533457
2009-01-01,548331
2009-04-01,459831
2009-07-01,502726
2009-10-01,544833
2010-01-01,559871
2010-04-01,475106
2010-07-01,509596
2010-10-01,554144
2011-01-01,573595
2011-04-01,488529
2011-07-01,538112
2011-10-01,567359
2012-01-01,603404
2012-04-01,520084
2012-07-01,545805
2012-10-01,584989
2013-01-01,603649
2013-04-01,516697
2013-07-01,542234
2013-10-01,580057
2014-01-01,630082
2014-04-01,531122
2014-07-01,569578
2014-10-01,611972
2015-01-01,620372
2015-04-01,537290
2015-07-01,569475
2015-10-01,614614
2016-01-01,663940
2016-04-01,558501
2016-07-01,594656
