sDate,sPrice
2000-01-01,12804
2000-04-01,48411
2000-07-01,-4153
2000-10-01,35442
2001-01-01,-24482
2001-04-01,-8406
2001-07-01,-16780
2001-10-01,-13208
2002-01-01,-58697
2002-04-01,-2179
2002-07-01,27796
2002-10-01,-10749
2003-01-01,-1746
2003-04-01,56768
2003-07-01,-66383
2003-10-01,23611
2004-01-01,-17115
2004-04-01,33101
2004-07-01,14752
2004-10-01,69830
2005-01-01,-36349
2005-04-01,11298
2005-07-01,43334
2005-10-01,15273
2006-01-01,6812
2006-04-01,26317
2006-07-01,3335
2006-10-01,11179
2007-01-01,-43487
2007-04-01,47655
2007-07-01,1831
2007-10-01,10362
2008-01-01,6860
2008-04-01,72394
2008-07-01,67407
2008-10-01,24933
2009-01-01,-116765
2009-04-01,5861
2009-07-01,-56624
2009-10-01,-13960
2010-01-01,59244
2010-04-01,73447
2010-07-01,41987
2010-10-01,14086
2011-01-01,36934
2011-04-01,42796
2011-07-01,11687
2011-10-01,-55496
2012-01-01,12395
2012-04-01,31654
2012-07-01,8682
2012-10-01,-30702
2013-01-01,17367
2013-04-01,-24006
2013-07-01,-3580
2013-10-01,-8316
2014-01-01,-512
2014-04-01,-4964
2014-07-01,24292
2014-10-01,8507
2015-01-01,292
2015-04-01,28228
2015-07-01,-562
2015-10-01,-12655
2016-01-01,-21890
2016-04-01,16860
2016-07-01,-1450
