sDate,sPrice
2000-01-01,0.075
2000-04-01,0.007
2000-07-01,0.007
2000-10-01,0.024
2001-01-01,0.002
2001-04-01,0.008
2001-07-01,0.014
2001-10-01,0.008
2002-01-01,0.01
2002-04-01,0.007
2002-07-01,0.002
2002-10-01,0.006
2003-01-01,0.014
2003-04-01,0.006
2003-07-01,0.001
2003-10-01,0.005
2004-01-01,3.934
2004-04-01,2.549
2004-07-01,2.047
2004-10-01,2.907
2005-01-01,5.41
2005-04-01,3.423
2005-07-01,5.305
2005-10-01,5.387
2006-01-01,4.964
2006-04-01,2.85
2006-07-01,3.315
2006-10-01,3.207
2007-01-01,3.545
2007-04-01,3.198
2007-07-01,2.577
2007-10-01,1.647
2008-01-01,2.177
2008-04-01,1.831
2008-07-01,7.383
2008-10-01,4.226
2009-01-01,3.181
2009-04-01,3.01
2009-07-01,1.627
2009-10-01,2.655
2010-01-01,1.524
2010-04-01,1.144
2010-07-01,1.26
2010-10-01,0.716
2011-01-01,2.448
2011-04-01,0.406
2011-07-01,2.262
2011-10-01,3.359
2012-01-01,2.081
2012-04-01,0.473
2012-07-01,0.877
2012-10-01,0.382
2013-01-01,2.511
2013-04-01,1.85
2013-07-01,0.627
2013-10-01,1.768
2014-01-01,1.968
2014-04-01,0.869
2014-07-01,1.448
2014-10-01,1.556
2015-01-01,1.504
2015-04-01,0.973
2015-07-01,2.81
2015-10-01,1.164
2016-01-01,2.626
2016-04-01,1.343
2016-07-01,1.275
