sDate,sPrice
2000-01-01,101.662
2000-02-01,102.19
2000-03-01,102.601
2000-04-01,102.962
2000-05-01,103.302
2000-06-01,103.645
2000-07-01,104.069
2000-08-01,104.584
2000-09-01,105.162
2000-10-01,105.838
2000-11-01,106.461
2000-12-01,106.906
2001-01-01,107.107
2001-02-01,107.075
2001-03-01,106.788
2001-04-01,106.275
2001-05-01,105.498
2001-06-01,104.468
2001-07-01,103.197
2001-08-01,101.762
2001-09-01,100.325
2001-10-01,98.9677
2001-11-01,97.8015
2001-12-01,96.8341
2002-01-01,96.019
2002-02-01,95.2559
2002-03-01,94.7016
2002-04-01,94.4304
2002-05-01,94.4491
2002-06-01,94.6818
2002-07-01,95.034
2002-08-01,95.3972
2002-09-01,95.6816
2002-10-01,95.8521
2002-11-01,95.9295
2002-12-01,95.9877
2003-01-01,96.0995
2003-02-01,96.3236
2003-03-01,96.6304
2003-04-01,96.8486
2003-05-01,96.869
2003-06-01,96.6102
2003-07-01,96.1894
2003-08-01,95.7339
2003-09-01,95.2801
2003-10-01,94.89
2003-11-01,94.6395
2003-12-01,94.5798
2004-01-01,94.7869
2004-02-01,95.3638
2004-03-01,96.2069
2004-04-01,97.1223
2004-05-01,98.0225
2004-06-01,98.9011
2004-07-01,99.7255
2004-08-01,100.513
2004-09-01,101.317
2004-10-01,102.147
2004-11-01,102.933
2004-12-01,103.531
2005-01-01,103.8
2005-02-01,103.64
2005-03-01,103.289
2005-04-01,102.906
2005-05-01,102.545
2005-06-01,102.193
2005-07-01,101.853
2005-08-01,101.495
2005-09-01,101.175
2005-10-01,100.917
2005-11-01,100.76
2005-12-01,100.734
2006-01-01,100.83
2006-02-01,101.056
2006-03-01,101.238
2006-04-01,101.388
2006-05-01,101.503
2006-06-01,101.542
2006-07-01,101.56
2006-08-01,101.594
2006-09-01,101.691
2006-10-01,101.814
2006-11-01,101.884
2006-12-01,101.938
2007-01-01,101.956
2007-02-01,101.914
2007-03-01,101.804
2007-04-01,101.55
2007-05-01,101.166
2007-06-01,100.706
2007-07-01,100.177
2007-08-01,99.6769
2007-09-01,99.2053
2007-10-01,98.9026
2007-11-01,98.9019
2007-12-01,99.2031
2008-01-01,99.8106
2008-02-01,100.633
2008-03-01,101.618
2008-04-01,102.812
2008-05-01,104.218
2008-06-01,105.827
2008-07-01,107.601
2008-08-01,109.356
2008-09-01,110.867
2008-10-01,111.829
2008-11-01,111.882
2008-12-01,110.748
2009-01-01,108.496
2009-02-01,105.615
2009-03-01,102.338
2009-04-01,99.0068
2009-05-01,95.8665
2009-06-01,93.1072
2009-07-01,91.0132
2009-08-01,89.6454
2009-09-01,88.9749
2009-10-01,88.9215
2009-11-01,89.2549
2009-12-01,89.8282
2010-01-01,90.5337
2010-02-01,91.2188
2010-03-01,91.9323
2010-04-01,92.6691
2010-05-01,93.4155
2010-06-01,94.1276
2010-07-01,94.738
2010-08-01,95.2379
2010-09-01,95.6582
2010-10-01,96.0451
2010-11-01,96.4875
2010-12-01,97.0921
2011-01-01,97.8982
2011-02-01,98.841
2011-03-01,99.8025
2011-04-01,100.778
2011-05-01,101.697
2011-06-01,102.478
2011-07-01,103.117
2011-08-01,103.585
2011-09-01,103.842
2011-10-01,103.917
2011-11-01,103.844
2011-12-01,103.614
2012-01-01,103.248
2012-02-01,102.878
2012-03-01,102.626
2012-04-01,102.459
2012-05-01,102.302
2012-06-01,102.133
2012-07-01,101.886
2012-08-01,101.66
2012-09-01,101.518
2012-10-01,101.462
2012-11-01,101.533
2012-12-01,101.718
2013-01-01,101.916
2013-02-01,102.138
2013-03-01,102.205
2013-04-01,102.064
2013-05-01,101.744
2013-06-01,101.367
2013-07-01,100.999
2013-08-01,100.654
2013-09-01,100.325
2013-10-01,99.9927
2013-11-01,99.6281
2013-12-01,99.2701
2014-01-01,98.62
2014-02-01,98.2723
2014-03-01,98.1248
2014-04-01,98.0809
2014-05-01,98.1198
2014-06-01,98.1893
2014-07-01,98.3171
2014-08-01,98.4117
2014-09-01,98.5502
2014-10-01,98.8315
2014-11-01,99.2588
2014-12-01,99.7867
2015-01-01,100.372
2015-02-01,100.902
2015-03-01,101.276
2015-04-01,101.598
2015-05-01,101.872
2015-06-01,102.088
2015-07-01,102.208
2015-08-01,102.196
2015-09-01,102.016
2015-10-01,101.703
2015-11-01,101.329
2015-12-01,100.908
2016-01-01,100.463
2016-02-01,100.038
2016-03-01,99.6882
2016-04-01,99.3907
2016-05-01,99.1264
2016-06-01,98.8897
2016-07-01,98.6598
2016-08-01,98.3469
2016-09-01,98.0336
2016-10-01,97.7235
