sDate,sPrice
2000-01-01,1299
2000-04-01,920
2000-07-01,2247
2000-10-01,3753
2001-01-01,3507
2001-04-01,2950
2001-07-01,4031
2001-10-01,6584
2002-01-01,6737
2002-04-01,5522
2002-07-01,4436
2002-10-01,7641
2003-01-01,7307
2003-04-01,6511
2003-07-01,6638
2003-10-01,7832
2004-01-01,5501
2004-04-01,5312
2004-07-01,5065
2004-10-01,1418
2005-01-01,4035
2005-04-01,1384
2005-07-01,652
2005-10-01,8878
2006-01-01,4920
2006-04-01,4179
2006-07-01,5897
2006-10-01,8155
2007-01-01,8946
2007-04-01,5751
2007-07-01,6161
2007-10-01,11186
2008-01-01,8084
2008-04-01,7029
2008-07-01,2090
2008-10-01,7618
2009-01-01,12600
2009-04-01,9835
2009-07-01,7409
2009-10-01,10806
2010-01-01,9413
2010-04-01,9934
2010-07-01,8431
2010-10-01,9065
2011-01-01,9254
2011-04-01,7527
2011-07-01,9582
2011-10-01,11535
2012-01-01,8929
2012-04-01,9168
2012-07-01,11091
2012-10-01,15170
2013-01-01,9096
2013-04-01,12543
2013-07-01,13409
2013-10-01,16246
2014-01-01,12888
2014-04-01,15988
2014-07-01,14167
2014-10-01,18876
2015-01-01,21482
2015-04-01,15773
2015-07-01,18280
2015-10-01,20253
2016-01-01,20037
2016-04-01,17131
