sDate,sPrice
2000-01-01,2147650
2000-04-01,2277700
2000-07-01,2336900
2000-10-01,2407860
2001-01-01,2181710
2001-04-01,2223330
2001-07-01,2247500
2001-10-01,2402050
2002-01-01,2224560
2002-04-01,2376400
2002-07-01,2405070
2002-10-01,2553310
2003-01-01,2333280
2003-04-01,2359860
2003-07-01,2530320
2003-10-01,2729780
2004-01-01,2484300
2004-04-01,2595530
2004-07-01,2697140
2004-10-01,2823820
2005-01-01,2570250
2005-04-01,2721980
2005-07-01,2844870
2005-10-01,3037820
2006-01-01,2726610
2006-04-01,2886730
2006-07-01,3034830
2006-10-01,3155170
2007-01-01,2868220
2007-04-01,3067040
2007-07-01,3267080
2007-10-01,3370200
2008-01-01,3089610
2008-04-01,3235010
2008-07-01,3224080
2008-10-01,3112390
2009-01-01,2846210
2009-04-01,3038620
2009-07-01,3184040
2009-10-01,3393850
2010-01-01,3200720
2010-04-01,3415300
2010-07-01,3556370
2010-10-01,3615240
2011-01-01,3436640
2011-04-01,3561390
2011-07-01,3674460
2011-10-01,3639710
2012-01-01,3463600
2012-04-01,3576480
2012-07-01,3759330
2012-10-01,3808160
2013-01-01,3514210
2013-04-01,3666250
2013-07-01,3814570
2013-10-01,3934270
2014-01-01,3649110
2014-04-01,3824350
2014-07-01,3981950
2014-10-01,4074190
2015-01-01,3795450
2015-04-01,3849720
2015-07-01,3954060
2015-10-01,4042120
2016-01-01,3786620
2016-04-01,3893380
2016-07-01,4034150
