sDate,sPrice
2000-01-01,2717020
2000-04-01,2873480
2000-07-01,2933580
2000-10-01,3014720
2001-01-01,2731540
2001-04-01,2760860
2001-07-01,2765240
2001-10-01,2923240
2002-01-01,2751560
2002-04-01,2923420
2002-07-01,3004890
2002-10-01,3104600
2003-01-01,2896510
2003-04-01,2950980
2003-07-01,3077200
2003-10-01,3302200
2004-01-01,3070080
2004-04-01,3196740
2004-07-01,3273860
2004-10-01,3360230
2005-01-01,3123020
2005-04-01,3245610
2005-07-01,3314320
2005-10-01,3555140
2006-01-01,3258560
2006-04-01,3356610
2006-07-01,3456970
2006-10-01,3597390
2007-01-01,3340150
2007-04-01,3482100
2007-07-01,3644530
2007-10-01,3719450
2008-01-01,3452620
2008-04-01,3420500
2008-07-01,3319810
2008-10-01,3296580
2009-01-01,3147580
2009-04-01,3307740
2009-07-01,3407020
2009-10-01,3654870
2010-01-01,3553230
2010-04-01,3688760
2010-07-01,3756080
2010-10-01,3720450
2011-01-01,3680080
2011-04-01,3629300
2011-07-01,3726260
2011-10-01,3664930
2012-01-01,3612560
2012-04-01,3658160
2012-07-01,3823290
2012-10-01,3891090
2013-01-01,3690820
2013-04-01,3790480
2013-07-01,3959660
2013-10-01,4083770
2014-01-01,3879510
2014-04-01,4004890
2014-07-01,4141280
2014-10-01,4306550
2015-01-01,4245420
2015-04-01,4190050
2015-07-01,4357270
2015-10-01,4480850
2016-01-01,4316810
2016-04-01,4273960
2016-07-01,4438770
