sDate,sPrice
2000-01-01,1167080
2000-04-01,1318720
2000-07-01,1361940
2000-10-01,1319600
2001-01-01,1119160
2001-04-01,1145990
2001-07-01,1055720
2001-10-01,1092610
2002-01-01,1029770
2002-04-01,1198650
2002-07-01,1231160
2002-10-01,1232250
2003-01-01,1192940
2003-04-01,1241280
2003-07-01,1292930
2003-10-01,1461440
2004-01-01,1492260
2004-04-01,1638600
2004-07-01,1666620
2004-10-01,1783210
2005-01-01,1563080
2005-04-01,1704810
2005-07-01,1737640
2005-10-01,1819750
2006-01-01,1750740
2006-04-01,1907160
2006-07-01,1987720
2006-10-01,1942470
2007-01-01,1825170
2007-04-01,2090220
2007-07-01,2186370
2007-10-01,2182140
2008-01-01,2183510
2008-04-01,2241320
2008-07-01,2395800
2008-10-01,1727580
2009-01-01,1298410
2009-04-01,1563990
2009-07-01,1845270
2009-10-01,1969490
2010-01-01,2079720
2010-04-01,2277690
2010-07-01,2346210
2010-10-01,2311750
2011-01-01,2305000
2011-04-01,2463500
2011-07-01,2350300
2011-10-01,2338140
2012-01-01,2249770
2012-04-01,2388150
2012-07-01,2362550
2012-10-01,2251530
2013-01-01,2279050
2013-04-01,2327450
2013-07-01,2288590
2013-10-01,2305280
2014-01-01,2332770
2014-04-01,2426740
2014-07-01,2473110
2014-10-01,2362280
2015-01-01,2120200
2015-04-01,2186390
2015-07-01,2163140
2015-10-01,2158290
2016-01-01,1979720
2016-04-01,2135510
2016-07-01,2222580
