sDate,sPrice
2000-01-01,41183
2000-04-01,46384
2000-07-01,48756
2000-10-01,47272
2001-01-01,40334
2001-04-01,39873
2001-07-01,37009
2001-10-01,40609
2002-01-01,38248
2002-04-01,42340
2002-07-01,43730
2002-10-01,45391
2003-01-01,43752
2003-04-01,44676
2003-07-01,47571
2003-10-01,53444
2004-01-01,52754
2004-04-01,57672
2004-07-01,57893
2004-10-01,58851
2005-01-01,56813
2005-04-01,59849
2005-07-01,61111
2005-10-01,67562
2006-01-01,63268
2006-04-01,68550
2006-07-01,72797
2006-10-01,72110
2007-01-01,68978
2007-04-01,73979
2007-07-01,80839
2007-10-01,84850
2008-01-01,82055
2008-04-01,87377
2008-07-01,86552
2008-10-01,65793
2009-01-01,53954
2009-04-01,61208
2009-07-01,69733
2009-10-01,76374
2010-01-01,78203
2010-04-01,87106
2010-07-01,88447
2010-10-01,90833
2011-01-01,93790
2011-04-01,99321
2011-07-01,98975
2011-10-01,94728
2012-01-01,109336
2012-04-01,113330
2012-07-01,117620
2012-10-01,113147
2013-01-01,103594
2013-04-01,112385
2013-07-01,113266
2013-10-01,120110
2014-01-01,104389
2014-04-01,114172
2014-07-01,121310
2014-10-01,116532
2015-01-01,102340
2015-04-01,103835
2015-07-01,104761
2015-10-01,103467
2016-01-01,90936
2016-04-01,96259
