sDate,sPrice
2000-01-01,1416240
2000-04-01,1403460
2000-07-01,1442400
2000-10-01,1444170
2001-01-01,1437460
2001-04-01,1413680
2001-07-01,1447510
2001-10-01,1457990
2002-01-01,1473980
2002-04-01,1461210
2002-07-01,1514360
2002-10-01,1504390
2003-01-01,1491920
2003-04-01,1445110
2003-07-01,1591450
2003-10-01,1571850
2004-01-01,1599290
2004-04-01,1591560
2004-07-01,1654300
2004-10-01,1645810
2005-01-01,1672280
2005-04-01,1665080
2005-07-01,1732620
2005-10-01,1714350
2006-01-01,1716380
2006-04-01,1708760
2006-07-01,1767700
2006-10-01,1754960
2007-01-01,1756870
2007-04-01,1747340
2007-07-01,1858260
2007-10-01,1835440
2008-01-01,1846790
2008-04-01,1793700
2008-07-01,1839710
2008-10-01,1779970
2009-01-01,1772260
2009-04-01,1737080
2009-07-01,1825080
2009-10-01,1841090
2010-01-01,1843230
2010-04-01,1825660
2010-07-01,1918030
2010-10-01,1910760
2011-01-01,1943400
2011-04-01,1912540
2011-07-01,1994220
2011-10-01,1948820
2012-01-01,1995030
2012-04-01,1967630
2012-07-01,2060820
2012-10-01,2011630
2013-01-01,2035310
2013-04-01,2019560
2013-07-01,2093220
2013-10-01,2100300
2014-01-01,2107300
2014-04-01,2116630
2014-07-01,2204040
2014-10-01,2160780
2015-01-01,2167480
2015-04-01,2167740
2015-07-01,2210440
2015-10-01,2215090
2016-01-01,2242550
2016-04-01,2223610
2016-07-01,2274680
