sDate,sPrice
2000-01-01,3300
2000-04-01,3288
2000-07-01,3379
2000-10-01,3412
2001-01-01,3118
2001-04-01,2890
2001-07-01,2837
2001-10-01,3091
2002-01-01,2919
2002-04-01,2980
2002-07-01,3121
2002-10-01,3216
2003-01-01,3091
2003-04-01,2946
2003-07-01,3184
2003-10-01,3508
2004-01-01,3391
2004-04-01,3341
2004-07-01,3443
2004-10-01,3651
2005-01-01,3623
2005-04-01,3569
2005-07-01,3629
2005-10-01,3852
2006-01-01,3674
2006-04-01,3608
2006-07-01,3738
2006-10-01,3954
2007-01-01,3679
2007-04-01,3654
2007-07-01,3895
2007-10-01,4173
2008-01-01,4016
2008-04-01,3945
2008-07-01,3801
2008-10-01,3626
2009-01-01,3353
2009-04-01,3402
2009-07-01,3619
2009-10-01,4024
2010-01-01,4055
2010-04-01,4060
2010-07-01,4153
2010-10-01,4382
2011-01-01,4675
2011-04-01,4476
2011-07-01,4495
2011-10-01,4336
2012-01-01,4478
2012-04-01,4413
2012-07-01,4558
2012-10-01,4676
2013-01-01,4672
2013-04-01,4549
2013-07-01,4769
2013-10-01,4882
2014-01-01,4780
2014-04-01,4832
2014-07-01,5005
2014-10-01,4941
2015-01-01,4983
2015-04-01,4857
2015-07-01,4843
2015-10-01,4857
2016-01-01,4780
2016-04-01,4715
2016-07-01,5019
