sDate,sPrice
2000-01-01,1510380
2000-04-01,1495000
2000-07-01,1533570
2000-10-01,1514470
2001-01-01,1529240
2001-04-01,1509910
2001-07-01,1549490
2001-10-01,1551590
2002-01-01,1574930
2002-04-01,1564100
2002-07-01,1619660
2002-10-01,1595470
2003-01-01,1596580
2003-04-01,1546440
2003-07-01,1713990
2003-10-01,1679130
2004-01-01,1703290
2004-04-01,1685350
2004-07-01,1749320
2004-10-01,1741740
2005-01-01,1769970
2005-04-01,1748140
2005-07-01,1804940
2005-10-01,1788040
2006-01-01,1802120
2006-04-01,1772570
2006-07-01,1836170
2006-10-01,1827810
2007-01-01,1833920
2007-04-01,1813790
2007-07-01,1908050
2007-10-01,1858140
2008-01-01,1874710
2008-04-01,1805730
2008-07-01,1829650
2008-10-01,1778240
2009-01-01,1811080
2009-04-01,1770830
2009-07-01,1844190
2009-10-01,1863300
2010-01-01,1870130
2010-04-01,1847870
2010-07-01,1928850
2010-10-01,1916430
2011-01-01,1956490
2011-04-01,1913650
2011-07-01,1994720
2011-10-01,1934110
2012-01-01,1994550
2012-04-01,1949320
2012-07-01,2023920
2012-10-01,1973110
2013-01-01,2012820
2013-04-01,1996780
2013-07-01,2058560
2013-10-01,2058260
2014-01-01,2065340
2014-04-01,2069150
2014-07-01,2146360
2014-10-01,2116030
2015-01-01,2142320
2015-04-01,2142670
2015-07-01,2169810
2015-10-01,2168260
2016-01-01,2204210
2016-04-01,2179270
2016-07-01,2223210
