sDate,sPrice
2000-01-01,2436
2000-04-01,2649
2000-07-01,3399
2000-10-01,5188
2001-01-01,4540
2001-04-01,4127
2001-07-01,4723
2001-10-01,7171
2002-01-01,7808
2002-04-01,7313
2002-07-01,6489
2002-10-01,9397
2003-01-01,7374
2003-04-01,7908
2003-07-01,9309
2003-10-01,9550
2004-01-01,6556
2004-04-01,7568
2004-07-01,7270
2004-10-01,3527
2005-01-01,5085
2005-04-01,4073
2005-07-01,4945
2005-10-01,10429
2006-01-01,5807
2006-04-01,6988
2006-07-01,8899
2006-10-01,9750
2007-01-01,8703
2007-04-01,6902
2007-07-01,9845
2007-10-01,13032
2008-01-01,6988
2008-04-01,8957
2008-07-01,4240
2008-10-01,8986
2009-01-01,11230
2009-04-01,9611
2009-07-01,8762
2009-10-01,9768
2010-01-01,8421
2010-04-01,10007
2010-07-01,9758
2010-10-01,8829
2011-01-01,7924
2011-04-01,8434
2011-07-01,10738
2011-10-01,12556
2012-01-01,9766
2012-04-01,10188
2012-07-01,13595
2012-10-01,16034
2013-01-01,8967
2013-04-01,14571
2013-07-01,15028
2013-10-01,16001
2014-01-01,10466
2014-04-01,15337
2014-07-01,15021
2014-10-01,19385
2015-01-01,18913
2015-04-01,17206
2015-07-01,18433
2015-10-01,18283
2016-01-01,17102
2016-04-01,17009
