sDate,sPrice
2000-01-01,756560
2000-04-01,836785
2000-07-01,889262
2000-10-01,928998
2001-01-01,713823
2001-04-01,718740
2001-07-01,654960
2001-10-01,729478
2002-01-01,648958
2002-04-01,699612
2002-07-01,734066
2002-10-01,785046
2003-01-01,661622
2003-04-01,658741
2003-07-01,728230
2003-10-01,853056
2004-01-01,735878
2004-04-01,791790
2004-07-01,832389
2004-10-01,945269
2005-01-01,820428
2005-04-01,861531
2005-07-01,849427
2005-10-01,878629
2006-01-01,812702
2006-04-01,853315
2006-07-01,881447
2006-10-01,914530
2007-01-01,795587
2007-04-01,882620
2007-07-01,920385
2007-10-01,902997
2008-01-01,814582
2008-04-01,797305
2008-07-01,788805
2008-10-01,711115
2009-01-01,621344
2009-04-01,653981
2009-07-01,752200
2009-10-01,810201
2010-01-01,764274
2010-04-01,821563
2010-07-01,903511
2010-10-01,896443
2011-01-01,838150
2011-04-01,859500
2011-07-01,843616
2011-10-01,805679
2012-01-01,767739
2012-04-01,811169
2012-07-01,851565
2012-10-01,829004
2013-01-01,817737
2013-04-01,855950
2013-07-01,864677
2013-10-01,893762
2014-01-01,836514
2014-04-01,871977
2014-07-01,893586
2014-10-01,890581
2015-01-01,832870
2015-04-01,877223
2015-07-01,930479
2015-10-01,910396
2016-01-01,835905
2016-04-01,883781
2016-07-01,961652
