sDate,sPrice
2000-01-01,2231790
2000-04-01,2303790
2000-07-01,2329500
2000-10-01,2305030
2001-01-01,2295830
2001-04-01,2248460
2001-07-01,2217900
2001-10-01,2292390
2002-01-01,2340180
2002-04-01,2396060
2002-07-01,2388980
2002-10-01,2434100
2003-01-01,2453530
2003-04-01,2377720
2003-07-01,2506610
2003-10-01,2615370
2004-01-01,2614750
2004-04-01,2625190
2004-07-01,2657690
2004-10-01,2703160
2005-01-01,2715420
2005-04-01,2761540
2005-07-01,2782160
2005-10-01,2915800
2006-01-01,2888590
2006-04-01,2908660
2006-07-01,2958880
2006-10-01,3047200
2007-01-01,3039760
2007-04-01,3096090
2007-07-01,3171610
2007-10-01,3265090
2008-01-01,3278680
2008-04-01,3237330
2008-07-01,3118650
2008-10-01,3026420
2009-01-01,3020870
2009-04-01,3043850
2009-07-01,3090670
2009-10-01,3307330
2010-01-01,3361480
2010-04-01,3432260
2010-07-01,3467660
2010-10-01,3526240
2011-01-01,3598070
2011-04-01,3590360
2011-07-01,3590000
2011-10-01,3533770
2012-01-01,3623400
2012-04-01,3617720
2012-07-01,3678940
2012-10-01,3687510
2013-01-01,3676430
2013-04-01,3712940
2013-07-01,3742130
2013-10-01,3797790
2014-01-01,3820080
2014-04-01,3867560
2014-07-01,3911130
2014-10-01,3930840
2015-01-01,3962340
2015-04-01,3892980
2015-07-01,3892680
2015-10-01,3893350
2016-01-01,3939780
2016-04-01,3942040
2016-07-01,3980030
