sDate,sPrice
2000-01-01,7564
2000-04-01,7670
2000-07-01,8283
2000-10-01,8465
2001-01-01,8039
2001-04-01,7741
2001-07-01,8186
2001-10-01,8055
2002-01-01,8824
2002-04-01,10074
2002-07-01,9972
2002-10-01,10948
2003-01-01,12350
2003-04-01,12956
2003-07-01,12822
2003-10-01,15237
2004-01-01,16305
2004-04-01,18268
2004-07-01,18110
2004-10-01,19395
2005-01-01,17380
2005-04-01,18152
2005-07-01,16708
2005-10-01,12985
2006-01-01,12516
2006-04-01,12250
2006-07-01,11338
2006-10-01,11590
2007-01-01,12036
2007-04-01,10518
2007-07-01,10567
2007-10-01,11242
2008-01-01,18928
2008-04-01,19150
2008-07-01,13844
2008-10-01,11588
2009-01-01,10612
2009-04-01,11515
2009-07-01,12059
2009-10-01,13784
2010-01-01,15380
2010-04-01,14843
2010-07-01,16479
2010-10-01,17912
2011-01-01,16587
2011-04-01,18571
2011-07-01,17910
2011-10-01,14746
2012-01-01,14021
2012-04-01,14507
2012-07-01,14308
2012-10-01,14320
2013-01-01,15196
2013-04-01,14131
2013-07-01,15505
2013-10-01,14499
2014-01-01,13742
2014-04-01,15321
2014-07-01,15143
2014-10-01,14638
2015-01-01,14480
2015-04-01,16577
2015-07-01,14549
2015-10-01,14152
2016-01-01,13994
2016-04-01,12990
2016-07-01,13705
