sDate,sPrice
2000-01-01,33179
2000-04-01,33767
2000-07-01,32189
2000-10-01,26285
2001-01-01,24284
2001-04-01,23959
2001-07-01,27681
2001-10-01,26272
2002-01-01,26068
2002-04-01,32751
2002-07-01,32402
2002-10-01,34076
2003-01-01,35888
2003-04-01,37995
2003-07-01,45264
2003-10-01,47811
2004-01-01,58689
2004-04-01,64815
2004-07-01,57354
2004-10-01,57017
2005-01-01,63557
2005-04-01,55650
2005-07-01,58922
2005-10-01,60020
2006-01-01,59593
2006-04-01,63098
2006-07-01,66274
2006-10-01,63827
2007-01-01,61322
2007-04-01,62745
2007-07-01,75045
2007-10-01,80167
2008-01-01,84806
2008-04-01,89025
2008-07-01,92694
2008-10-01,78773
2009-01-01,72001
2009-04-01,68166
2009-07-01,70055
2009-10-01,68179
2010-01-01,71829
2010-04-01,76276
2010-07-01,85547
2010-10-01,83669
2011-01-01,91405
2011-04-01,106039
2011-07-01,108464
2011-10-01,107782
2012-01-01,110202
2012-04-01,107776
2012-07-01,110247
2012-10-01,116501
2013-01-01,125023
2013-04-01,127864
2013-07-01,145342
2013-10-01,155633
2014-01-01,167573
2014-04-01,171604
2014-07-01,176559
2014-10-01,163306
2015-01-01,157078
2015-04-01,164524
2015-07-01,158940
2015-10-01,144801
2016-01-01,145704
2016-04-01,150213
2016-07-01,158086
