sDate,sPrice
2000-01-01,1615390
2000-04-01,1807890
2000-07-01,1833070
2000-10-01,1743600
2001-01-01,1522750
2001-04-01,1552570
2001-07-01,1420290
2001-10-01,1484560
2002-01-01,1411290
2002-04-01,1616010
2002-07-01,1700940
2002-10-01,1633820
2003-01-01,1570790
2003-04-01,1672690
2003-07-01,1711450
2003-10-01,1888200
2004-01-01,1878140
2004-04-01,2043940
2004-07-01,2012300
2004-10-01,2115690
2005-01-01,1960120
2005-04-01,2118990
2005-07-01,2088430
2005-10-01,2115690
2006-01-01,2095400
2006-04-01,2202080
2006-07-01,2200050
2006-10-01,2171980
2007-01-01,2047230
2007-04-01,2254870
2007-07-01,2339180
2007-10-01,2278720
2008-01-01,2229200
2008-04-01,2214270
2008-07-01,2261970
2008-10-01,1845760
2009-01-01,1489080
2009-04-01,1785160
2009-07-01,2009250
2009-10-01,2137360
2010-01-01,2224260
2010-04-01,2380360
2010-07-01,2452460
2010-10-01,2443510
2011-01-01,2379430
2011-04-01,2437440
2011-07-01,2335650
2011-10-01,2304420
2012-01-01,2229780
2012-04-01,2336680
2012-07-01,2379710
2012-10-01,2342240
2013-01-01,2345240
2013-04-01,2393580
2013-07-01,2401110
2013-10-01,2464500
2014-01-01,2413280
2014-04-01,2502540
2014-07-01,2615790
2014-10-01,2615870
2015-01-01,2482630
2015-04-01,2588390
2015-07-01,2588520
2015-10-01,2633260
2016-01-01,2450020
2016-04-01,2556470
2016-07-01,2724890
