sDate,sPrice
2000-01-01,82469
2000-04-01,82826
2000-07-01,84695
2000-10-01,85931
2001-01-01,79540
2001-04-01,74555
2001-07-01,73030
2001-10-01,79004
2002-01-01,75917
2002-04-01,76998
2002-07-01,80303
2002-10-01,82669
2003-01-01,80031
2003-04-01,76730
2003-07-01,82195
2003-10-01,89189
2004-01-01,87949
2004-04-01,87157
2004-07-01,89659
2004-10-01,94844
2005-01-01,95451
2005-04-01,94267
2005-07-01,95123
2005-10-01,99967
2006-01-01,97657
2006-04-01,96586
2006-07-01,99593
2006-10-01,104335
2007-01-01,100533
2007-04-01,99652
2007-07-01,106205
2007-10-01,111997
2008-01-01,111092
2008-04-01,110605
2008-07-01,105718
2008-10-01,99522
2009-01-01,95542
2009-04-01,96523
2009-07-01,101878
2009-10-01,110644
2010-01-01,112342
2010-04-01,112618
2010-07-01,115543
2010-10-01,119176
2011-01-01,126757
2011-04-01,123791
2011-07-01,127252
2011-10-01,121032
2012-01-01,125567
2012-04-01,123577
2012-07-01,129025
2012-10-01,133010
2013-01-01,129327
2013-04-01,126203
2013-07-01,132337
2013-10-01,137984
2014-01-01,132835
2014-04-01,134168
2014-07-01,139437
2014-10-01,139573
2015-01-01,138685
2015-04-01,134031
2015-07-01,134644
2015-10-01,135351
2016-01-01,133628
2016-04-01,131373
2016-07-01,139147
