sDate,sPrice
2000-01-01,112933
2000-04-01,113357
2000-07-01,117051
2000-10-01,123257
2001-01-01,113627
2001-04-01,109664
2001-07-01,111255
2001-10-01,120141
2002-01-01,115677
2002-04-01,115743
2002-07-01,118950
2002-10-01,125114
2003-01-01,118270
2003-04-01,114503
2003-07-01,122454
2003-10-01,130791
2004-01-01,124782
2004-04-01,125293
2004-07-01,130874
2004-10-01,133456
2005-01-01,127807
2005-04-01,127180
2005-07-01,134036
2005-10-01,142978
2006-01-01,133319
2006-04-01,133203
2006-07-01,140850
2006-10-01,146479
2007-01-01,138941
2007-04-01,139937
2007-07-01,151142
2007-10-01,154996
2008-01-01,145634
2008-04-01,144452
2008-07-01,141209
2008-10-01,140543
2009-01-01,135231
2009-04-01,134825
2009-07-01,141962
2009-10-01,149618
2010-01-01,148369
2010-04-01,150860
2010-07-01,156151
2010-10-01,154760
2011-01-01,154589
2011-04-01,150258
2011-07-01,157427
2011-10-01,154804
2012-01-01,154458
2012-04-01,152787
2012-07-01,161807
2012-10-01,162090
2013-01-01,157874
2013-04-01,158874
2013-07-01,165439
2013-10-01,170242
2014-01-01,165172
2014-04-01,167818
2014-07-01,174876
2014-10-01,180568
2015-01-01,179105
2015-04-01,173451
2015-07-01,179370
2015-10-01,182351
2016-01-01,181342
2016-04-01,176429
2016-07-01,182110
