sDate,sPrice
2000-01-01,130177
2000-04-01,148114
2000-07-01,135751
2000-10-01,149431
2001-01-01,112036
2001-04-01,131645
2001-07-01,126379
2001-10-01,145006
2002-01-01,105014
2002-04-01,121707
2002-07-01,115940
2002-10-01,129862
2003-01-01,103424
2003-04-01,115427
2003-07-01,119471
2003-10-01,138169
2004-01-01,102744
2004-04-01,118067
2004-07-01,119997
2004-10-01,143809
2005-01-01,107867
2005-04-01,118034
2005-07-01,123140
2005-10-01,149658
2006-01-01,103697
2006-04-01,113505
2006-07-01,121626
2006-10-01,143415
2007-01-01,98893
2007-04-01,113043
2007-07-01,123773
2007-10-01,158257
2008-01-01,103822
2008-04-01,125095
2008-07-01,138097
2008-10-01,176470
2009-01-01,121019
2009-04-01,137342
2009-07-01,154366
2009-10-01,182047
2010-01-01,107916
2010-04-01,149211
2010-07-01,147316
2010-10-01,184615
2011-01-01,109581
2011-04-01,142825
2011-07-01,140316
2011-10-01,175834
2012-01-01,98727
2012-04-01,126663
2012-07-01,128683
2012-10-01,156903
2013-01-01,92013
2013-04-01,115495
2013-07-01,122732
2013-10-01,162220
2014-01-01,86416
2014-04-01,110909
2014-07-01,116656
2014-10-01,148189
2015-01-01,84243
2015-04-01,107995
2015-07-01,104903
2015-10-01,143348
2016-01-01,81430
2016-04-01,101941
2016-07-01,109201
