sDate,sPrice
2000-01-01,35878
2000-04-01,27976
2000-07-01,31497
2000-10-01,44207
2001-01-01,55195
2001-04-01,48692
2001-07-01,45007
2001-10-01,43130
2002-01-01,66763
2002-04-01,54719
2002-07-01,56371
2002-10-01,64649
2003-01-01,114014
2003-04-01,83120
2003-07-01,52919
2003-10-01,78820
2004-01-01,116952
2004-04-01,74089
2004-07-01,82617
2004-10-01,98441
2005-01-01,107735
2005-04-01,69297
2005-07-01,25096
2005-10-01,88738
2006-01-01,117494
2006-04-01,69068
2006-07-01,47737
2006-10-01,77400
2007-01-01,130251
2007-04-01,95604
2007-07-01,31394
2007-10-01,75517
2008-01-01,161526
2008-04-01,49983
2008-07-01,52975
2008-10-01,50162
2009-01-01,132492
2009-04-01,90906
2009-07-01,68234
2009-10-01,122362
2010-01-01,160391
2010-04-01,106782
2010-07-01,81259
2010-10-01,81207
2011-01-01,159395
2011-04-01,95302
2011-07-01,64813
2011-10-01,68862
2012-01-01,143684
2012-04-01,113129
2012-07-01,88549
2012-10-01,108829
2013-01-01,139655
2013-04-01,72251
2013-07-01,100793
2013-10-01,111150
2014-01-01,170430
2014-04-01,120585
2014-07-01,97678
2014-10-01,80751
2015-01-01,182324
2015-04-01,85245
2015-07-01,127590
2015-10-01,164186
2016-01-01,195964
2016-04-01,115206
2016-07-01,133003
