sDate,sPrice
2000-01-01,57176
2000-04-01,57025
2000-07-01,51137
2000-10-01,81754
2001-01-01,44849
2001-04-01,51127
2001-07-01,49436
2001-10-01,101668
2002-01-01,40479
2002-04-01,52557
2002-07-01,52753
2002-10-01,92433
2003-01-01,39498
2003-04-01,50315
2003-07-01,52463
2003-10-01,89268
2004-01-01,27956
2004-04-01,46659
2004-07-01,46542
2004-10-01,72206
2005-01-01,38449
2005-04-01,50066
2005-07-01,49768
2005-10-01,75633
2006-01-01,36740
2006-04-01,41896
2006-07-01,49292
2006-10-01,72771
2007-01-01,43649
2007-04-01,42200
2007-07-01,50615
2007-10-01,73466
2008-01-01,49144
2008-04-01,45308
2008-07-01,48461
2008-10-01,74705
2009-01-01,40775
2009-04-01,49679
2009-07-01,51687
2009-10-01,88877
2010-01-01,39303
2010-04-01,62939
2010-07-01,52186
2010-10-01,95417
2011-01-01,34244
2011-04-01,53897
2011-07-01,50405
2011-10-01,81352
2012-01-01,31388
2012-04-01,48628
2012-07-01,45878
2012-10-01,78231
2013-01-01,35494
2013-04-01,47521
2013-07-01,38640
2013-10-01,78762
2014-01-01,40638
2014-04-01,41224
2014-07-01,46409
2014-10-01,82707
2015-01-01,28550
2015-04-01,48268
2015-07-01,42396
2015-10-01,71623
2016-01-01,27224
2016-04-01,48425
2016-07-01,40113
