sDate,sPrice
2000-01-01,2351220
2000-04-01,2480270
2000-07-01,2543160
2000-10-01,2600640
2001-01-01,2314150
2001-04-01,2322740
2001-07-01,2327750
2001-10-01,2488260
2002-01-01,2297610
2002-04-01,2470060
2002-07-01,2562660
2002-10-01,2637690
2003-01-01,2442720
2003-04-01,2486730
2003-07-01,2612630
2003-10-01,2848340
2004-01-01,2600980
2004-04-01,2711090
2004-07-01,2780350
2004-10-01,2851890
2005-01-01,2610550
2005-04-01,2713520
2005-07-01,2789570
2005-10-01,3028860
2006-01-01,2722430
2006-04-01,2798420
2006-07-01,2900700
2006-10-01,3043360
2007-01-01,2781360
2007-04-01,2911830
2007-07-01,3064900
2007-10-01,3145870
2008-01-01,2854780
2008-04-01,2799080
2008-07-01,2720140
2008-10-01,2740270
2009-01-01,2539920
2009-04-01,2693470
2009-07-01,2795240
2009-10-01,3081190
2010-01-01,2942680
2010-04-01,3060730
2010-07-01,3103620
2010-10-01,3149330
2011-01-01,3081640
2011-04-01,2978130
2011-07-01,3054030
2011-10-01,3067770
2012-01-01,3017250
2012-04-01,3049420
2012-07-01,3132130
2012-10-01,3215020
2013-01-01,3094640
2013-04-01,3142720
2013-07-01,3251200
2013-10-01,3379650
2014-01-01,3266840
2014-04-01,3346170
2014-07-01,3450450
2014-10-01,3599240
2015-01-01,3569020
2015-04-01,3496820
2015-07-01,3620910
2015-10-01,3748700
2016-01-01,3611120
2016-04-01,3560180
2016-07-01,3715600
