sDate,sPrice
2000-01-01,2476530
2000-04-01,2490630
2000-07-01,2538870
2000-10-01,2639240
2001-01-01,2435670
2001-04-01,2362200
2001-07-01,2356940
2001-10-01,2474190
2002-01-01,2390110
2002-04-01,2420150
2002-07-01,2544590
2002-10-01,2590740
2003-01-01,2506280
2003-04-01,2419400
2003-07-01,2549770
2003-10-01,2754830
2004-01-01,2707460
2004-04-01,2708310
2004-07-01,2833820
2004-10-01,2998300
2005-01-01,2845110
2005-04-01,2840480
2005-07-01,2951290
2005-10-01,2950860
2006-01-01,2924240
2006-04-01,2906820
2006-07-01,3011410
2006-10-01,3070330
2007-01-01,2938660
2007-04-01,3031270
2007-07-01,3181190
2007-10-01,3190350
2008-01-01,3164750
2008-04-01,3098840
2008-07-01,3165560
2008-10-01,3039230
2009-01-01,2818640
2009-04-01,2827110
2009-07-01,3002550
2009-10-01,3163180
2010-01-01,3220130
2010-04-01,3175180
2010-07-01,3363610
2010-10-01,3362130
2011-01-01,3393380
2011-04-01,3291210
2011-07-01,3390410
2011-10-01,3274430
2012-01-01,3398970
2012-04-01,3332700
2012-07-01,3473740
2012-10-01,3388140
2013-01-01,3479900
2013-04-01,3345000
2013-07-01,3480150
2013-10-01,3546170
2014-01-01,3590340
2014-04-01,3509610
2014-07-01,3691510
2014-10-01,3661200
2015-01-01,3638310
2015-04-01,3588300
2015-07-01,3685270
2015-10-01,3698760
2016-01-01,3726920
2016-04-01,3663730
2016-07-01,3808930
