sDate,sPrice
2000-01-01,3728
2000-04-01,3738
2000-07-01,3815
2000-10-01,3861
2001-01-01,3568
2001-04-01,3340
2001-07-01,3267
2001-10-01,3528
2002-01-01,3386
2002-04-01,3430
2002-07-01,3573
2002-10-01,3673
2003-01-01,3552
2003-04-01,3403
2003-07-01,3642
2003-10-01,3947
2004-01-01,3888
2004-04-01,3850
2004-07-01,3958
2004-10-01,4183
2005-01-01,4205
2005-04-01,4150
2005-07-01,4184
2005-10-01,4391
2006-01-01,4285
2006-04-01,4234
2006-07-01,4363
2006-10-01,4564
2007-01-01,4392
2007-04-01,4351
2007-07-01,4633
2007-10-01,4880
2008-01-01,4836
2008-04-01,4811
2008-07-01,4595
2008-10-01,4322
2009-01-01,4145
2009-04-01,4184
2009-07-01,4414
2009-10-01,4788
2010-01-01,4858
2010-04-01,4868
2010-07-01,4992
2010-10-01,5146
2011-01-01,5470
2011-04-01,5340
2011-07-01,5485
2011-10-01,5212
2012-01-01,5404
2012-04-01,5314
2012-07-01,5542
2012-10-01,5707
2013-01-01,5545
2013-04-01,5408
2013-07-01,5668
2013-10-01,5905
2014-01-01,5680
2014-04-01,5735
2014-07-01,5957
2014-10-01,5958
2015-01-01,5916
2015-04-01,5714
2015-07-01,5738
2015-10-01,5763
2016-01-01,5688
2016-04-01,5590
2016-07-01,5918
