sDate,sPrice
2000-01-01,22706
2000-04-01,50886
2000-07-01,-6176
2000-10-01,31014
2001-01-01,-25352
2001-04-01,-10305
2001-07-01,-19270
2001-10-01,-20998
2002-01-01,-75586
2002-04-01,-2091
2002-07-01,33654
2002-10-01,-2163
2003-01-01,-1649
2003-04-01,58102
2003-07-01,-72061
2003-10-01,28318
2004-01-01,-21092
2004-04-01,39281
2004-07-01,11035
2004-10-01,57558
2005-01-01,-38518
2005-04-01,17156
2005-07-01,40324
2005-10-01,14715
2006-01-01,5344
2006-04-01,25667
2006-07-01,3407
2006-10-01,8351
2007-01-01,-45293
2007-04-01,49455
2007-07-01,3624
2007-10-01,9185
2008-01-01,13854
2008-04-01,57321
2008-07-01,48296
2008-10-01,47042
2009-01-01,-139605
2009-04-01,10787
2009-07-01,-55027
2009-10-01,-9417
2010-01-01,59806
2010-04-01,79136
2010-07-01,43312
2010-10-01,14172
2011-01-01,36860
2011-04-01,42922
2011-07-01,11877
2011-10-01,-55738
2012-01-01,12354
2012-04-01,26972
2012-07-01,8583
2012-10-01,-28889
2013-01-01,8876
2013-04-01,-28093
2013-07-01,-6355
2013-10-01,-22829
2014-01-01,1478
2014-04-01,-6766
2014-07-01,26313
2014-10-01,9783
2015-01-01,1428
2015-04-01,33751
2015-07-01,-389
2015-10-01,-15936
2016-01-01,-25581
2016-04-01,18163
2016-07-01,-2535
