sDate,sPrice
2000-01-01,-8024
2000-04-01,-1011
2000-07-01,437
2000-10-01,6121
2001-01-01,-5666
2001-04-01,601
2001-07-01,-4150
2001-10-01,-8138
2002-01-01,6221
2002-04-01,16192
2002-07-01,8982
2002-10-01,2269
2003-01-01,5901
2003-04-01,5821
2003-07-01,12940
2003-10-01,12430
2004-01-01,21097
2004-04-01,4084
2004-07-01,-1489
2004-10-01,2903
2005-01-01,12481
2005-04-01,6450
2005-07-01,495
2005-10-01,630
2006-01-01,2242
2006-04-01,482
2006-07-01,1128
2006-10-01,2234
2007-01-01,369
2007-04-01,-1893
2007-07-01,-7733
2007-10-01,5237
2008-01-01,11322
2008-04-01,4590
2008-07-01,-2598
2008-10-01,12960
2009-01-01,12889
2009-04-01,11821
2009-07-01,11761
2009-10-01,17655
2010-01-01,13401
2010-04-01,15377
2010-07-01,7998
2010-10-01,3397
2011-01-01,4589
2011-04-01,4903
2011-07-01,-3464
2011-10-01,211
2012-01-01,5094
2012-04-01,3111
2012-07-01,3696
2012-10-01,3583
2013-01-01,2151
2013-04-01,3880
2013-07-01,2612
2013-10-01,2675
2014-01-01,2622
2014-04-01,4393
2014-07-01,4181
2014-10-01,1819
2015-01-01,3811
2015-04-01,4174
2015-07-01,5685
2015-10-01,1341
2016-01-01,3845
2016-04-01,3153
