sDate,sPrice
2000-01-01,31
2000-04-01,36
2000-07-01,33
2000-10-01,23
2001-01-01,22
2001-04-01,23
2001-07-01,19
2001-10-01,19
2002-01-01,15
2002-04-01,13
2002-07-01,13
2002-10-01,14
2003-01-01,9
2003-04-01,62
2003-07-01,129
2003-10-01,179
2004-01-01,214
2004-04-01,321
2004-07-01,367
2004-10-01,524
2005-01-01,815
2005-04-01,678
2005-07-01,221
2005-10-01,222
2006-01-01,159
2006-04-01,149
2006-07-01,76
2006-10-01,190
2007-01-01,244
2007-04-01,182
2007-07-01,245
2007-10-01,345
2008-01-01,7328
2008-04-01,7067
2008-07-01,2336
2008-10-01,1508
2009-01-01,1299
2009-04-01,3241
2009-07-01,3918
2009-10-01,5921
2010-01-01,7294
2010-04-01,7161
2010-07-01,7719
2010-10-01,8035
2011-01-01,7464
2011-04-01,7922
2011-07-01,6219
2011-10-01,4524
2012-01-01,3027
2012-04-01,3153
2012-07-01,2770
2012-10-01,3298
2013-01-01,2401
2013-04-01,1790
2013-07-01,2142
2013-10-01,2307
2014-01-01,2149
2014-04-01,2459
2014-07-01,2096
2014-10-01,1853
2015-01-01,1706
2015-04-01,2020
2015-07-01,1061
2015-10-01,1116
2016-01-01,1399
2016-04-01,1512
2016-07-01,2069
