sDate,sPrice
2000-01-01,2497930
2000-04-01,2511840
2000-07-01,2598640
2000-10-01,2742850
2001-01-01,2533130
2001-04-01,2448240
2001-07-01,2487100
2001-10-01,2689740
2002-01-01,2593620
2002-04-01,2598100
2002-07-01,2673350
2002-10-01,2815810
2003-01-01,2665150
2003-04-01,2582180
2003-07-01,2763550
2003-10-01,2954990
2004-01-01,2822220
2004-04-01,2836010
2004-07-01,2964820
2004-10-01,3026590
2005-01-01,2901190
2005-04-01,2889080
2005-07-01,3047620
2005-10-01,3254360
2006-01-01,3037800
2006-04-01,3038120
2006-07-01,3215920
2006-10-01,3348970
2007-01-01,3180150
2007-04-01,3204720
2007-07-01,3464720
2007-10-01,3557470
2008-01-01,3345500
2008-04-01,3320940
2008-07-01,3248410
2008-10-01,3236100
2009-01-01,3117370
2009-04-01,3110190
2009-07-01,3276810
2009-10-01,3457290
2010-01-01,3431320
2010-04-01,3490370
2010-07-01,3613930
2010-10-01,3583590
2011-01-01,3582290
2011-04-01,3483300
2011-07-01,3652030
2011-10-01,3594580
2012-01-01,3589360
2012-04-01,3553330
2012-07-01,3766640
2012-10-01,3777590
2013-01-01,3682260
2013-04-01,3707830
2013-07-01,3863010
2013-10-01,3977640
2014-01-01,3862260
2014-04-01,3925680
2014-07-01,4093480
2014-10-01,4230460
2015-01-01,4198870
2015-04-01,4068740
2015-07-01,4209320
2015-10-01,4282090
2016-01-01,4260530
2016-04-01,4146530
2016-07-01,4282120
