sDate,sPrice
2000-01-01,101383
2000-04-01,100821
2000-07-01,104925
2000-10-01,110710
2001-01-01,101486
2001-04-01,96771
2001-07-01,98358
2001-10-01,106941
2002-01-01,102290
2002-04-01,102664
2002-07-01,106107
2002-10-01,112050
2003-01-01,107352
2003-04-01,102334
2003-07-01,109106
2003-10-01,119325
2004-01-01,113322
2004-04-01,111533
2004-07-01,117001
2004-10-01,120355
2005-01-01,114183
2005-04-01,111992
2005-07-01,117223
2005-10-01,128790
2006-01-01,118724
2006-04-01,116074
2006-07-01,122519
2006-10-01,129786
2007-01-01,121163
2007-04-01,121039
2007-07-01,128218
2007-10-01,135350
2008-01-01,126772
2008-04-01,120215
2008-07-01,118669
2008-10-01,119691
2009-01-01,114097
2009-04-01,112861
2009-07-01,118851
2009-10-01,130191
2010-01-01,129667
2010-04-01,129688
2010-07-01,132815
2010-10-01,134793
2011-01-01,137986
2011-04-01,129388
2011-07-01,131287
2011-10-01,131257
2012-01-01,133121
2012-04-01,130898
2012-07-01,136210
2012-10-01,136639
2013-01-01,138047
2013-04-01,136257
2013-07-01,142845
2013-10-01,144668
2014-01-01,145129
2014-04-01,145764
2014-07-01,150458
2014-10-01,152621
2015-01-01,157417
2015-04-01,150517
2015-07-01,155982
2015-10-01,159560
2016-01-01,159403
2016-04-01,152955
2016-07-01,159254
