sDate,sPrice
2000-01-01,39884
2000-04-01,45464
2000-07-01,46509
2000-10-01,43519
2001-01-01,36827
2001-04-01,36923
2001-07-01,32978
2001-10-01,34025
2002-01-01,31511
2002-04-01,36818
2002-07-01,39294
2002-10-01,37750
2003-01-01,36445
2003-04-01,38165
2003-07-01,40933
2003-10-01,45612
2004-01-01,47253
2004-04-01,52360
2004-07-01,52828
2004-10-01,57433
2005-01-01,52778
2005-04-01,58465
2005-07-01,60459
2005-10-01,58684
2006-01-01,58348
2006-04-01,64371
2006-07-01,66900
2006-10-01,63955
2007-01-01,60032
2007-04-01,68228
2007-07-01,74678
2007-10-01,73664
2008-01-01,73971
2008-04-01,80348
2008-07-01,84462
2008-10-01,58175
2009-01-01,41354
2009-04-01,51373
2009-07-01,62324
2009-10-01,65568
2010-01-01,68790
2010-04-01,77172
2010-07-01,80016
2010-10-01,81768
2011-01-01,84536
2011-04-01,91794
2011-07-01,89393
2011-10-01,83193
2012-01-01,100407
2012-04-01,104162
2012-07-01,106529
2012-10-01,97977
2013-01-01,94498
2013-04-01,99842
2013-07-01,99857
2013-10-01,103864
2014-01-01,91501
2014-04-01,98184
2014-07-01,107143
2014-10-01,97656
2015-01-01,80858
2015-04-01,88062
2015-07-01,86481
2015-10-01,83214
2016-01-01,70899
2016-04-01,79128
