sDate,sPrice
2000-01-01,421841
2000-04-01,455601
2000-07-01,519308
2000-10-01,515280
2001-01-01,417730
2001-04-01,384706
2001-07-01,343459
2001-10-01,330550
2002-01-01,375094
2002-04-01,379786
2002-07-01,416185
2002-10-01,403869
2003-01-01,402169
2003-04-01,365789
2003-07-01,417204
2003-10-01,472476
2004-01-01,505530
2004-04-01,513040
2004-07-01,555385
2004-10-01,601774
2005-01-01,573051
2005-04-01,562850
2005-07-01,548616
2005-10-01,527154
2006-01-01,572352
2006-04-01,593903
2006-07-01,612573
2006-10-01,601582
2007-01-01,582285
2007-04-01,645115
2007-07-01,667041
2007-10-01,606784
2008-01-01,637328
2008-04-01,606975
2008-07-01,590334
2008-10-01,449694
2009-01-01,453018
2009-04-01,437320
2009-07-01,525323
2009-10-01,520284
2010-01-01,610565
2010-04-01,588810
2010-07-01,694494
2010-10-01,603109
2011-01-01,695633
2011-04-01,650622
2011-07-01,655666
2011-10-01,556570
2012-01-01,658030
2012-04-01,638046
2012-07-01,683870
2012-10-01,587084
2013-01-01,696068
2013-04-01,669738
2013-07-01,686904
2013-10-01,633144
2014-01-01,726421
2014-04-01,714690
2014-07-01,730532
2014-10-01,649043
2015-01-01,737378
2015-04-01,698783
2015-07-01,758620
2015-10-01,666740
2016-01-01,733669
2016-04-01,714398
2016-07-01,791734
