sDate,sPrice
2000-01-01,2082
2000-04-01,2064
2000-07-01,2091
2000-10-01,1999
2001-01-01,1981
2001-04-01,1890
2001-07-01,1867
2001-10-01,1883
2002-01-01,1875
2002-04-01,1889
2002-07-01,1982
2002-10-01,1919
2003-01-01,1907
2003-04-01,1845
2003-07-01,2058
2003-10-01,2045
2004-01-01,2116
2004-04-01,2106
2004-07-01,2148
2004-10-01,2204
2005-01-01,2335
2005-04-01,2334
2005-07-01,2357
2005-10-01,2249
2006-01-01,2331
2006-04-01,2329
2006-07-01,2362
2006-10-01,2336
2007-01-01,2332
2007-04-01,2304
2007-07-01,2463
2007-10-01,2465
2008-01-01,2547
2008-04-01,2560
2008-07-01,2561
2008-10-01,2341
2009-01-01,2261
2009-04-01,2271
2009-07-01,2409
2009-10-01,2464
2010-01-01,2493
2010-04-01,2470
2010-07-01,2591
2010-10-01,2683
2011-01-01,2841
2011-04-01,2854
2011-07-01,2943
2011-10-01,2772
2012-01-01,2888
2012-04-01,2852
2012-07-01,2963
2012-10-01,2954
2013-01-01,2953
2013-04-01,2889
2013-07-01,2993
2013-10-01,3034
2014-01-01,2968
2014-04-01,3000
2014-07-01,3131
2014-10-01,2985
2015-01-01,2926
2015-04-01,2981
2015-07-01,2924
2015-10-01,2870
2016-01-01,2862
2016-04-01,2916
2016-07-01,3049
