sDate,sPrice
2000-01-01,40202
2000-04-01,31148
2000-07-01,34989
2000-10-01,48530
2001-01-01,61517
2001-04-01,54278
2001-07-01,50039
2001-10-01,47653
2002-01-01,74511
2002-04-01,61004
2002-07-01,62805
2002-10-01,71827
2003-01-01,127534
2003-04-01,92788
2003-07-01,59295
2003-10-01,87758
2004-01-01,130157
2004-04-01,81700
2004-07-01,90013
2004-10-01,107620
2005-01-01,118015
2005-04-01,74806
2005-07-01,26349
2005-10-01,94589
2006-01-01,126971
2006-04-01,73406
2006-07-01,50488
2006-10-01,82555
2007-01-01,139376
2007-04-01,101373
2007-07-01,32552
2007-10-01,77009
2008-01-01,166874
2008-04-01,50741
2008-07-01,52832
2008-10-01,50185
2009-01-01,136909
2009-04-01,93356
2009-07-01,69101
2009-10-01,124292
2010-01-01,163666
2010-04-01,108462
2010-07-01,81992
2010-10-01,81507
2011-01-01,160573
2011-04-01,95220
2011-07-01,64458
2011-10-01,68121
2012-01-01,142901
2012-04-01,111224
2012-07-01,85641
2012-10-01,105813
2013-01-01,136434
2013-04-01,70392
2013-07-01,97495
2013-10-01,107460
2014-01-01,165175
2014-04-01,115713
2014-07-01,92975
2014-10-01,77284
2015-01-01,177747
2015-04-01,82285
2015-07-01,121892
2015-10-01,156919
2016-01-01,187765
2016-04-01,109787
2016-07-01,126195
