sDate,sPrice
2000-01-01,2533810
2000-04-01,2539820
2000-07-01,2630130
2000-10-01,2787060
2001-01-01,2588330
2001-04-01,2496930
2001-07-01,2532100
2001-10-01,2732870
2002-01-01,2660380
2002-04-01,2652820
2002-07-01,2729720
2002-10-01,2880460
2003-01-01,2779160
2003-04-01,2665300
2003-07-01,2816470
2003-10-01,3033810
2004-01-01,2939170
2004-04-01,2910100
2004-07-01,3047440
2004-10-01,3125030
2005-01-01,3008920
2005-04-01,2958380
2005-07-01,3072720
2005-10-01,3343100
2006-01-01,3155290
2006-04-01,3107190
2006-07-01,3263650
2006-10-01,3426370
2007-01-01,3310400
2007-04-01,3300330
2007-07-01,3496110
2007-10-01,3632990
2008-01-01,3507020
2008-04-01,3370920
2008-07-01,3301390
2008-10-01,3286260
2009-01-01,3249860
2009-04-01,3201100
2009-07-01,3345040
2009-10-01,3579650
2010-01-01,3591710
2010-04-01,3597150
2010-07-01,3695190
2010-10-01,3664800
2011-01-01,3741680
2011-04-01,3578600
2011-07-01,3716850
2011-10-01,3663450
2012-01-01,3733040
2012-04-01,3666460
2012-07-01,3855190
2012-10-01,3886420
2013-01-01,3821910
2013-04-01,3780080
2013-07-01,3963800
2013-10-01,4088790
2014-01-01,4028030
2014-04-01,4040260
2014-07-01,4187880
2014-10-01,4310670
2015-01-01,4358760
2015-04-01,4137320
2015-07-01,4336910
2015-10-01,4446270
2016-01-01,4456500
2016-04-01,4261740
2016-07-01,4415130
