sDate,sPrice
2000-01-01,-451
2000-04-01,-359
2000-07-01,-229
2000-10-01,-734
2001-01-01,-430
2001-04-01,-499
2001-07-01,4
2001-10-01,-446
2002-01-01,658
2002-04-01,1286
2002-07-01,489
2002-10-01,1008
2003-01-01,853
2003-04-01,760
2003-07-01,1577
2003-10-01,2039
2004-01-01,1686
2004-04-01,1112
2004-07-01,793
2004-10-01,1656
2005-01-01,1265
2005-04-01,902
2005-07-01,312
2005-10-01,1924
2006-01-01,305
2006-04-01,719
2006-07-01,129
2006-10-01,-1178
2007-01-01,57
2007-04-01,341
2007-07-01,1480
2007-10-01,1460
2008-01-01,2568
2008-04-01,1516
2008-07-01,1185
2008-10-01,-414
2009-01-01,712
2009-04-01,810
2009-07-01,646
2009-10-01,904
2010-01-01,1127
2010-04-01,2085
2010-07-01,2771
2010-10-01,3099
2011-01-01,4834
2011-04-01,2469
2011-07-01,3911
2011-10-01,3509
2012-01-01,1978
2012-04-01,1960
2012-07-01,2832
2012-10-01,3160
2013-01-01,3216
2013-04-01,2274
2013-07-01,2425
2013-10-01,2772
2014-01-01,2176
2014-04-01,3155
2014-07-01,2120
2014-10-01,2421
2015-01-01,1838
2015-04-01,4229
2015-07-01,3322
2015-10-01,2907
2016-01-01,2537
2016-04-01,2387
