sDate,sPrice
2000-01-01,2555
2000-04-01,-1551
2000-07-01,-1975
2000-10-01,747
2001-01-01,1291
2001-04-01,1286
2001-07-01,-1504
2001-10-01,-1301
2002-01-01,966
2002-04-01,-26
2002-07-01,5607
2002-10-01,2279
2003-01-01,5504
2003-04-01,6711
2003-07-01,-6822
2003-10-01,-196
2004-01-01,-453
2004-04-01,7300
2004-07-01,770
2004-10-01,-2948
2005-01-01,2257
2005-04-01,-1698
2005-07-01,5496
2005-10-01,-3198
2006-01-01,7025
2006-04-01,5952
2006-07-01,7285
2006-10-01,-1297
2007-01-01,11727
2007-04-01,6985
2007-07-01,14403
2007-10-01,6947
2008-01-01,-2990
2008-04-01,10813
2008-07-01,11033
2008-10-01,-6606
2009-01-01,1835
2009-04-01,428
2009-07-01,3905
2009-10-01,4159
2010-01-01,2344
2010-04-01,7663
2010-07-01,10225
2010-10-01,432
2011-01-01,12920
2011-04-01,7586
2011-07-01,14623
2011-10-01,562
2012-01-01,1047
2012-04-01,13597
2012-07-01,17337
2012-10-01,10515
2013-01-01,11891
2013-04-01,3438
2013-07-01,8212
2013-10-01,5588
2014-01-01,6784
2014-04-01,868
2014-07-01,22339
2014-10-01,14050
2015-01-01,9475
2015-04-01,10246
2015-07-01,22584
2015-10-01,14894
2016-01-01,17117
2016-04-01,15210
