sDate,sPrice
2000-01-01,609194
2000-04-01,660740
2000-07-01,706196
2000-10-01,746465
2001-01-01,574615
2001-04-01,567478
2001-07-01,519274
2001-10-01,577224
2002-01-01,520587
2002-04-01,554050
2002-07-01,584878
2002-10-01,626164
2003-01-01,545091
2003-04-01,531531
2003-07-01,589138
2003-10-01,699913
2004-01-01,636230
2004-04-01,677766
2004-07-01,721924
2004-10-01,817789
2005-01-01,719367
2005-04-01,730950
2005-07-01,721524
2005-10-01,752445
2006-01-01,712789
2006-04-01,749304
2006-07-01,783491
2006-10-01,817768
2007-01-01,724827
2007-04-01,800358
2007-07-01,841429
2007-10-01,838507
2008-01-01,790294
2008-04-01,777378
2008-07-01,776892
2008-10-01,700869
2009-01-01,614812
2009-04-01,624341
2009-07-01,731376
2009-10-01,791208
2010-01-01,757784
2010-04-01,800960
2010-07-01,893996
2010-10-01,883141
2011-01-01,839458
2011-04-01,847344
2011-07-01,846387
2011-10-01,813756
2012-01-01,788145
2012-04-01,813337
2012-07-01,858431
2012-10-01,822218
2013-01-01,823575
2013-04-01,832754
2013-07-01,848276
2013-10-01,874126
2014-01-01,853475
2014-04-01,866823
2014-07-01,893597
2014-10-01,879939
2015-01-01,850171
2015-04-01,855046
2015-07-01,905919
2015-10-01,881711
2016-01-01,842323
2016-04-01,864764
2016-07-01,941048
