sDate,sPrice
2000-01-01,81299
2000-04-01,81911
2000-07-01,83678
2000-10-01,84564
2001-01-01,77849
2001-04-01,73104
2001-07-01,71736
2001-10-01,77761
2002-01-01,74011
2002-04-01,75409
2002-07-01,78643
2002-10-01,80812
2003-01-01,76744
2003-04-01,74333
2003-07-01,80647
2003-10-01,86866
2004-01-01,84451
2004-04-01,84940
2004-07-01,87230
2004-10-01,91858
2005-01-01,92038
2005-04-01,92063
2005-07-01,94350
2005-10-01,97318
2006-01-01,94024
2006-04-01,94443
2006-07-01,98140
2006-10-01,101982
2007-01-01,96575
2007-04-01,96763
2007-07-01,105250
2007-10-01,109666
2008-01-01,105974
2008-04-01,108964
2008-07-01,104021
2008-10-01,98002
2009-01-01,91641
2009-04-01,93776
2009-07-01,99794
2009-10-01,106854
2010-01-01,107317
2010-04-01,109266
2010-07-01,112993
2010-10-01,116529
2011-01-01,121360
2011-04-01,120497
2011-07-01,125037
2011-10-01,118759
2012-01-01,120735
2012-04-01,119764
2012-07-01,126061
2012-10-01,129285
2013-01-01,124605
2013-04-01,123795
2013-07-01,128976
2013-10-01,134238
2014-01-01,127218
2014-04-01,130165
2014-07-01,136180
2014-10-01,136956
2015-01-01,132905
2015-04-01,131279
2015-07-01,130671
2015-10-01,130341
2016-01-01,127752
2016-04-01,127822
2016-07-01,134955
