sDate,sPrice
2000-01-01,107.421
2000-02-01,108.147
2000-03-01,108.529
2000-04-01,108.466
2000-05-01,107.968
2000-06-01,107.12
2000-07-01,105.993
2000-08-01,104.627
2000-09-01,103.016
2000-10-01,101.222
2000-11-01,99.3625
2000-12-01,97.5281
2001-01-01,95.7288
2001-02-01,94.0419
2001-03-01,92.5253
2001-04-01,91.2088
2001-05-01,90.1494
2001-06-01,89.4367
2001-07-01,89.1782
2001-08-01,89.4252
2001-09-01,90.2075
2001-10-01,91.5934
2001-11-01,93.4766
2001-12-01,95.671
2002-01-01,97.8949
2002-02-01,99.917
2002-03-01,101.488
2002-04-01,102.462
2002-05-01,102.754
2002-06-01,102.405
2002-07-01,101.575
2002-08-01,100.457
2002-09-01,99.3306
2002-10-01,98.3798
2002-11-01,97.6552
2002-12-01,97.1077
2003-01-01,96.6572
2003-02-01,96.2907
2003-03-01,96.0619
2003-04-01,96.1193
2003-05-01,96.6285
2003-06-01,97.6129
2003-07-01,98.9034
2003-08-01,100.284
2003-09-01,101.574
2003-10-01,102.646
2003-11-01,103.476
2003-12-01,104.099
2004-01-01,104.515
2004-02-01,104.755
2004-03-01,104.821
2004-04-01,104.683
2004-05-01,104.322
2004-06-01,103.755
2004-07-01,103.028
2004-08-01,102.195
2004-09-01,101.364
2004-10-01,100.556
2004-11-01,99.7591
2004-12-01,99.0045
2005-01-01,98.341
2005-02-01,97.8339
2005-03-01,97.5341
2005-04-01,97.4747
2005-05-01,97.6846
2005-06-01,98.172
2005-07-01,98.8562
2005-08-01,99.6087
2005-09-01,100.266
2005-10-01,100.755
2005-11-01,101.091
2005-12-01,101.28
2006-01-01,101.362
2006-02-01,101.304
2006-03-01,101.169
2006-04-01,100.977
2006-05-01,100.743
2006-06-01,100.51
2006-07-01,100.327
2006-08-01,100.238
2006-09-01,100.291
2006-10-01,100.436
2006-11-01,100.707
2006-12-01,101.079
2007-01-01,101.505
2007-02-01,101.918
2007-03-01,102.253
2007-04-01,102.576
2007-05-01,102.914
2007-06-01,103.24
2007-07-01,103.525
2007-08-01,103.675
2007-09-01,103.719
2007-10-01,103.644
2007-11-01,103.419
2007-12-01,103.054
2008-01-01,102.578
2008-02-01,102.062
2008-03-01,101.508
2008-04-01,100.818
2008-05-01,99.8553
2008-06-01,98.4973
2008-07-01,96.6814
2008-08-01,94.4277
2008-09-01,91.7245
2008-10-01,88.8125
2008-11-01,86.1447
2008-12-01,84.3528
2009-01-01,83.9971
2009-02-01,85.1188
2009-03-01,87.3276
2009-04-01,90.1294
2009-05-01,93.0916
2009-06-01,95.9866
2009-07-01,98.5936
2009-08-01,100.773
2009-09-01,102.483
2009-10-01,103.742
2009-11-01,104.628
2009-12-01,105.239
2010-01-01,105.648
2010-02-01,105.889
2010-03-01,105.903
2010-04-01,105.72
2010-05-01,105.431
2010-06-01,105.076
2010-07-01,104.724
2010-08-01,104.391
2010-09-01,104.075
2010-10-01,103.811
2010-11-01,103.603
2010-12-01,103.398
2011-01-01,103.143
2011-02-01,102.815
2011-03-01,102.419
2011-04-01,101.942
2011-05-01,101.368
2011-06-01,100.707
2011-07-01,99.992
2011-08-01,99.2748
2011-09-01,98.6971
2011-10-01,98.3603
2011-11-01,98.259
2011-12-01,98.3222
2012-01-01,98.4477
2012-02-01,98.5088
2012-03-01,98.4433
2012-04-01,98.1734
2012-05-01,97.7676
2012-06-01,97.3218
2012-07-01,96.9504
2012-08-01,96.7956
2012-09-01,96.9214
2012-10-01,97.3005
2012-11-01,97.8659
2012-12-01,98.4656
2013-01-01,98.9626
2013-02-01,99.28
2013-03-01,99.4419
2013-04-01,99.5388
2013-05-01,99.5977
2013-06-01,99.646
2013-07-01,99.7654
2013-08-01,99.9449
2013-09-01,100.139
2013-10-01,100.302
2013-11-01,100.432
2013-12-01,100.539
2014-01-01,100.933
2014-02-01,101.07
2014-03-01,101.163
2014-04-01,101.22
2014-05-01,101.23
2014-06-01,101.253
2014-07-01,101.273
2014-08-01,101.276
2014-09-01,101.264
2014-10-01,101.227
2014-11-01,101.17
2014-12-01,101.075
2015-01-01,100.906
2015-02-01,100.666
2015-03-01,100.366
2015-04-01,100.042
2015-05-01,99.7503
2015-06-01,99.4772
2015-07-01,99.2395
2015-08-01,99.0836
2015-09-01,98.9723
2015-10-01,98.8208
2015-11-01,98.6074
2015-12-01,98.3638
2016-01-01,98.1397
2016-02-01,98.0276
2016-03-01,98.1378
2016-04-01,98.3806
2016-05-01,98.81
2016-06-01,99.3342
2016-07-01,99.8699
2016-08-01,100.304
2016-09-01,100.611
2016-10-01,100.821
